dotty, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 32840.4465, Thu Mar 22 16:46:42 CET 2018, 81613.873 39940.542 36609.087 35116.884 36001.701 33873.013 34050.954 33749.276 34919.758 33530.198 33601.352 33406.120 34266.265 33265.077 33212.753 33558.966 34007.451 33104.874 33122.521 32969.943 33884.465 32997.506 32887.010 32994.578 33831.552 32964.806 32877.340 32887.844 33810.422 32842.655 , 32738.665 32807.508 33773.893 32880.490 32841.979 32838.914 33628.231 32757.836 32702.993 32760.477 33788.165 32824.604 32936.266 33010.604 33626.078 32727.857 32771.424 32836.208 33606.179 32853.416
tests/scala-library, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 6406.071, Thu Mar 22 16:52:59 CET 2018, 27200.858 12679.674 9861.036 7804.878 7518.266 7090.314 6887.312 6777.501 6876.614 6809.209 6831.019 6725.912 6847.329 6623.685 6580.406 6677.634 6607.539 6539.953 6591.956 6497.926 6502.233 6648.010 6577.578 6445.564 6446.411 6515.136 6494.005 6460.075 7084.195 6752.047 , 6425.302 6619.105 6460.344 6456.314 6420.093 6407.792 6391.145 6374.921 6426.755 6500.168 6400.879 6359.381 6365.620 6352.104 6561.522 6463.823 6362.004 6338.194 6404.350 6354.707
tests/re2s, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 2740.2345, Thu Mar 22 16:56:03 CET 2018, 15742.160 8896.911 6947.827 4165.603 3398.461 3199.016 3164.350 3056.489 3091.076 3171.018 2930.470 2902.646 2910.008 2895.640 2866.115 2899.794 2843.044 2998.605 2780.765 2812.752 2776.223 2787.454 2834.874 2814.647 2809.244 2792.955 2809.484 2749.232 3023.821 2747.638 , 2764.490 2997.516 2756.376 2774.029 2738.454 2917.090 2749.945 2856.015 2746.744 2725.762 2917.103 2731.845 2726.564 2708.500 2714.757 2742.015 2698.261 2723.448 2695.167 2721.908
tests/implicit_cache.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 98.9825, Thu Mar 22 16:57:14 CET 2018, 2886.004 567.133 394.935 367.156 280.862 293.715 265.084 169.672 204.626 149.419 131.796 120.919 122.155 115.489 116.921 112.191 111.533 114.753 111.321 121.076 116.170 110.399 114.994 105.808 107.795 109.696 109.976 108.149 102.603 109.956 , 103.449 105.002 107.983 107.611 101.530 101.646 105.186 98.519 118.582 98.656 100.180 98.322 99.309 97.401 97.750 97.444 98.079 97.268 96.427 95.985
tests/implicit-scope-loop.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 102.922, Thu Mar 22 16:58:25 CET 2018, 2895.824 565.754 552.752 455.644 295.943 230.938 207.489 176.512 177.167 154.151 169.972 130.899 125.336 119.118 117.867 118.698 127.566 118.296 112.815 112.820 114.847 108.357 109.535 107.326 110.598 107.961 106.920 108.342 105.970 107.331 , 104.246 105.857 102.766 105.907 104.901 111.150 107.245 101.474 103.069 101.905 121.476 105.845 98.753 101.491 99.337 102.775 105.225 100.301 98.897 102.376
tests/i1535.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 120.8465, Thu Mar 22 16:59:37 CET 2018, 3485.596 708.540 546.654 535.421 365.812 396.544 315.941 260.395 218.269 190.971 191.541 164.117 162.728 149.774 158.743 176.813 147.659 202.842 150.306 145.999 133.329 131.008 132.305 130.193 129.566 129.883 126.739 125.683 125.922 186.177 , 135.476 126.957 123.674 122.136 121.304 120.389 119.595 116.247 119.211 119.934 117.210 126.327 118.391 114.867 116.000 114.778 128.148 123.610 134.678 152.747
tests/i1687.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 72.906, Thu Mar 22 17:00:46 CET 2018, 2606.477 423.700 338.289 282.500 262.552 178.152 133.548 111.372 132.172 127.141 89.789 89.731 84.727 83.098 84.750 84.376 83.957 81.002 78.677 79.016 78.262 77.239 77.371 75.932 77.160 80.313 82.678 77.039 83.795 75.497 , 75.748 74.859 74.565 74.058 78.419 75.475 74.486 73.394 72.696 72.094 71.141 73.116 71.743 72.359 74.891 70.565 71.615 70.839 71.455 70.249
tests/Vector.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 530.573, Thu Mar 22 17:04:30 CET 2018, 7737.659 2876.100 1826.550 1821.106 1638.019 1153.078 1191.431 1271.712 1007.710 1060.500 1011.144 734.554 687.998 667.091 660.059 631.341 697.531 671.376 622.382 580.274 6570.431 2825.453 1816.912 1389.420 1780.995 1479.705 966.191 1029.222 1314.566 1020.744 1005.138 973.996 753.968 708.478 739.170 654.102 640.469 747.395 811.795 608.611 8056.670 2785.533 2214.368 1948.540 1809.717 1488.667 1088.109 1100.630 916.048 808.646 920.071 965.928 671.801 646.905 624.785 609.375 617.784 765.666 625.700 596.337 , 580.075 587.952 562.898 573.801 617.163 549.611 596.252 609.740 541.584 627.588 536.965 533.647 519.212 527.624 524.053 527.836 572.094 530.599 517.251 501.509 519.778 512.899 536.642 506.452 539.211 587.265 512.543 537.283 519.934 498.972 598.515 603.270 612.572 580.856 567.183 566.300 561.338 561.959 539.574 550.195 533.603 538.315 527.186 547.718 530.547 540.070 536.728 529.815 527.034 518.995 525.477 540.007 523.128 519.599 521.885 510.761 510.694 513.930 578.387 512.119 580.854 561.526 574.393 555.035 573.395 641.937 542.185 529.709 536.744 536.658 534.006 517.100 524.204 510.053 510.590 509.705 526.174 506.729 502.064 500.605 521.063 505.245 506.275 509.814 500.408 503.972 498.317 508.507 494.028 493.507
opts/Vector.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 541.1935, Thu Mar 22 17:12:38 CET 2018, 6955.577 2712.106 1779.713 1376.115 1247.081 1205.367 1697.000 1182.351 990.890 1341.694 1036.800 1107.898 777.197 697.236 753.176 673.031 655.515 655.418 661.684 626.006 7791.333 3062.840 2453.921 2103.428 1950.838 1844.584 1706.533 1674.812 1600.416 1433.439 1318.024 1058.731 1048.356 912.168 865.635 696.785 660.376 658.411 671.069 727.717 7206.937 2646.980 1850.138 1485.644 1297.302 1169.940 1465.312 916.372 820.988 923.942 828.660 651.164 660.258 629.894 618.096 606.677 607.159 595.795 580.551 735.650 , 604.237 626.593 599.107 595.297 578.692 590.360 568.403 561.870 564.921 560.476 555.242 545.936 548.189 540.046 535.288 532.996 563.951 535.678 552.245 525.570 536.153 529.216 528.739 524.918 533.126 518.274 519.186 525.029 532.833 517.742 673.360 604.897 809.513 717.614 729.441 764.205 637.228 589.909 565.415 554.905 656.719 621.567 642.786 599.988 612.063 628.784 592.092 544.252 551.434 542.341 525.802 533.083 517.585 524.270 522.128 532.879 512.662 512.383 513.690 533.275 685.537 560.072 551.291 585.548 586.029 604.727 538.651 566.360 536.157 553.902 539.895 536.595 520.104 510.735 516.636 531.347 514.330 504.690 498.677 538.642 502.796 504.629 605.847 494.771 502.377 509.803 500.495 493.685 500.204 576.884
tests/empty-class.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 56.4105, Thu Mar 22 17:13:47 CET 2018, 2351.641 305.101 266.299 205.628 118.431 144.660 101.163 107.573 76.953 72.157 68.792 81.708 71.710 64.361 63.546 62.868 61.195 61.842 60.261 60.947 59.542 60.472 58.984 59.599 57.697 59.303 57.503 58.069 57.277 58.344 , 57.147 57.279 56.901 56.774 55.970 57.542 55.877 57.073 56.120 56.525 55.782 56.296 58.159 55.845 55.454 56.526 55.844 55.936 55.295 56.527
tests/empty-object.scala, 4156, 2018-03-22T15:12:52Z, 1e34d2d, 59.5605, Thu Mar 22 17:14:57 CET 2018, 2294.394 305.055 227.910 215.064 137.708 121.308 119.400 92.596 90.404 97.255 80.699 73.170 67.326 69.105 66.437 67.288 66.452 66.499 63.720 66.864 62.788 63.152 63.176 61.850 62.142 66.721 64.034 60.734 61.571 60.955 , 61.642 59.602 60.405 59.264 67.291 59.566 60.062 62.971 59.910 60.767 59.275 60.512 58.861 58.678 59.555 58.848 57.854 58.681 58.027 58.548
