dotty, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 19:39:56 CEST 2020, 84973.706 48549.204 42135.474 41320.571 39164.730 39039.347 39356.307 38538.382 38619.725 38826.648 38197.211 38234.170 38914.491 38150.511 39681.720 38228.997 38156.089 38417.558 38193.828 39595.089 38005.803 39153.217 37864.508 39261.414 38097.277 39462.947 37907.809 39231.924 37920.637 39168.202 , 37955.700 39084.861 37922.702 38919.378 37718.954 38809.364 37920.718 38791.856 37782.498 38699.303 37953.435 38573.686 37881.817 38592.138 37687.185 38437.260 37914.902 38475.603 39324.723 37706.941
re2s, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 19:42:35 CEST 2020, 14365.085 5741.780 4811.965 3779.552 3410.389 3012.990 2906.187 2793.504 2731.453 2773.759 2633.623 2584.597 2490.518 2443.945 2432.974 2402.884 2378.472 2346.026 2358.054 2322.899 2350.104 2308.364 2316.415 2275.939 2259.710 2254.381 2230.357 2271.558 2249.958 2214.342 , 2220.400 2248.575 2240.857 2206.487 2217.248 2214.810 2225.808 2234.039 2216.521 2204.160 2215.802 2214.613 2212.281 2202.397 2199.600 2234.755 2202.624 2188.830 2200.400 2201.916
scalap, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 19:44:59 CEST 2020, 14320.769 5111.061 4112.624 3697.085 3306.484 3169.141 2723.504 2527.138 2599.640 2678.666 2483.104 2339.564 2276.214 2204.745 2139.115 2083.429 2053.461 2065.712 1976.394 1941.438 1958.153 1912.152 1906.221 1894.557 1884.884 1879.227 1858.336 1861.276 1847.010 1798.968 , 1805.938 1799.551 1814.938 1811.505 1772.513 1782.194 1785.719 1745.277 1821.406 1755.970 1717.974 1781.817 1714.381 1709.916 1746.654 1706.082 1683.036 1690.962 1690.793 1711.841
stdlib213, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:07:15 CEST 2020, 53497.151 29133.574 24045.817 22197.184 22275.934 20576.005 20137.796 20133.606 21258.587 20048.312 19781.929 19845.491 20943.246 19800.736 19623.807 19612.616 21245.041 19689.953 19633.525 19507.952 20688.230 19630.718 19569.725 19558.244 20479.566 19547.195 19499.710 19453.042 20226.460 19511.629 , 19447.094 19511.164 19740.771 19559.739 19558.030 20806.640 19601.141 19457.316 19461.877 20801.050 19437.803 20626.206 19522.457 19483.184 20714.140 19624.626 19452.232 20633.149 19566.955 19336.548
power-macro-power-inlined-1, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:08:54 CEST 2020, 3081.901 291.210 190.315 138.326 116.933 100.155 94.483 91.373 88.285 87.284 84.892 85.974 81.186 82.201 81.378 89.222 75.351 72.062 71.499 71.217 69.077 67.390 69.367 65.999 67.535 64.751 64.562 64.143 64.422 63.210 , 63.994 62.218 62.878 61.924 62.180 61.670 62.550 60.539 62.823 60.709 61.548 60.640 60.683 60.062 60.116 59.579 60.221 59.294 60.201 59.403
power-macro-power-inlined-1k, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:10:38 CEST 2020, 4586.730 1031.824 672.130 522.423 475.231 396.469 347.753 301.044 262.474 256.525 244.102 235.672 225.662 214.374 218.087 235.797 194.154 192.913 180.946 183.352 178.856 177.922 178.689 176.148 178.262 171.159 173.363 174.175 172.485 172.257 , 171.313 165.895 169.490 168.610 169.413 163.506 167.877 165.869 165.870 164.169 165.493 162.746 163.979 162.909 165.378 161.097 163.101 165.890 161.072 162.157
quote-string-interpolation-matching, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:12:34 CEST 2020, 5137.072 1517.182 1141.814 888.255 771.933 721.698 699.095 699.629 684.670 671.257 677.776 671.242 662.651 663.660 667.833 669.510 654.934 665.925 664.389 662.058 663.297 662.375 658.097 658.696 653.222 649.771 649.418 653.803 653.128 653.473 , 652.341 646.395 648.304 649.328 644.237 640.080 647.099 645.562 639.291 644.423 647.559 642.336 644.005 645.468 646.832 643.787 644.385 642.774 643.665 643.399
i1535, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:13:52 CEST 2020, 3988.852 678.957 475.036 372.377 314.993 281.433 236.609 202.892 184.716 176.897 159.897 153.572 150.663 145.467 145.222 142.318 142.006 141.644 133.268 132.534 133.647 130.999 127.219 128.217 124.591 127.179 123.891 120.439 126.348 121.128 , 123.968 117.869 117.793 119.369 114.659 116.816 114.596 116.495 114.062 112.016 112.948 110.253 113.769 110.776 113.028 109.315 108.312 109.598 108.852 111.154
i1687, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:15:08 CEST 2020, 3295.532 420.137 298.407 228.342 196.363 178.793 139.942 114.645 109.220 99.758 100.779 97.789 99.395 96.822 93.787 94.679 89.822 90.510 87.363 86.141 86.616 85.377 87.596 83.663 84.573 81.820 82.057 83.453 79.761 81.767 , 80.455 81.011 78.725 79.897 78.361 79.073 77.959 77.995 76.947 76.560 77.779 76.821 77.158 76.297 76.017 76.375 75.555 74.552 76.572 74.715
empty-class, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:16:21 CEST 2020, 2537.733 121.331 71.867 52.727 44.387 39.589 37.805 37.155 35.974 35.798 34.709 34.127 33.939 32.579 30.479 30.257 29.270 28.806 27.721 28.429 26.910 27.215 26.873 26.760 26.162 26.618 25.862 25.528 25.014 25.809 , 25.425 24.803 25.099 24.732 24.755 24.428 24.632 24.159 24.447 24.382 24.335 24.267 23.822 24.023 24.059 24.161 23.936 24.095 23.872 23.977
empty-object, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:17:34 CEST 2020, 2810.791 213.332 144.366 109.513 94.450 80.272 71.942 68.682 62.230 59.194 55.739 54.152 52.122 51.585 51.779 49.775 49.614 49.006 50.159 47.212 47.516 46.456 46.913 44.890 44.968 44.587 44.700 43.549 44.426 42.545 , 43.564 42.441 43.398 42.444 42.895 42.194 42.955 42.448 41.588 42.200 41.561 41.952 41.213 41.537 41.078 41.413 40.807 41.051 41.132 41.092
empty-file, 9743, 2020-09-07T16:59:47Z, 0656438, Mon Sep  7 20:18:46 CEST 2020, 1681.989 38.499 17.759 13.373 12.010 11.655 11.161 10.702 10.237 9.922 9.445 9.220 9.084 8.941 8.725 8.621 8.453 8.349 8.454 8.286 8.365 8.286 8.181 8.105 8.051 8.107 8.017 8.014 7.821 7.786 , 7.830 8.027 7.766 7.776 7.757 7.800 7.748 7.763 7.779 7.807 7.754 7.714 7.732 7.837 7.901 7.772 7.954 7.776 7.655 7.691
