dotty, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T12:33:17+0200, 81572.785 47558.083 40664.022 39796.609 38077.411 37619.426 37686.812 37236.181 38502.528 37023.123 37031.436 37325.043 36756.879 38289.606 36684.242 37986.315 36720.882 38156.825 36593.703 38167.679 36567.218 38061.929 36540.009 37970.159 36623.336 37603.585 36418.517 37453.703 36623.054 37481.427 , 36492.845 37460.616 36576.925 37410.547 36574.731 37121.123 36483.408 37266.938 36376.915 37169.798 36500.848 36841.342 38223.321 36605.209 37371.948 38035.502 36320.201 37037.111 37766.842 37835.401
re2s, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T12:35:44+0200, 13760.841 5838.093 4160.556 3221.926 2938.744 3019.729 2777.340 2578.900 2512.270 2418.848 2388.188 2318.638 2293.913 2229.379 2195.090 2192.681 2175.191 2160.351 2166.570 2118.427 2096.502 2083.935 2119.810 2065.072 2040.569 2043.745 2035.195 2011.897 2072.651 2011.147 , 2045.898 2005.098 1993.264 2011.873 1990.157 1987.428 1999.634 2022.112 1985.857 1985.828 1986.226 1981.247 1983.661 1981.638 1991.244 1962.198 1967.940 1951.851 1969.579 1992.941
scalap, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T12:38:21+0200, 14731.048 5539.725 4529.748 4074.052 3659.948 3366.286 3309.944 3063.967 2930.659 2601.045 2543.703 2578.586 2465.691 2417.343 2337.158 2310.321 2297.513 2251.005 2300.169 2187.102 2201.559 2161.654 2115.826 2144.834 2123.721 2142.109 2080.242 2066.467 2071.698 2031.010 , 2028.176 2008.239 2049.287 1974.092 1982.666 2023.773 1963.681 2005.592 2060.967 1993.034 1940.893 1985.075 1928.104 1939.665 1961.826 1909.075 1922.979 1894.555 1913.878 1903.542
stdlib213, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:00:20+0200, 53654.521 28263.583 23082.877 21358.730 21609.622 20258.402 19624.700 19705.195 20692.812 19481.649 19195.090 19199.147 20379.962 19360.183 19181.525 19130.072 20398.543 19094.281 19079.888 19069.592 20219.031 19205.609 18952.454 19077.104 20009.153 19021.006 18920.183 19077.460 19501.296 18934.359 , 18972.594 18916.969 20331.324 19064.858 19019.549 20441.221 19007.023 18963.462 20415.061 18943.378 18927.560 20363.974 18945.088 20259.298 18962.272 18998.255 20258.186 18980.946 19081.731 20248.286
power-macro-power-inlined-1, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:02:00+0200, 3206.540 300.864 183.162 138.222 119.809 105.620 104.120 100.738 93.863 90.832 85.787 84.887 95.830 81.604 77.383 75.275 73.092 73.410 70.356 72.099 67.760 67.365 68.044 65.301 65.696 64.729 64.686 63.342 64.624 64.176 , 64.709 62.963 63.146 62.259 62.671 61.352 61.276 61.028 63.528 59.978 61.170 60.089 61.263 59.714 60.828 59.008 60.390 59.257 60.249 59.498
power-macro-power-inlined-1k, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:03:48+0200, 4960.873 1194.873 845.936 676.780 582.214 543.975 459.757 393.924 355.817 309.671 277.535 252.291 274.495 240.475 240.452 239.138 222.969 217.842 214.881 208.839 201.470 197.405 203.237 193.323 195.249 191.631 193.751 191.950 194.235 192.698 , 193.821 191.122 193.920 188.752 187.676 189.857 186.656 187.494 186.153 187.626 186.522 186.377 185.399 188.360 184.049 184.842 182.440 184.127 183.444 182.892
quote-string-interpolation-matching, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:05:44+0200, 5264.303 1573.805 1146.496 963.655 793.849 705.305 688.912 695.855 673.165 674.901 674.868 666.072 669.065 663.218 656.454 661.604 660.223 659.905 662.366 665.612 649.381 660.489 660.563 642.925 657.699 655.358 646.844 648.330 648.617 638.277 , 642.678 644.978 642.581 651.745 639.757 641.901 645.257 635.401 646.083 645.653 640.414 635.791 640.561 637.396 646.787 644.480 630.174 633.520 643.222 638.826
i1535, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:07:03+0200, 4033.926 702.756 515.050 387.748 322.010 272.072 229.857 194.226 174.995 170.147 156.972 153.131 154.509 153.193 152.543 159.019 148.772 145.591 139.997 139.077 138.972 136.005 132.313 154.402 127.428 128.281 130.953 126.147 126.345 124.229 , 122.069 121.724 120.971 122.841 117.288 115.322 115.362 117.786 114.714 114.860 115.511 114.580 111.883 113.196 110.892 112.586 110.819 110.697 110.263 110.161
i1687, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:08:19+0200, 3286.353 411.919 293.228 230.671 193.469 179.526 149.234 123.440 113.179 104.899 101.099 96.731 92.555 93.944 87.876 89.697 88.047 90.095 86.923 88.079 87.530 85.521 85.709 83.640 84.349 81.489 82.520 84.169 79.593 81.379 , 78.855 80.594 79.373 80.464 77.406 78.915 77.480 77.215 78.168 76.036 77.530 76.149 76.246 75.379 75.527 75.996 75.619 73.985 75.196 73.614
empty-class, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:09:32+0200, 2566.114 115.774 74.839 58.926 51.030 44.403 41.824 39.594 36.221 34.844 32.536 32.459 31.752 31.349 29.782 29.108 30.556 28.991 27.939 27.949 26.812 26.878 26.589 27.282 26.246 26.523 26.446 26.255 26.047 26.342 , 25.738 25.699 25.467 25.798 25.451 25.330 25.051 24.980 24.940 24.945 24.755 24.530 24.743 24.247 24.487 24.577 24.544 24.259 24.562 24.407
empty-object, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:10:47+0200, 2815.842 218.625 146.133 114.340 96.648 84.352 74.301 69.942 62.453 61.547 56.517 55.319 52.349 51.707 51.930 49.614 51.747 49.478 49.571 48.147 48.468 47.024 46.916 46.294 45.427 44.841 45.276 44.016 44.676 44.130 , 44.099 43.206 43.567 42.658 43.370 42.420 42.902 41.899 41.829 42.195 41.955 41.759 42.094 41.798 41.211 42.132 41.308 41.639 40.976 41.488
empty-file, 9846, 2020-10-01T11:54:20+0200, a73d29a, 2020-10-01T13:11:59+0200, 1682.615 37.369 18.015 13.742 11.873 11.610 11.182 10.716 10.456 9.923 9.441 9.353 9.070 8.946 8.598 8.530 8.394 8.382 8.398 8.333 8.190 8.190 8.109 8.045 7.977 8.068 7.937 7.917 7.740 7.727 , 7.866 7.785 7.770 7.739 7.687 7.710 7.698 7.737 7.736 7.786 7.666 7.685 7.674 7.950 7.717 7.766 7.768 7.730 7.709 7.548
