dotty, 4242, 2018-04-04T12:56:32Z, da64bec, 34069.737, Wed Apr  4 15:31:14 CEST 2018, 78463.047 41476.280 37293.872 35992.574 37426.585 35025.718 35047.068 34934.637 35819.419 34727.705 34594.354 34858.557 35459.592 34486.373 34440.586 34766.744 35108.171 34253.079 33963.942 34376.604 34914.158 34168.708 34188.545 34146.747 34828.992 34222.797 34117.389 34073.395 34721.618 34041.800 , 34025.107 34098.944 34691.009 34090.600 34045.984 34014.534 34711.356 34155.934 34055.967 33902.298 34662.275 34012.505 33962.780 34083.507 34700.403 34217.241 33978.874 34020.628 34600.734 34029.171
tests/scala-library, 4242, 2018-04-04T12:56:32Z, da64bec, 6560.988, Wed Apr  4 15:37:37 CEST 2018, 25186.628 12058.388 9925.456 8395.705 7635.071 7344.534 7235.836 7140.372 7080.687 7028.276 6922.105 6871.210 6818.547 6776.427 6926.210 6770.275 6698.504 6667.223 6749.942 6636.201 6677.210 6717.591 6832.573 6780.035 6597.782 6609.179 6614.313 6708.667 6739.042 6730.991 , 6608.217 6569.453 6528.421 6602.200 6582.600 6530.509 6542.540 6653.994 6529.761 6593.336 6581.690 6541.776 6562.531 6550.425 6493.570 6565.027 6534.743 6563.884 6483.840 6559.445
tests/re2s, 4242, 2018-04-04T12:56:32Z, da64bec, 2691.638, Wed Apr  4 15:40:35 CEST 2018, 15225.027 8440.969 5516.759 4088.556 4057.231 3436.030 3136.493 3118.160 2976.663 2894.819 2885.356 2880.431 2805.424 2839.107 2798.753 2988.021 2771.328 2749.705 2749.108 2760.907 2721.102 2737.739 2703.181 2761.270 2728.437 2858.571 2760.385 2676.010 2705.286 2709.165 , 2729.659 2705.975 2676.134 2705.542 2825.949 2711.793 2688.072 2688.399 2689.795 2668.569 2704.280 2682.562 2677.878 2694.525 2667.309 2710.688 2758.424 2664.679 2693.481 2652.069
tests/implicit_cache.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 98.2405, Wed Apr  4 15:41:46 CEST 2018, 2848.499 513.744 430.786 413.493 302.778 261.678 201.223 203.713 141.159 137.754 127.044 124.476 119.682 120.674 117.941 115.420 117.231 112.262 113.647 111.680 110.525 108.925 109.326 104.988 105.724 103.548 105.409 103.096 103.823 106.757 , 103.915 101.247 102.583 102.323 100.015 100.857 99.323 98.884 97.851 98.404 98.077 97.863 97.543 96.937 95.971 99.744 97.370 94.505 97.948 93.743
tests/implicit-scope-loop.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 101.129, Wed Apr  4 15:42:57 CEST 2018, 2930.685 538.652 419.205 337.907 309.731 231.195 219.739 217.452 156.868 139.177 129.237 125.296 124.051 136.019 133.023 117.107 114.468 117.322 118.731 117.378 111.476 109.519 111.584 107.417 112.689 105.286 108.091 105.308 104.573 106.601 , 103.432 109.208 102.970 106.247 102.412 102.771 101.164 100.037 102.601 103.404 101.507 97.876 98.977 98.287 101.094 97.449 98.827 96.484 98.397 95.578
tests/i1535.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 116.614, Wed Apr  4 15:44:10 CEST 2018, 3509.250 712.009 484.855 346.769 356.789 263.670 322.147 233.907 211.975 241.073 172.610 159.918 152.971 153.524 148.918 151.031 146.463 139.254 137.527 145.470 132.537 134.494 130.129 127.005 127.748 134.449 131.480 125.638 125.512 123.985 , 124.321 123.308 125.183 121.568 123.440 117.778 116.708 127.876 119.370 115.988 115.792 114.804 116.113 116.515 116.520 115.563 120.086 112.531 112.145 115.238
tests/i1687.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 69.051, Wed Apr  4 15:45:20 CEST 2018, 2629.018 584.992 290.627 269.566 250.896 209.733 144.329 132.266 95.778 131.124 102.934 90.978 84.704 81.113 79.263 77.633 83.353 76.406 74.387 74.844 74.473 73.497 74.541 72.456 72.081 72.302 72.083 70.226 71.224 75.601 , 69.157 70.259 68.770 69.681 69.361 70.139 68.233 69.045 68.171 69.594 67.467 67.602 69.407 67.358 68.055 67.503 70.352 67.102 69.107 69.057
tests/Vector.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 539.277, Wed Apr  4 15:49:07 CEST 2018, 7459.559 2936.025 2315.507 1928.848 1714.146 1511.136 1074.343 1116.897 961.528 1049.121 816.992 715.815 685.652 664.790 651.808 640.842 629.236 612.682 603.393 584.839 6920.413 2827.408 2006.963 1429.164 1318.738 1026.714 940.548 982.504 1045.456 860.163 810.832 905.055 1091.732 770.652 678.294 660.471 639.752 625.766 611.395 620.651 6934.665 2409.204 1801.301 1406.773 1322.723 1427.557 1635.748 1636.462 1529.805 1274.163 1197.225 1249.432 1077.711 789.643 1122.488 1068.087 810.031 774.578 711.041 706.952 , 593.046 578.739 597.692 568.094 571.447 562.913 551.585 554.010 535.330 536.861 530.562 538.020 530.881 539.788 523.944 538.651 616.002 529.004 518.723 523.482 514.127 536.107 626.201 539.929 506.508 510.891 531.386 509.696 505.738 502.503 599.151 596.788 593.026 609.857 577.255 580.249 579.383 552.977 551.579 536.455 545.111 536.831 543.220 529.641 538.072 539.205 533.442 519.575 525.519 520.983 522.141 523.210 533.860 508.248 508.039 518.807 519.338 513.651 511.551 513.304 805.399 706.415 599.446 694.083 670.581 795.182 784.966 596.290 573.370 571.544 551.214 566.732 616.315 560.031 576.256 615.540 562.039 540.113 553.967 543.579 550.883 539.349 537.139 525.672 532.571 527.130 537.261 523.099 520.333 520.500
opts/Vector.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 529.6325, Wed Apr  4 15:57:16 CEST 2018, 7049.251 2470.398 1888.120 1832.348 1415.333 1340.048 1061.174 991.448 1415.802 1216.408 877.283 756.405 728.524 789.383 825.423 776.612 760.365 612.930 593.465 588.775 7854.694 2962.522 1546.391 1587.035 1774.618 1386.574 1074.442 1379.822 1269.949 1205.779 1143.550 786.804 710.844 720.291 667.989 645.102 640.823 603.907 613.193 574.383 6923.860 2403.466 1850.668 1774.809 1365.486 1110.811 1025.100 1110.899 924.787 1234.492 1063.520 817.238 777.302 692.818 740.040 643.392 629.685 636.410 612.104 601.304 , 602.600 578.466 758.150 593.589 572.553 564.954 566.958 548.265 556.662 539.056 531.929 532.005 558.807 534.033 534.545 523.488 548.635 532.607 528.998 526.147 511.952 518.400 513.505 518.459 503.899 502.329 504.147 519.433 506.455 506.368 558.264 572.939 554.085 547.126 545.367 546.761 540.777 536.550 522.515 550.633 520.333 529.008 514.017 522.676 510.817 512.778 520.034 542.016 703.074 544.791 508.723 503.754 530.257 646.973 526.755 509.804 527.773 516.327 492.948 516.407 577.755 623.774 702.549 656.977 582.045 576.927 727.044 730.953 567.324 577.697 592.760 548.545 554.697 528.686 523.313 522.475 560.023 526.490 520.768 514.488 524.943 518.785 519.062 515.494 519.512 506.237 505.866 522.574 510.406 506.569
tests/empty-class.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 57.844, Wed Apr  4 15:58:25 CEST 2018, 2385.047 307.122 255.684 195.092 165.167 155.080 130.939 111.422 101.997 78.515 71.794 68.022 66.982 65.447 63.109 65.327 62.345 62.548 61.317 62.334 60.910 61.406 59.666 60.787 59.097 65.065 59.999 61.233 57.815 59.903 , 58.011 58.556 58.070 58.117 57.213 58.041 58.191 57.878 57.177 59.974 57.386 57.810 56.531 57.517 56.751 58.434 56.546 58.177 56.563 57.171
tests/empty-object.scala, 4242, 2018-04-04T12:56:32Z, da64bec, 57.9695, Wed Apr  4 15:59:34 CEST 2018, 2357.089 293.237 263.467 191.665 170.256 149.545 95.178 81.109 81.676 74.521 71.372 67.126 66.884 65.954 69.745 66.139 65.351 63.159 61.949 62.516 61.932 66.026 61.376 61.456 59.916 62.687 60.708 62.717 61.300 74.887 , 58.124 59.042 57.931 58.235 58.313 60.291 58.217 58.008 56.803 57.910 56.998 57.853 57.214 58.749 57.151 58.285 56.422 57.107 56.609 58.446
