dotty, 4253, 2018-04-05T20:26:40Z, 4d411db, 35555.0365, Thu Apr  5 23:02:46 CEST 2018, 80590.965 42579.891 38626.238 37464.998 38162.509 36499.148 36501.310 36584.773 37315.898 36192.212 36182.946 36295.623 36957.114 36190.290 35981.919 36479.164 36747.311 35723.718 35880.082 35745.743 36312.429 35371.076 35817.150 35819.169 35979.366 35440.449 35636.430 35603.874 35758.877 35188.403 , 35581.349 35805.492 35876.223 35135.996 35559.565 35629.266 35924.734 35185.398 35402.401 35696.178 35899.573 35121.728 35425.222 35550.508 35829.806 35436.606 35345.857 35517.150 35920.914 35230.290
tests/scala-library, 4253, 2018-04-05T20:26:40Z, 4d411db, 6561.638, Thu Apr  5 23:09:12 CEST 2018, 27675.015 12921.159 9054.151 8289.391 7965.491 7314.444 7019.303 7302.556 6981.395 6921.766 6876.946 6883.697 6817.493 6733.630 6738.748 6714.581 6741.587 6917.024 6829.234 6748.657 6691.912 6593.459 6966.231 6695.248 6554.845 6570.684 6611.562 6580.045 6650.203 6681.782 , 6655.364 6619.453 6534.131 6527.872 6596.804 6565.692 6557.584 6507.445 6624.665 6516.832 6591.525 6669.759 6728.554 6576.599 6543.367 6509.570 6609.249 6514.604 6480.309 6468.422
tests/re2s, 4253, 2018-04-05T20:26:40Z, 4d411db, 2711.9495, Thu Apr  5 23:12:13 CEST 2018, 17364.691 8908.905 4941.614 4570.961 3598.389 3397.287 3205.443 2990.181 2990.067 2918.415 2878.553 2900.035 2860.425 2879.804 2833.993 2814.191 2803.814 2766.666 2852.775 2776.991 2752.742 2759.722 2737.830 2735.944 2868.693 2761.277 2730.476 2690.426 2726.905 2720.624 , 2700.504 2736.416 2686.382 2722.824 2728.483 2703.790 2716.832 2680.870 2724.863 2711.553 2773.769 2712.346 2684.466 2717.105 2697.877 2715.716 2703.558 2692.494 2713.475 2681.509
tests/implicit_cache.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 101.3105, Thu Apr  5 23:13:25 CEST 2018, 3087.824 537.737 404.850 315.786 261.760 233.909 262.424 220.292 193.564 153.874 143.023 122.595 122.739 125.265 125.995 117.994 132.323 123.319 122.917 116.038 130.048 114.968 114.286 108.924 111.261 112.825 107.003 109.567 104.064 110.061 , 102.268 101.532 103.663 102.232 131.159 127.586 100.633 103.135 99.594 107.390 102.074 101.089 98.415 98.866 97.337 98.075 97.195 100.662 102.426 95.330
tests/implicit-scope-loop.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 100.7095, Thu Apr  5 23:14:36 CEST 2018, 2926.582 686.124 536.690 454.104 318.355 270.312 242.683 186.953 146.140 156.910 167.088 142.230 128.730 137.406 144.499 119.718 114.920 120.502 119.890 113.396 114.344 112.851 109.955 107.515 107.440 104.362 103.845 106.534 103.810 107.034 , 109.167 113.917 113.467 102.467 103.207 100.698 102.469 100.461 104.592 103.712 100.783 99.250 99.539 100.721 98.345 98.701 98.405 98.260 96.661 99.041
tests/i1535.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 118.3515, Thu Apr  5 23:15:48 CEST 2018, 3293.959 696.136 571.538 525.715 348.551 270.403 223.736 205.728 185.835 174.553 167.708 161.719 152.130 147.335 151.637 151.971 158.102 140.760 147.239 150.494 135.291 133.193 130.872 126.702 129.769 126.403 125.541 125.412 136.654 121.928 , 124.315 123.760 120.907 119.979 118.149 117.652 118.554 117.572 118.710 121.732 116.363 115.619 121.633 128.703 122.299 114.700 116.363 113.996 113.401 117.438
tests/i1687.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 71.071, Thu Apr  5 23:16:58 CEST 2018, 2764.993 591.688 394.897 273.996 211.842 151.879 157.707 145.333 148.433 113.045 93.149 86.485 83.794 79.947 81.264 78.652 79.778 78.858 76.331 76.918 75.752 76.004 76.194 75.126 74.976 75.120 74.434 72.492 73.707 71.826 , 71.910 72.313 70.908 71.743 71.152 73.102 70.650 71.011 70.221 72.224 72.386 70.750 70.590 72.754 70.983 70.149 70.554 71.131 71.541 69.156
tests/Vector.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 549.0665, Thu Apr  5 23:20:45 CEST 2018, 7218.100 2499.278 1963.205 1505.736 1309.353 1189.490 1053.620 1272.911 1212.651 1111.866 1207.293 1066.066 1118.163 890.109 883.705 671.288 663.148 665.515 642.419 625.791 6911.098 2776.320 1894.722 1938.144 1797.605 1480.491 1373.774 1437.155 1290.872 841.349 787.596 827.818 727.681 724.557 686.879 662.937 669.515 637.478 645.354 614.157 7337.476 2865.828 2308.021 1899.260 1828.378 1347.566 1450.883 1342.179 1294.014 1080.400 879.981 844.280 727.500 773.008 785.660 866.252 683.327 638.773 609.794 601.251 , 617.370 613.611 606.476 566.310 751.102 570.011 589.200 556.462 586.783 547.018 552.119 534.401 533.811 529.685 554.412 528.578 524.424 530.730 536.151 528.849 534.929 521.402 512.412 516.838 513.761 552.161 513.474 597.301 512.282 550.358 619.946 644.128 648.964 592.568 642.158 606.009 573.471 562.460 567.331 550.826 561.477 545.613 576.236 549.647 547.989 553.336 607.877 644.687 548.624 542.531 536.062 535.825 544.049 551.312 524.406 523.668 524.893 569.415 528.259 519.464 600.981 597.116 573.653 570.222 648.715 549.509 554.013 543.399 563.816 651.597 560.083 523.347 537.697 521.235 516.377 548.443 538.485 585.026 522.304 514.166 518.785 558.031 511.804 517.851 547.564 500.133 511.025 554.548 505.299 504.130
opts/Vector.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 539.452, Thu Apr  5 23:28:53 CEST 2018, 7346.765 2772.100 1678.969 1826.569 1067.682 1045.272 1447.263 1027.970 844.698 1077.987 986.318 836.174 692.748 685.727 643.774 663.972 600.187 616.448 649.169 580.462 7202.865 2877.145 1754.173 1197.081 1772.917 1623.264 1491.789 1393.785 1375.968 1263.322 875.364 748.967 759.697 787.247 751.549 648.621 640.788 647.843 598.453 603.044 6787.393 2056.491 2136.481 1459.805 1771.732 1692.269 1688.907 1364.306 1243.432 1060.594 946.331 807.783 787.218 697.232 706.649 667.330 644.909 641.627 645.533 682.032 , 585.698 694.852 624.821 555.908 551.916 548.428 576.137 529.497 558.083 526.816 523.122 578.799 525.655 516.341 514.615 518.837 522.973 503.033 509.679 508.314 511.303 509.179 518.498 621.405 500.423 511.125 583.137 507.749 491.140 490.841 593.678 599.093 581.168 577.798 557.952 573.729 561.955 561.485 569.970 541.726 552.549 539.659 539.386 535.280 529.139 549.802 540.828 536.035 539.513 523.167 531.226 522.206 527.399 530.894 526.682 510.953 510.176 569.975 567.071 513.494 605.251 605.936 595.700 599.007 589.875 564.918 758.296 603.781 563.093 538.654 542.191 542.876 554.186 544.026 532.286 535.839 587.153 573.502 528.923 533.477 539.391 520.776 511.182 518.247 518.439 509.008 512.205 545.817 572.596 520.961
tests/empty-class.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 57.622, Thu Apr  5 23:30:03 CEST 2018, 2328.070 280.650 216.074 169.739 146.665 113.921 113.299 101.803 95.224 78.985 72.833 67.030 65.931 64.909 65.276 64.777 62.267 62.821 60.993 62.087 60.136 61.113 59.722 61.742 62.219 59.827 58.675 59.150 58.583 59.366 , 57.948 58.582 58.416 58.143 57.421 59.071 57.702 58.123 57.109 57.809 57.211 57.542 57.199 57.025 56.533 60.031 56.350 57.046 60.721 57.283
tests/empty-object.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 58.674, Thu Apr  5 23:31:12 CEST 2018, 2376.507 308.348 275.419 215.751 139.551 107.873 92.220 82.639 79.150 72.983 70.990 68.149 68.566 66.107 65.527 63.800 64.409 62.993 63.190 61.886 63.136 62.219 61.681 61.715 60.714 61.569 60.629 61.844 60.343 74.850 , 58.981 60.017 58.757 59.650 58.364 59.521 58.299 59.014 57.835 59.133 57.964 58.682 57.787 58.666 57.575 59.386 57.775 58.170 62.347 58.012
tests/empty-file.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 38.7415, Thu Apr  5 23:32:20 CEST 2018, 1762.063 185.016 113.922 101.674 86.825 67.591 60.012 75.448 73.234 68.232 43.369 45.587 43.061 42.031 40.697 41.279 40.779 40.355 42.733 39.817 40.017 39.258 39.697 39.710 38.937 39.730 39.515 39.511 38.839 39.508 , 39.411 38.684 39.801 38.750 38.982 39.381 39.936 38.733 38.147 38.969 38.868 38.783 39.532 37.868 38.427 37.996 38.214 38.222 37.857 38.333
tests/patmatexhaust.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 287.53, Thu Apr  5 23:36:26 CEST 2018, 5205.037 2287.297 1628.086 1215.683 1090.250 1033.329 935.018 858.657 829.722 755.275 707.935 664.022 503.305 430.261 422.269 430.532 402.591 371.787 367.262 436.323 5219.599 2175.618 1234.258 1264.106 1289.829 1053.069 811.598 671.785 590.574 537.091 649.962 519.994 565.847 422.098 412.860 390.872 376.799 373.993 482.932 426.754 5468.619 2140.987 1648.044 1381.745 1085.932 944.345 697.121 811.019 687.575 580.643 628.032 542.656 485.810 546.517 455.228 409.256 389.683 347.713 336.276 340.473 , 351.401 341.872 331.213 337.395 327.856 381.520 351.873 374.116 362.618 300.362 301.456 326.810 306.901 305.391 279.906 286.575 287.937 300.888 309.671 352.564 282.220 284.539 277.312 285.387 278.846 271.331 277.949 273.209 274.893 289.333 275.606 272.673 276.232 304.525 265.332 272.966 265.431 261.754 269.552 279.667 459.418 375.656 331.082 332.356 318.341 312.905 321.411 312.235 303.949 307.096 329.625 322.641 320.958 290.208 288.933 291.384 281.390 291.029 297.369 312.035 289.424 346.469 287.416 300.789 375.422 294.337 269.625 276.006 272.893 277.946 289.605 287.644 313.647 275.103 271.250 286.394 268.911 270.114 264.355 261.264 323.671 317.337 350.542 426.087 301.276 297.223 298.582 289.278 290.259 293.496 294.833 286.856 284.323 298.447 276.177 294.845 278.999 282.900 280.841 272.595 272.667 287.278 271.007 266.756 270.445 265.896 267.937 270.309 264.468 262.833 265.761 260.905 258.737 263.401 263.739 259.084 257.967 265.436 257.714 259.091
tests/exhaustivity-I.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 167.139, Thu Apr  5 23:40:16 CEST 2018, 3816.182 1652.914 1150.010 885.780 695.506 640.921 637.962 546.492 562.232 531.274 479.157 417.721 393.843 298.226 261.516 257.880 273.640 295.792 212.514 203.261 3919.290 1208.821 854.133 885.193 519.252 470.905 443.343 451.465 408.457 409.900 393.445 378.275 277.358 346.827 294.701 245.221 220.250 264.808 297.888 222.488 3871.334 1170.626 846.662 649.390 771.283 675.870 597.835 452.825 434.472 358.622 380.656 356.381 295.216 232.241 223.582 225.472 225.964 202.119 203.374 193.563 , 196.881 218.921 202.298 190.482 185.919 204.785 187.651 196.147 172.993 188.130 173.018 170.170 172.627 181.747 185.141 167.746 163.659 162.656 168.097 166.962 162.952 163.422 158.724 167.867 157.076 157.380 162.586 174.539 171.825 161.252 154.253 168.691 155.459 153.746 158.184 151.884 153.179 150.755 149.587 154.432 209.162 210.877 290.387 210.656 188.397 188.029 185.324 179.686 179.242 177.303 172.329 174.710 174.114 169.442 170.142 166.569 169.890 171.094 167.886 166.480 168.809 165.782 167.316 164.385 163.909 166.883 164.850 163.497 165.120 162.316 163.351 163.143 160.165 162.957 158.068 158.253 157.413 156.732 158.629 154.810 194.605 199.917 187.152 183.267 182.775 177.199 174.101 174.080 172.764 168.837 182.984 170.977 167.889 167.527 164.848 163.489 208.006 193.498 190.997 196.739 161.343 167.564 159.799 159.498 161.517 156.975 156.319 158.838 154.709 159.022 155.175 155.682 157.340 152.404 151.537 151.867 150.302 152.050 151.197 150.258
tests/exhaustivity-S.scala, 4253, 2018-04-05T20:26:40Z, 4d411db, 620.3375, Thu Apr  5 23:44:40 CEST 2018, 4980.490 1719.309 1405.480 1064.044 1003.930 914.810 805.545 770.735 728.987 704.235 693.116 680.680 674.493 669.121 667.481 649.306 645.373 639.551 638.704 636.507 5001.036 1697.990 1127.344 914.336 832.588 800.280 762.887 731.008 725.103 731.091 700.675 684.174 783.180 831.698 737.736 659.317 660.875 652.609 651.459 647.061 4800.030 1650.891 1235.871 1174.688 879.465 848.720 848.627 746.094 729.076 750.256 704.974 699.377 710.550 686.049 659.815 661.920 653.960 649.309 644.903 639.323 , 640.715 649.282 625.373 623.126 623.532 624.422 623.445 620.995 618.752 618.866 616.230 618.729 615.906 609.383 616.956 610.605 615.572 616.470 610.833 609.308 617.955 618.125 613.004 609.469 605.536 612.699 608.129 665.550 592.850 593.328 596.122 590.547 592.794 596.968 595.246 588.122 600.400 588.584 590.755 588.237 642.179 640.497 639.398 642.283 640.413 640.772 641.750 636.843 633.114 648.390 637.754 635.109 633.346 631.566 625.612 631.104 632.145 629.689 627.901 628.674 623.841 630.578 622.899 625.561 640.795 625.938 678.057 620.547 618.120 621.533 618.675 627.879 621.737 625.543 620.128 619.982 614.233 616.187 613.824 625.492 645.675 635.774 634.841 632.914 819.476 673.537 624.072 622.115 620.817 622.554 618.657 790.566 636.227 618.840 616.223 615.798 618.911 616.894 618.964 614.678 614.854 682.654 652.750 616.372 626.256 620.783 642.536 609.691 610.744 610.287 611.983 608.125 608.454 608.582 609.995 605.121 605.354 612.111 613.040 622.068
