dotty, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 34065.0465, Fri Mar  2 10:30:01 CET 2018, 82506.170 40789.786 36679.872 36186.739 36455.318 35069.503 34801.511 34723.550 35594.142 34436.332 34607.883 34492.749 35326.956 34349.824 34372.236 35097.960 35486.986 34090.910 34091.962 34324.206 34945.733 34308.659 34006.428 34080.320 34540.473 34155.243 33919.875 33944.527 34424.515 33934.420 , 33921.236 34071.029 34482.341 34094.150 33934.883 34090.670 34598.747 34043.643 33973.178 34086.047 34740.967 34094.750 34023.881 34059.064 34594.026 33915.626 33977.630 33860.627 34494.791 34037.133
tests/scala-library, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 5400.0065, Fri Mar  2 10:35:26 CET 2018, 23532.101 12082.256 8184.096 7195.393 6798.079 6445.009 6191.677 5842.318 6113.461 5870.304 5788.753 5691.371 5630.302 5610.349 5650.568 5571.653 5556.770 5524.560 5566.544 5939.774 5525.946 5734.963 5515.687 5495.651 5487.727 5692.879 5481.600 5455.439 5480.603 5532.774 , 5435.388 5652.086 5538.760 5518.808 5422.974 5378.784 5544.934 5607.443 5433.093 5398.084 5400.408 5387.509 5399.605 5414.933 5371.096 5370.221 5361.214 5374.379 5365.735 5356.323
opts/scala-library, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 5425.9765, Fri Mar  2 10:45:06 CET 2018, 26844.606 10246.566 9012.988 7616.117 6525.255 6206.083 6064.731 5886.174 5803.403 5730.705 5978.019 6151.843 5674.587 5933.317 5606.481 5558.671 5642.010 5562.862 5531.140 5540.602 5477.112 5537.789 5608.285 5485.098 5472.013 5659.916 5542.057 5552.777 5536.004 5507.213 , 5440.803 5501.628 5452.078 5443.509 5420.245 5408.963 5448.945 5437.110 5478.986 5411.855 5407.383 5452.859 5427.116 5424.837 5404.861 5398.485 5439.988 5407.373 5388.510 5392.031
tests/re2s, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 2818.7415, Fri Mar  2 10:48:11 CET 2018, 15660.548 6908.532 5761.438 4719.331 3662.461 3374.759 3284.394 3490.734 3353.833 3500.251 3128.267 3074.511 3011.041 2963.680 2930.001 2932.584 2952.238 2942.396 2882.312 2902.460 2866.802 2864.672 2893.471 2853.914 2864.852 2879.505 2846.067 2864.231 2833.522 2828.173 , 2853.254 2868.912 2847.428 2833.206 2821.778 2837.136 2824.709 2811.815 2853.834 2823.997 2806.275 2817.751 2818.817 2802.792 2818.666 2803.827 2804.864 2816.167 2790.273 2816.349
opts/re2s, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 2766.488, Fri Mar  2 10:51:14 CET 2018, 15297.245 8590.231 5800.749 3973.200 3723.020 3569.601 3299.233 3191.788 3225.284 3099.170 3032.664 3145.100 2948.231 2905.256 2879.171 2858.715 2893.105 2890.137 2877.983 2823.323 2796.022 2835.339 2802.836 2802.189 2791.651 2800.919 2788.463 2787.058 2745.071 2789.833 , 2775.968 2793.969 2774.558 2757.321 2784.599 2761.664 2742.141 2890.942 2776.247 2800.949 2751.467 2750.311 2771.312 2756.392 2869.568 3097.827 2739.419 2753.988 2723.023 2735.960
tests/implicit_cache.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 100.1285, Fri Mar  2 10:52:26 CET 2018, 2929.684 508.280 485.724 308.488 241.373 214.009 170.284 147.547 146.458 139.978 121.320 122.157 114.436 116.070 112.272 112.387 115.596 115.575 111.544 108.770 109.097 106.216 103.527 106.153 103.433 109.357 107.035 104.110 102.140 103.009 , 101.760 103.505 104.323 100.994 104.049 100.047 101.018 99.229 100.428 98.631 99.110 97.230 97.950 97.623 96.539 100.248 99.153 100.412 94.529 100.210
opts/implicit_cache.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 98.8025, Fri Mar  2 10:53:37 CET 2018, 2876.257 674.739 432.350 351.850 308.915 238.741 202.898 157.851 141.335 173.275 137.777 131.598 119.418 112.564 121.461 115.255 116.127 106.251 105.585 113.053 104.245 104.872 101.562 105.669 106.913 103.438 103.114 99.946 101.219 99.555 , 100.694 103.374 115.197 120.381 106.003 101.088 101.105 104.826 96.142 96.911 96.031 96.504 95.557 95.395 106.005 109.480 95.112 95.666 93.457 92.681
tests/implicit-scope-loop.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 101.0935, Fri Mar  2 10:54:49 CET 2018, 3017.707 528.570 422.301 314.388 252.677 250.995 183.501 147.908 145.553 135.073 127.399 128.112 125.324 126.421 120.625 117.055 123.212 116.677 114.391 113.990 110.658 110.815 109.667 110.248 109.763 110.783 106.893 106.945 104.168 106.963 , 102.982 102.430 104.794 116.531 104.179 100.762 102.411 100.679 102.810 99.606 101.379 98.541 99.023 101.482 141.385 100.808 97.778 99.368 96.613 97.302
tests/i1535.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 130.8615, Fri Mar  2 10:56:01 CET 2018, 3494.800 764.025 657.716 546.566 393.939 343.526 340.589 262.140 266.172 252.585 220.958 170.483 165.689 164.804 158.916 161.860 154.504 151.980 154.326 150.603 147.523 149.396 143.506 144.977 143.422 145.735 139.889 138.457 145.006 136.349 , 137.481 136.609 135.005 133.169 137.531 131.619 130.721 132.672 131.138 128.917 134.767 130.127 129.200 130.185 126.998 126.226 131.002 126.662 127.840 129.290
tests/i1687.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 71.3985, Fri Mar  2 10:57:10 CET 2018, 2720.948 518.374 402.259 312.103 240.409 177.835 160.455 160.433 114.774 98.464 118.171 87.421 84.130 80.985 86.809 79.376 86.788 78.038 77.615 78.491 77.140 78.374 76.970 79.500 77.263 75.731 75.970 74.126 74.809 74.218 , 76.923 72.946 72.216 72.648 72.861 73.511 72.095 72.675 70.916 72.920 71.288 70.418 71.386 71.411 71.056 70.215 70.803 69.862 70.733 70.036
tests/Vector.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 566.2605, Fri Mar  2 11:00:57 CET 2018, 6681.160 2971.971 1598.999 1586.970 1261.310 1129.766 1251.382 967.047 1165.751 898.900 773.489 732.605 716.556 714.704 683.789 691.028 655.741 639.889 627.319 666.697 7373.448 2670.430 2010.901 1570.974 1240.164 1203.241 1138.747 1088.473 1057.601 920.768 806.388 849.207 728.004 699.108 670.399 669.864 637.633 634.014 628.744 622.403 6591.605 2759.972 1590.689 1440.846 1433.824 1548.525 1541.376 1056.807 1273.946 1532.555 1439.317 1113.203 1031.751 1027.395 1042.535 765.152 730.895 697.429 684.449 681.286 , 604.423 595.377 616.655 583.739 584.354 606.399 586.989 575.932 563.800 563.068 569.923 556.046 563.055 567.955 599.148 564.497 613.130 558.712 564.389 544.036 555.521 542.204 550.758 539.891 549.261 536.828 533.734 533.765 543.276 532.495 619.827 627.776 656.739 656.011 600.928 597.810 592.499 581.151 573.059 811.078 591.790 568.467 566.125 570.306 566.396 553.797 557.808 557.604 546.396 545.041 559.143 552.386 550.695 547.133 550.653 545.849 542.138 556.684 536.062 539.509 661.618 682.401 686.797 627.467 713.393 614.710 677.188 603.037 604.101 590.039 606.782 574.571 566.875 643.519 570.115 567.593 571.072 583.684 557.740 570.338 557.092 563.754 555.280 548.327 559.429 543.046 549.257 540.355 558.053 541.963
