dotty, 3267, 2017-10-05T18:54:13Z, e2f4be6, 35714.135, Thu Oct  5 21:17:14 CEST 2017, 75306.352 42711.013 38128.137 37068.460 37054.362 37246.828 36073.383 36224.031 36112.515 36273.888 , 36615.827 35856.837 35664.788 36168.401 36780.521 35870.189 35763.482 36066.342 36695.695 35602.368 35455.910 35557.806 36620.417 35328.072 35277.412 35503.961 36382.770 35162.685 35272.234 35480.714
tests/scala-library, 3267, 2017-10-05T18:54:13Z, e2f4be6, 6010.795, Thu Oct  5 21:20:47 CEST 2017, 22751.896 10525.916 9895.738 7487.133 6861.416 6647.510 6548.338 6425.263 6337.303 6260.065 , 6271.420 6286.034 6127.925 6099.338 6082.077 6104.592 6062.511 6015.469 6258.500 6198.902 5983.347 5997.952 5973.176 5988.197 5983.613 5968.164 5947.799 5935.087 6006.121 5985.678
tests/implicit_cache.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 119.666, Thu Oct  5 21:21:23 CEST 2017, 2771.849 511.530 398.720 299.518 261.529 203.439 223.777 198.080 152.368 138.902 , 131.815 130.031 127.305 125.765 124.109 120.104 133.317 133.507 128.184 119.010 115.776 119.228 114.435 128.791 118.224 111.909 113.842 112.360 111.237 118.282
tests/implicit-scope-loop.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 126.3425, Thu Oct  5 21:21:59 CEST 2017, 2983.081 616.642 420.302 366.933 379.062 267.346 250.511 205.337 154.502 155.981 , 167.138 147.947 148.778 131.544 129.924 137.475 126.413 126.272 121.970 121.000 122.559 119.590 119.985 116.983 133.364 118.199 138.289 117.447 115.798 138.108
tests/i1535.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 148.029, Thu Oct  5 21:22:36 CEST 2017, 3464.398 681.901 679.033 524.421 383.032 362.117 291.280 280.356 201.975 192.078 , 175.248 210.621 192.398 195.022 161.620 152.250 147.142 163.914 154.710 149.001 147.532 141.907 142.178 148.526 140.830 137.363 139.145 135.678 134.057 135.940
tests/i1687.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 98.21, Thu Oct  5 21:23:12 CEST 2017, 2721.217 477.831 436.101 356.410 307.403 176.640 152.298 152.592 159.721 122.283 , 107.165 108.090 113.783 113.849 105.246 97.692 98.749 98.728 97.196 109.657 126.707 101.920 93.985 95.649 92.961 92.479 94.713 93.003 92.388 92.006
tests/Vector.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 591.892, Thu Oct  5 21:26:51 CEST 2017, 7084.529 2565.081 1833.362 1453.972 1338.327 1118.437 1014.990 946.593 887.975 846.221 1056.408 878.424 799.985 722.374 719.506 703.434 671.882 668.436 658.731 651.708 7070.469 2584.703 2236.070 2011.130 1416.462 1198.768 1044.755 892.272 784.309 749.506 689.292 695.843 664.434 636.080 633.866 651.570 614.869 703.268 613.563 607.465 7330.770 2620.603 1608.959 1943.798 1490.067 1544.293 935.629 1007.620 882.604 766.110 728.085 770.664 687.115 690.925 667.915 700.358 638.216 628.368 631.422 619.457 , 640.630 633.346 673.302 694.280 619.560 625.967 630.195 621.435 613.904 617.452 603.662 620.001 678.461 609.224 600.603 608.789 619.658 593.036 594.045 587.619 606.031 601.433 594.543 592.338 576.935 582.971 584.715 591.446 594.429 582.587 600.290 593.644 616.433 582.119 582.560 591.096 577.122 606.940 576.338 607.428 681.696 560.632 576.293 587.404 594.243 593.499 589.727 610.927 551.399 572.068 559.445 552.090 557.625 557.810 566.260 552.441 573.716 547.007 541.544 539.782 659.990 628.736 613.599 601.481 609.697 618.242 606.155 581.394 596.163 592.840 577.868 688.213 602.290 581.734 576.395 573.662 579.544 567.795 565.484 581.544 591.178 583.239 575.866 561.913 625.352 567.561 578.915 564.523 563.239 581.535
tests/empty-class.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 78.143, Thu Oct  5 21:27:26 CEST 2017, 2421.107 413.599 344.047 285.847 231.058 148.255 119.089 98.960 105.559 86.057 , 89.708 80.464 82.167 79.048 83.452 79.633 82.320 77.423 77.753 77.944 76.660 77.985 75.841 76.681 78.636 78.301 80.788 77.808 73.479 75.659
tests/empty-object.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 83.1275, Thu Oct  5 21:28:01 CEST 2017, 2355.563 312.100 226.799 254.100 243.031 203.057 136.754 138.388 91.247 86.256 , 87.243 84.494 104.454 84.071 83.039 87.227 83.216 85.734 81.150 79.407 78.465 79.962 77.291 96.141 92.374 79.396 77.622 100.392 79.050 77.182
tests/empty-file.scala, 3267, 2017-10-05T18:54:13Z, e2f4be6, 61.8275, Thu Oct  5 21:28:36 CEST 2017, 1911.627 311.948 236.626 196.337 161.696 137.118 89.718 80.355 74.595 67.574 , 64.841 75.191 62.789 62.729 62.081 73.303 62.360 63.018 60.443 61.574 62.228 60.144 61.261 59.928 62.526 59.445 60.140 59.106 60.414 60.965
