dotty, 4045, 2018-03-28T13:13:30Z, c097dde, 33900.417, Wed Mar 28 15:49:03 CEST 2018, 76689.223 41880.147 36622.144 36629.910 36670.926 34961.233 35278.351 34796.962 35770.197 34528.819 34408.534 34367.406 35428.215 34327.840 34217.299 35470.362 35010.665 34177.502 34017.972 34121.253 34773.466 33743.849 33962.936 33977.787 34613.548 33837.896 33758.072 33983.833 34498.518 33810.809 , 33903.576 33908.577 34352.537 33935.483 33990.662 33834.384 34540.987 33858.426 33878.994 33897.258 34452.876 33693.191 33785.167 33739.778 34360.259 33745.097 33857.626 33938.293 84204.056 33881.464
tests/scala-library, 4045, 2018-03-28T13:13:30Z, c097dde, 6525.5075, Wed Mar 28 15:55:28 CEST 2018, 27109.563 13810.916 10059.306 8444.190 7986.266 7484.976 7086.318 7042.401 7104.146 6895.529 6815.908 6801.767 6861.685 6904.740 6795.199 6736.474 6711.490 6689.623 6681.037 6663.195 6654.573 6673.121 6608.133 6601.767 6604.865 6768.841 7182.669 6578.529 6789.025 6746.025 , 6545.731 6560.569 6601.257 6538.433 6522.941 6565.541 6482.241 6476.394 6620.087 6521.434 6507.974 6517.297 6500.087 6631.099 6528.074 6570.404 6493.306 6490.212 6529.004 6457.915
tests/re2s, 4045, 2018-03-28T13:13:30Z, c097dde, 2745.9245, Wed Mar 28 15:58:27 CEST 2018, 15046.452 7876.089 6601.125 4130.069 3414.856 3317.673 3125.528 3027.047 2994.483 2932.980 2911.809 2954.647 2840.662 2849.377 2884.002 2997.408 2811.707 2789.774 2848.104 2833.780 2959.698 2863.486 2753.480 2770.287 2788.922 2779.540 2799.233 2745.972 2749.676 2752.186 , 2793.919 2759.511 2715.522 2752.769 2737.183 2752.334 2890.340 2754.586 2754.269 2743.518 2777.713 2735.545 2721.138 2721.885 2704.408 2749.444 2724.108 2705.439 2748.331 2706.063
tests/re2s, 4045, 2018-03-28T13:13:30Z, c097dde, 100.9915, Wed Mar 28 15:59:38 CEST 2018, 2954.723 715.826 421.781 299.245 243.610 241.866 161.847 147.923 147.262 130.773 130.941 157.042 128.210 123.125 114.436 113.585 116.987 116.391 112.804 111.453 107.284 106.998 104.682 106.352 103.593 103.210 105.031 127.400 103.773 102.356 , 102.963 101.536 102.071 103.715 107.292 106.878 101.293 100.690 102.317 101.885 99.663 97.400 98.706 96.306 104.077 97.747 97.260 95.092 97.537 94.563
tests/implicit_cache.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 99.881, Wed Mar 28 16:00:49 CEST 2018, 2898.594 636.311 560.235 427.820 317.353 261.205 186.354 153.478 141.947 138.649 127.506 128.320 122.000 117.085 117.897 114.010 114.076 110.161 109.900 115.307 108.262 108.773 106.195 106.636 104.767 105.280 105.670 102.793 108.127 105.199 , 106.941 108.540 102.984 100.550 101.457 99.539 99.024 101.464 102.291 104.124 99.651 100.111 97.984 98.556 102.963 97.831 96.738 97.613 95.211 94.798
tests/implicit-scope-loop.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 118.327, Wed Mar 28 16:02:02 CEST 2018, 3441.900 717.112 531.486 462.953 412.693 272.390 221.225 193.989 205.409 190.129 197.948 160.297 149.778 145.080 148.890 141.629 142.206 142.840 138.701 135.779 135.102 133.525 132.233 132.069 129.095 127.574 125.056 135.715 182.072 126.605 , 135.621 123.370 125.214 128.872 133.289 119.864 117.479 119.601 116.456 115.618 119.175 114.669 115.285 115.785 115.876 114.716 116.092 123.041 112.812 122.045
tests/i1535.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 71.4985, Wed Mar 28 16:03:11 CEST 2018, 2676.540 401.101 288.976 294.968 216.343 183.111 132.565 116.546 106.310 96.124 88.967 87.879 83.664 83.678 85.544 80.851 81.629 78.099 77.696 85.852 76.647 77.366 76.777 76.010 74.085 82.047 75.039 73.474 73.852 72.161 , 72.795 73.365 71.343 72.332 72.498 72.138 71.106 71.656 71.177 70.687 71.904 69.552 70.406 75.097 71.654 69.189 70.064 74.002 69.033 69.547
tests/i1687.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 545.203, Wed Mar 28 16:07:01 CEST 2018, 7641.447 2761.134 1909.524 1522.969 1351.076 1329.619 1001.415 941.362 1124.193 1205.563 836.426 822.315 704.745 686.377 647.808 640.774 724.609 611.421 652.923 582.099 6996.791 2789.238 2254.001 1914.764 1808.680 1489.816 1023.724 923.555 889.537 1035.308 951.136 887.713 742.353 683.984 656.844 652.434 652.686 655.167 601.296 765.770 7956.056 2547.586 2052.229 1725.221 1746.671 1246.834 1150.469 1015.703 1006.177 933.391 1217.495 1335.321 862.825 1196.661 833.459 803.056 673.478 655.203 652.506 634.037 , 844.994 639.760 573.956 591.984 559.487 545.026 556.991 537.140 553.028 533.481 522.426 517.861 599.952 546.201 542.981 523.954 518.633 522.547 506.550 560.882 500.355 510.419 503.004 509.929 500.688 497.933 514.000 512.147 505.254 517.207 589.620 635.769 576.727 567.263 580.971 562.468 566.986 589.398 548.150 671.585 538.045 541.934 531.284 523.373 531.754 552.669 524.155 512.080 521.694 514.177 512.334 534.485 608.167 518.163 502.855 504.392 520.492 507.328 501.086 500.503 673.749 613.764 671.638 605.719 732.581 755.630 566.076 568.096 668.565 582.710 571.001 562.647 546.542 558.582 545.703 551.565 538.122 548.018 539.647 902.815 529.175 545.157 635.870 545.249 544.823 530.245 552.630 519.957 550.807 545.957
tests/Vector.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 532.7955, Wed Mar 28 16:15:24 CEST 2018, 6540.247 2477.116 1477.141 1475.606 1110.431 1047.033 1000.193 1087.162 918.038 1315.537 875.973 850.784 1068.999 1015.289 777.281 726.310 697.636 670.926 652.872 629.063 7692.419 2499.812 2186.206 1894.630 1785.882 1486.349 1207.520 1410.847 1277.827 1007.566 836.654 1012.954 746.259 659.146 654.926 626.314 611.099 616.826 599.881 581.970 7144.833 2693.994 2168.550 1930.149 1732.627 1334.139 1217.152 890.970 834.972 837.499 858.479 714.621 671.251 648.680 645.368 720.631 806.574 595.209 605.521 603.185 , 614.378 680.972 614.057 660.774 585.318 575.140 567.777 561.230 557.808 561.383 542.289 539.533 541.104 523.215 530.407 532.011 538.872 591.894 531.317 535.022 528.119 532.973 529.063 533.196 528.650 507.671 506.343 508.080 522.320 508.310 573.316 575.113 737.912 723.193 559.260 554.276 545.234 620.862 544.450 524.167 531.587 530.432 540.666 526.745 517.353 517.737 523.287 606.527 521.101 508.725 514.009 514.693 534.565 564.766 536.616 501.720 502.577 507.564 517.670 499.581 579.077 596.135 585.153 570.754 561.795 646.825 547.418 554.359 539.751 538.779 568.586 529.195 534.809 537.585 532.618 530.687 532.419 519.640 524.938 517.012 522.281 523.246 524.139 507.394 507.359 508.755 526.223 509.979 507.874 503.622
opts/Vector.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 57.2555, Wed Mar 28 16:41:59 CEST 2018, 2350.862 416.513 263.706 189.653 152.997 139.393 101.277 88.130 102.330 107.973 73.397 68.404 65.462 65.123 62.250 64.804 61.973 64.332 60.482 61.064 60.280 61.153 59.355 60.081 58.415 59.454 58.532 58.607 57.938 64.687 , 59.419 58.379 60.348 57.673 56.496 58.187 57.332 58.090 57.179 59.193 56.757 57.504 56.623 57.102 56.805 56.627 55.750 56.305 59.507 56.548
tests/empty-class.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 58.4795, Wed Mar 28 16:43:20 CEST 2018, 2334.542 300.258 239.840 154.203 167.888 152.651 112.322 87.408 85.187 76.017 71.247 67.886 67.328 66.425 66.938 64.688 63.975 64.168 62.701 64.012 62.987 64.741 62.851 72.089 74.533 61.276 59.442 59.221 59.091 58.477 , 60.504 58.758 59.203 58.658 58.495 63.480 60.606 57.983 58.608 57.087 58.498 57.719 58.171 57.472 57.369 56.568 58.464 56.733 59.845 57.871
tests/empty-object.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 38.689, Wed Mar 28 16:44:28 CEST 2018, 1734.078 185.269 119.650 100.623 107.158 79.027 70.935 64.757 48.538 47.975 44.165 44.159 42.227 40.987 41.603 41.112 43.128 39.929 41.724 40.426 41.426 40.689 39.100 40.109 39.051 40.133 38.889 39.592 39.598 38.478 , 39.112 38.375 47.783 43.950 38.758 39.190 38.251 39.186 38.620 39.487 39.296 38.377 38.374 37.826 38.489 45.551 39.513 38.572 37.861 38.436
tests/empty-file.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 278.1, Wed Mar 28 16:48:27 CEST 2018, 5441.462 1614.005 1693.734 1402.097 1080.822 804.111 818.084 634.048 560.890 529.533 461.008 536.043 552.503 552.496 385.131 384.077 368.841 380.831 422.918 390.035 5562.039 1998.330 1412.225 1293.470 1208.833 840.336 731.834 634.098 550.728 508.871 574.436 517.209 613.853 568.182 446.801 453.066 377.027 403.584 369.759 341.502 5584.497 1783.047 1467.374 1087.460 1110.156 1124.610 1073.150 931.840 639.321 505.963 461.813 481.566 579.289 531.444 520.676 394.986 382.943 376.329 369.688 372.793 , 409.625 350.616 348.736 336.629 372.868 353.096 299.641 298.201 290.026 290.197 337.303 284.899 298.315 298.339 271.989 274.135 281.987 287.765 287.261 268.376 273.052 296.887 275.966 272.034 265.726 259.908 265.108 262.936 267.284 262.090 260.456 257.037 262.465 350.383 255.270 259.087 251.832 252.968 257.438 251.652 368.869 326.263 325.981 323.952 309.823 303.102 320.313 382.114 294.180 304.570 294.431 278.042 278.706 286.302 279.398 274.892 281.647 398.013 309.575 275.754 268.091 268.956 276.313 263.871 266.051 264.319 268.574 261.006 259.882 266.539 256.812 255.830 264.697 256.920 252.575 264.918 263.005 316.047 276.205 265.539 384.580 419.337 391.033 352.521 324.966 317.514 312.300 313.546 299.171 300.785 298.122 286.775 284.428 290.773 285.445 278.158 283.982 281.452 278.660 287.225 277.834 271.859 279.615 270.161 267.697 270.130 273.555 266.772 263.417 270.567 262.101 260.568 279.450 261.859 256.204 281.122 256.750 256.625 269.851 268.334
tests/patmatexhaust.scala, 4045, 2018-03-28T13:13:30Z, c097dde, 158.406, Wed Mar 28 16:52:15 CEST 2018, 4237.537 1136.801 929.378 866.319 724.260 545.867 402.475 370.483 384.240 388.208 293.611 288.881 241.977 233.583 308.903 269.219 256.183 210.773 219.236 178.951 3993.910 1468.637 1198.481 834.545 625.363 509.570 405.928 469.849 440.107 290.225 315.995 358.373 280.009 231.768 219.963 209.307 198.663 221.753 184.344 179.771 4261.276 1418.571 1152.038 851.813 661.623 644.585 552.286 396.184 372.882 387.315 373.203 293.481 253.607 223.221 210.759 208.578 196.014 193.554 184.246 180.199 , 179.182 179.060 177.559 170.598 191.535 191.429 168.875 173.603 163.303 166.076 162.321 160.497 165.062 160.116 160.200 167.538 161.654 163.325 156.329 154.978 159.352 155.157 184.801 155.656 151.253 153.167 149.556 154.745 156.646 148.832 151.541 147.302 146.830 148.155 146.536 146.003 150.357 146.497 148.637 147.871 180.787 201.360 174.162 201.340 170.151 166.883 165.936 161.442 160.263 164.245 160.101 158.230 160.136 158.582 163.588 162.563 181.284 195.778 160.989 155.992 158.104 167.396 165.294 152.870 150.930 152.369 151.142 150.411 151.506 149.883 151.473 147.423 147.312 148.522 148.515 149.738 148.493 147.409 149.292 147.734 180.700 173.709 174.218 168.539 167.236 163.992 166.816 164.651 163.777 172.828 180.682 159.883 161.626 160.995 162.422 166.159 161.001 160.466 159.009 157.537 157.374 153.620 161.561 150.825 150.476 152.295 152.907 153.087 148.801 148.058 152.621 147.958 148.278 148.845 147.853 149.098 147.789 147.526 148.090 146.846
