dotty, 4102, 2018-03-11T15:37:17Z, 30f9f48, 33444.157, Sun Mar 11 17:11:31 CET 2018, 82704.938 40240.545 36927.096 36023.135 36489.179 34423.855 34489.585 34302.762 35291.151 33873.207 33975.160 34029.155 34820.774 33732.471 33895.220 33806.866 34661.004 33680.703 33690.249 33514.123 34424.067 33503.348 33389.280 33484.254 34233.106 33417.412 33437.253 33546.270 34038.782 33354.874 , 33424.091 33543.558 34156.240 33331.377 33341.495 33558.014 34184.234 33334.446 33358.558 33469.625 34286.254 33412.643 33377.201 33418.655 34190.058 33311.595 33464.223 33561.489 34092.297 33342.683
tests/scala-library, 4102, 2018-03-11T15:37:17Z, 30f9f48, 5376.337, Sun Mar 11 17:16:56 CET 2018, 26174.953 11404.946 8103.365 7348.919 6665.130 6362.969 5907.663 5776.644 5809.447 5746.677 5809.996 6164.364 5753.379 5649.504 5656.234 5568.346 5553.329 5523.718 5570.273 5729.613 5529.434 5635.853 5482.843 5477.009 5445.629 5431.580 5462.369 5398.587 5421.474 5475.395 , 5409.997 5426.913 5434.553 5383.402 5388.851 5363.754 5377.639 5365.290 5364.512 5430.620 5430.024 5428.256 5362.180 5363.683 5487.863 5340.651 5357.305 5375.035 5349.733 5339.180
opts/scala-library, 4102, 2018-03-11T15:37:17Z, 30f9f48, 5808.1475, Sun Mar 11 17:27:04 CET 2018, 26403.293 12168.146 9767.908 8346.035 7851.882 6961.040 6698.428 6303.242 6306.797 6146.780 6203.087 6232.499 6098.694 6076.420 6071.221 5992.648 5930.757 5934.058 5914.617 5853.170 5849.558 5875.671 5869.893 5915.898 5923.899 5906.175 5961.103 6159.921 5932.970 5913.075 , 5806.196 5878.785 5817.316 5929.075 5816.810 5818.467 5886.217 5798.909 5818.766 5801.408 5796.994 6138.437 5804.274 5783.938 5821.430 5770.053 5756.691 5810.099 5798.155 5743.442
tests/re2s, 4102, 2018-03-11T15:37:17Z, 30f9f48, 2751.4345, Sun Mar 11 17:30:06 CET 2018, 16500.980 7060.302 5053.329 5300.413 3798.571 3424.139 3751.534 3245.470 3346.833 3276.454 2957.870 2925.809 2913.108 2911.376 2844.297 2829.894 2824.030 2855.613 2808.127 2903.675 2889.408 3099.749 2929.864 2822.071 2777.033 2783.400 2789.458 2768.273 2743.232 2764.732 , 2752.187 2768.328 2747.383 2725.967 2758.322 2750.682 2727.004 2761.419 2714.967 2768.153 2727.094 2709.779 2735.285 2690.692 2771.341 2733.721 2753.057 2767.281 2790.216 2762.770
opts/re2s, 4102, 2018-03-11T15:37:17Z, 30f9f48, 2749.898, Sun Mar 11 17:33:11 CET 2018, 16196.758 8573.172 4807.828 5412.154 3454.810 3482.612 3154.251 3174.976 3074.768 3142.768 3165.172 3174.815 2900.088 2859.059 2866.244 2884.477 2852.461 2906.606 3012.090 2860.485 2983.334 2859.232 2962.096 2815.634 2817.880 3042.633 3186.938 2825.599 2739.296 2779.256 , 2768.414 3032.001 2753.576 2759.239 2744.907 2758.829 2729.919 2763.426 2745.176 2726.960 2752.192 2714.828 2747.604 2782.840 2764.031 2735.809 2798.512 2740.877 2738.815 2708.798
tests/implicit_cache.scala, 4102, 2018-03-11T15:37:17Z, 30f9f48, 100.355, Sun Mar 11 17:34:21 CET 2018, 3008.189 706.556 455.047 377.740 275.663 220.610 176.067 167.094 146.801 132.794 124.329 124.954 119.810 120.729 113.916 113.322 114.145 122.746 122.231 119.438 120.138 109.258 110.148 112.286 105.460 107.521 104.064 106.290 105.330 102.261 , 104.300 102.517 105.439 103.019 103.349 100.299 100.256 135.712 98.941 100.377 98.898 100.099 100.333 101.981 101.988 98.326 100.400 96.726 97.089 95.450
opts/implicit_cache.scala, 4102, 2018-03-11T15:37:17Z, 30f9f48, 99.3725, Sun Mar 11 17:35:32 CET 2018, 2830.712 527.897 519.710 402.013 367.652 264.836 288.733 181.327 149.647 190.320 133.805 120.985 125.617 116.318 125.583 115.725 111.728 113.662 109.587 110.605 108.242 107.892 108.616 105.664 106.813 103.750 105.344 103.156 103.943 101.923 , 104.207 102.848 102.911 102.495 101.929 101.438 98.530 101.287 102.971 99.951 96.856 97.570 98.851 97.333 99.419 97.538 97.638 95.367 99.326 95.002
tests/implicit-scope-loop.scala, 4102, 2018-03-11T15:37:17Z, 30f9f48, 101.204, Sun Mar 11 17:36:44 CET 2018, 3000.547 743.297 469.281 372.330 298.492 241.724 214.468 184.012 180.146 163.287 132.964 127.122 129.055 121.422 120.043 116.024 117.535 114.277 111.060 114.502 111.866 113.644 110.924 122.575 126.351 113.271 110.427 109.495 105.513 103.495 , 111.372 103.217 103.746 104.910 102.155 104.816 101.300 103.294 102.501 105.529 98.557 100.325 98.047 99.157 101.108 101.062 99.539 97.885 97.694 96.390
tests/i1535.scala, 4102, 2018-03-11T15:37:17Z, 30f9f48, 132.114, Sun Mar 11 17:37:56 CET 2018, 3397.663 769.449 524.253 511.955 500.342 472.231 399.199 362.796 281.827 238.152 177.943 223.042 211.487 168.610 181.740 168.476 171.121 167.436 153.246 156.371 156.996 147.960 150.364 143.141 143.636 144.341 143.177 138.397 138.787 140.694 , 135.389 136.374 153.217 133.962 133.188 134.769 130.918 130.749 135.504 129.959 128.657 140.834 129.128 130.588 131.040 129.762 127.232 150.970 127.674 136.889
tests/i1687.scala, 4102, 2018-03-11T15:37:17Z, 30f9f48, 74.937, Sun Mar 11 17:39:05 CET 2018, 2675.510 424.372 362.130 283.345 250.635 204.747 174.932 148.754 117.119 112.452 113.356 104.227 91.564 83.915 83.597 84.891 81.722 82.384 80.030 80.058 79.619 82.829 79.059 77.936 82.605 76.310 82.493 76.892 75.274 75.441 , 74.935 75.332 79.210 74.939 74.321 74.169 77.477 84.845 75.231 75.653 76.102 72.061 72.304 72.995 72.234 78.201 73.571 74.318 75.559 73.458
tests/Vector.scala, 4102, 2018-03-11T15:37:17Z, 30f9f48, 567.4565, Sun Mar 11 17:42:59 CET 2018, 8107.333 3194.308 2338.469 2126.162 1674.718 1141.144 1044.496 1044.448 1398.801 1023.127 917.853 799.598 810.655 799.858 692.962 673.390 681.622 657.381 635.094 629.710 7009.136 2706.843 2388.368 2088.302 1878.523 1725.529 1354.470 1475.549 1058.032 1113.366 864.680 793.346 757.395 739.735 695.871 674.939 741.732 654.854 625.341 616.617 7012.484 2325.969 2261.709 1577.660 1781.644 1726.314 1093.005 916.981 1069.136 867.898 785.847 737.178 728.221 689.598 672.099 677.441 648.731 629.525 618.739 652.334 , 665.345 692.604 733.564 826.225 613.634 597.934 620.785 651.395 612.181 646.329 599.363 588.906 566.786 568.059 571.491 578.555 560.160 566.961 593.171 550.188 549.496 565.464 546.487 554.072 588.578 568.281 571.282 583.195 591.968 567.708 614.554 598.594 594.055 614.423 712.927 737.628 605.033 608.845 567.315 565.606 584.237 599.209 582.397 567.598 571.308 558.283 552.773 555.869 561.502 552.766 545.445 560.821 566.820 543.224 538.298 550.053 533.087 535.829 538.476 544.527 604.171 601.061 601.419 619.252 581.935 581.279 654.207 572.045 564.178 559.694 573.614 560.074 560.126 566.713 559.141 550.383 551.009 562.314 545.180 542.719 561.471 546.007 542.390 613.411 551.283 533.492 535.601 532.763 535.978 523.995
