dotty, 4084, 2018-03-08T13:23:42Z, abc5010, 33570.6475, Thu Mar  8 14:58:09 CET 2018, 83278.170 40942.056 36600.426 35566.124 36809.148 34511.672 34443.402 34524.837 35479.314 34110.632 34229.788 34340.936 34550.328 33797.256 33899.110 34227.055 34329.021 33753.860 33618.825 33642.286 34421.035 33654.015 33556.974 33602.280 34148.742 33501.832 33573.433 33581.238 34054.619 33517.933 , 33427.669 33715.359 34169.449 33518.660 33386.499 33515.059 34127.488 33507.830 33588.365 33552.930 34180.290 33643.043 33523.755 33628.163 34059.041 33647.951 33550.155 33425.455 34093.288 33519.201
tests/scala-library, 4084, 2018-03-08T13:23:42Z, abc5010, 5616.1815, Thu Mar  8 15:03:49 CET 2018, 28578.564 12033.096 7814.068 7243.630 6615.950 6380.284 6305.692 6085.985 6097.875 5966.081 5976.260 5897.225 5855.545 5848.765 5811.778 5834.861 5786.615 5758.074 6058.746 5830.483 5751.384 5770.888 5786.263 5742.917 5763.451 5980.714 5693.093 5685.986 5719.053 5638.717 , 5706.766 5645.023 5695.845 5619.084 5620.823 5609.190 5602.758 5623.082 5604.313 5564.440 5633.796 5630.646 5593.073 5638.110 5815.609 5587.304 5613.279 5560.724 5599.606 5568.287
opts/scala-library, 4084, 2018-03-08T13:23:42Z, abc5010, 5448.52, Thu Mar  8 15:13:30 CET 2018, 25238.245 10798.687 8282.022 7242.833 7031.710 6326.306 6139.521 6122.291 6149.068 5786.545 5806.395 5771.645 5762.214 5687.861 6193.326 5606.656 5658.129 5577.249 5539.925 5522.389 5544.690 5600.826 5544.516 5554.344 5572.405 5494.663 5471.827 5511.060 5502.793 5989.107 , 5553.516 5552.075 5480.527 5462.241 5427.287 5445.281 5448.444 5433.935 5477.799 5462.260 5430.386 5541.342 5413.529 5529.410 5483.984 5419.725 5395.181 5442.466 5416.021 5448.596
tests/re2s, 4084, 2018-03-08T13:23:42Z, abc5010, 2751.6775, Thu Mar  8 15:16:33 CET 2018, 15448.897 7146.480 7412.518 5212.523 3529.959 3600.384 3241.105 3087.759 3020.209 2980.994 2915.723 2940.233 2891.694 2850.463 2844.321 2823.986 2871.598 2951.686 2827.648 3018.289 2801.833 2805.393 2783.801 2773.361 2838.881 2787.268 2807.269 2771.689 2738.995 2782.671 , 2826.379 2760.161 2762.512 2817.925 2772.148 2752.343 2725.206 2753.467 2749.050 2752.568 2731.573 2710.209 2733.175 2733.733 2712.896 2751.012 2712.536 2847.533 2871.649 2725.871
opts/re2s, 4084, 2018-03-08T13:23:42Z, abc5010, 2703.438, Thu Mar  8 15:19:31 CET 2018, 14634.328 6706.530 5417.567 4428.677 4163.358 3243.045 3254.983 3146.088 2983.540 2947.813 2918.938 2912.282 2857.477 2826.393 2852.744 2806.784 2782.928 2789.299 2799.183 2761.403 2760.410 2742.117 2785.848 2736.207 2726.564 2742.276 2773.207 2753.497 2715.415 2733.563 , 2753.033 2723.194 2685.204 2760.871 2780.234 2696.629 2717.621 2688.138 2729.970 2709.629 2667.726 2722.528 2708.408 2689.587 2700.393 2662.903 2706.483 2695.984 2674.871 2672.551
tests/implicit_cache.scala, 4084, 2018-03-08T13:23:42Z, abc5010, 101.008, Thu Mar  8 15:20:41 CET 2018, 3127.248 523.692 383.270 363.415 337.604 312.429 269.798 220.649 140.750 135.695 132.305 134.396 120.953 119.652 120.865 114.755 111.922 112.677 109.354 110.212 119.410 108.538 108.059 103.482 106.115 102.314 104.252 101.191 102.762 100.299 , 101.455 99.899 109.002 103.220 99.406 104.625 102.532 101.934 100.561 103.575 103.834 99.324 94.975 96.638 95.245 95.607 102.612 97.159 95.934 101.507
opts/implicit_cache.scala, 4084, 2018-03-08T13:23:42Z, abc5010, 100.1445, Thu Mar  8 15:21:52 CET 2018, 2947.204 702.562 506.846 324.006 264.195 292.338 221.070 204.766 147.963 140.008 125.537 125.566 119.431 113.440 116.275 112.708 113.497 114.335 110.764 113.121 109.018 109.613 105.382 106.870 105.749 103.564 111.580 103.879 104.777 102.529 , 103.577 111.635 108.273 105.609 102.108 103.044 102.667 102.690 99.676 100.894 97.770 99.608 97.267 97.121 98.152 98.334 100.613 96.876 97.129 96.635
tests/implicit-scope-loop.scala, 4084, 2018-03-08T13:23:42Z, abc5010, 101.475, Thu Mar  8 15:23:04 CET 2018, 3128.969 721.414 418.562 334.553 237.109 195.240 210.952 150.411 145.684 134.271 148.990 141.160 132.319 119.836 118.153 114.266 114.236 110.504 113.157 113.721 114.674 120.563 134.656 107.867 106.940 108.153 106.558 103.681 104.647 109.779 , 107.904 117.895 109.225 103.410 103.049 103.697 100.958 103.117 100.314 101.855 101.095 101.928 100.247 103.371 99.502 97.763 99.285 97.613 99.566 96.759
tests/i1535.scala, 4084, 2018-03-08T13:23:42Z, abc5010, 126.486, Thu Mar  8 15:24:16 CET 2018, 3322.377 1073.745 738.652 446.236 338.574 286.400 253.021 215.531 195.030 224.772 224.663 219.047 182.739 171.857 167.021 148.068 145.327 147.559 153.121 144.003 143.859 149.973 138.173 138.295 151.579 134.664 145.592 152.060 133.977 133.773 , 134.568 132.068 133.003 130.727 128.429 128.463 127.052 128.666 124.580 127.524 128.479 124.735 125.576 122.452 122.098 125.920 122.167 121.798 122.633 119.683
tests/i1687.scala, 4084, 2018-03-08T13:23:42Z, abc5010, 73.036, Thu Mar  8 15:25:26 CET 2018, 2616.317 404.541 354.121 272.070 234.048 156.864 128.369 122.851 116.877 106.244 87.813 98.469 83.447 91.130 100.025 86.274 82.940 80.239 78.794 80.241 77.928 78.076 76.298 77.199 77.208 79.623 77.136 76.165 82.622 74.997 , 75.730 73.318 72.997 74.089 73.075 75.259 73.268 74.373 72.301 73.159 71.282 71.056 71.818 71.683 74.944 72.394 77.802 72.782 72.918 71.554
tests/Vector.scala, 4084, 2018-03-08T13:23:42Z, abc5010, 586.1465, Thu Mar  8 15:29:24 CET 2018, 7820.309 2608.925 2602.657 2276.361 2013.153 1814.911 1695.634 1521.946 1210.639 1024.159 1311.673 860.532 1037.612 793.751 746.185 723.929 696.774 678.656 647.135 636.663 6891.044 3114.085 2159.074 2137.721 1840.115 1369.043 1228.093 1282.655 1187.144 921.823 831.291 928.084 739.696 729.658 698.178 681.736 686.543 797.851 658.405 684.413 7594.775 2750.249 2010.170 1861.291 1952.131 1402.808 1019.534 962.861 1095.198 995.658 1219.669 1166.439 1058.551 761.690 828.867 701.698 691.596 685.562 659.280 663.374 , 636.827 637.464 620.641 610.466 612.140 607.409 594.734 638.781 584.728 579.004 569.792 572.134 591.029 564.077 574.999 591.815 567.325 559.659 565.181 565.487 553.895 564.654 551.418 560.213 563.503 548.982 551.860 545.086 546.759 548.035 619.131 610.531 690.334 697.291 600.938 604.699 590.796 597.716 585.377 614.614 624.758 593.845 630.649 686.891 591.465 572.762 572.418 584.571 571.990 561.733 562.197 577.460 559.350 564.309 572.369 550.431 550.826 558.419 564.481 550.893 660.967 651.376 655.770 630.731 644.483 693.719 626.079 604.566 637.591 606.487 590.533 614.041 597.645 589.556 586.916 598.343 579.080 591.117 631.647 619.275 617.867 572.867 634.095 576.122 565.938 562.508 570.697 562.194 561.942 564.675
