dotty, 3410, 2018-02-22T06:23:28Z, b567b8d, 33450.827, Thu Feb 22 07:57:44 CET 2018, 77266.211 42831.363 37002.288 35842.180 34881.542 35225.033 34278.082 34197.951 34345.183 35113.079 33945.213 34121.260 34048.775 34977.656 33840.110 34434.002 33665.464 34733.730 33654.123 33714.397 33674.934 34489.191 33399.972 33408.773 33434.987 34128.475 33418.369 33528.840 33398.744 34006.159 , 33507.684 33271.152 33336.048 34070.442 33488.329 33187.898 33361.591 34105.549 33469.087 33218.475 33414.163 34113.528 33425.884 33420.542 33405.423 34342.457 33469.754 33485.345 33432.567 33977.656
tests/scala-library, 3410, 2018-02-22T06:23:28Z, b567b8d, 5363.177, Thu Feb 22 08:03:10 CET 2018, 25631.687 12445.897 8425.782 6926.978 6546.341 6291.685 5912.479 5783.936 5756.815 5724.343 5732.591 5749.854 5775.137 6140.691 5581.267 5558.922 6018.753 5741.642 5820.080 5639.993 5645.552 5631.971 5434.325 5423.829 5394.864 5442.810 5426.019 5391.282 5417.694 5432.988 , 5380.493 5381.875 5334.894 5425.811 5536.308 5330.457 5326.599 5378.660 5365.814 5339.889 5327.251 5365.676 5364.272 5357.803 5501.052 5388.634 5348.297 5346.663 5333.395 5362.082
opts/scala-library, 3410, 2018-02-22T06:23:28Z, b567b8d, 5398.74, Thu Feb 22 08:12:53 CET 2018, 23583.552 10566.709 9248.960 7419.095 6779.274 6115.965 6268.173 5789.344 5783.107 5672.664 5706.185 5668.371 5591.439 5584.607 5610.528 5552.316 5744.585 5536.185 5733.561 5534.076 5509.921 5632.564 5522.713 5685.973 5515.708 5549.363 5694.784 5539.413 5657.016 5564.616 , 5451.186 5498.348 5453.316 5420.179 5392.316 5381.870 5405.164 5410.096 5468.265 5369.036 5442.233 5443.000 5383.531 5385.649 5382.943 5374.705 5373.557 5353.459 5620.915 5381.675
tests/re2s, 3410, 2018-02-22T06:23:28Z, b567b8d, 2752.9695, Thu Feb 22 08:15:56 CET 2018, 16587.763 8676.986 4626.450 4457.495 3699.920 3391.359 3195.554 3115.227 3046.116 3043.790 2985.144 3342.439 2914.771 2852.397 2874.861 2864.469 2924.418 2831.807 2814.712 2973.190 3151.879 2994.189 2837.089 2796.193 2809.732 2761.595 2739.701 2755.322 2743.588 2757.323 , 2804.590 2822.661 2828.225 2769.324 2737.095 2737.847 2729.550 2801.596 2767.524 2740.754 2915.745 2742.324 2756.865 2749.074 2708.839 2763.821 2736.140 2712.649 2835.602 2717.311
opts/re2s, 3410, 2018-02-22T06:23:28Z, b567b8d, 2750.219, Thu Feb 22 08:18:58 CET 2018, 15404.615 8139.697 6209.146 3876.014 3572.136 3421.756 3264.544 3121.416 3229.019 3147.835 3013.508 2948.998 2908.570 2943.839 2881.870 2862.869 2843.712 2820.700 2862.597 2837.886 2801.304 2822.755 2775.208 2786.149 2810.110 2771.715 2771.831 2749.598 2948.417 2821.403 , 2815.257 2872.627 2786.533 2780.395 2759.419 2750.267 2750.171 2721.245 2750.892 2765.668 2746.682 2762.193 2733.080 2760.278 2744.039 2748.789 2737.635 2722.165 2741.382 2710.911
tests/implicit_cache.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 98.5835, Thu Feb 22 08:20:09 CET 2018, 3084.908 579.171 415.962 308.573 234.683 204.497 180.682 150.209 141.215 136.269 140.585 125.090 115.309 122.153 118.895 121.275 113.584 108.723 115.625 107.473 107.396 105.274 102.835 105.087 105.011 105.729 109.241 106.078 105.587 103.284 , 112.335 125.502 111.633 116.561 102.988 97.175 99.402 97.765 103.034 107.852 100.915 97.312 94.864 96.775 97.426 103.689 95.144 95.783 93.574 94.427
opts/implicit_cache.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 99.6485, Thu Feb 22 08:21:20 CET 2018, 2884.834 524.722 490.134 415.130 356.694 297.072 222.719 210.880 153.562 190.975 152.656 153.290 123.082 117.437 114.189 116.141 112.515 119.910 116.134 119.824 112.596 109.730 114.206 107.900 117.635 107.174 109.452 116.319 105.646 104.576 , 102.427 104.091 101.878 105.875 102.666 100.393 103.276 98.950 100.840 98.733 100.031 99.138 99.266 96.945 98.125 97.364 101.604 98.089 98.122 97.410
tests/implicit-scope-loop.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 103.12, Thu Feb 22 08:22:32 CET 2018, 3014.884 558.223 451.073 310.558 358.162 316.436 225.653 162.961 147.271 140.514 128.183 126.408 123.212 121.435 121.670 122.013 117.984 125.688 120.473 117.462 112.471 112.927 110.522 109.872 109.228 106.943 109.452 106.805 110.507 109.956 , 106.768 103.438 106.756 103.196 105.772 104.429 101.529 104.141 101.224 103.044 100.342 102.366 99.335 108.704 101.839 100.431 104.520 105.028 102.660 97.967
tests/i1535.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 130.0005, Thu Feb 22 08:23:44 CET 2018, 3366.083 939.155 640.248 514.944 341.903 280.741 346.495 264.660 213.220 191.241 184.455 174.603 165.654 157.399 157.700 152.166 147.651 149.062 157.702 144.671 145.048 140.580 139.309 138.344 144.502 134.031 134.260 136.333 134.899 133.104 , 133.599 131.460 132.019 155.352 133.935 128.519 130.570 127.686 129.431 133.910 128.523 127.456 127.171 141.867 124.453 135.410 178.863 126.517 126.151 126.698
tests/i1687.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 72.5815, Thu Feb 22 08:24:55 CET 2018, 2697.950 448.856 270.865 212.046 206.825 149.949 125.629 113.352 115.072 116.926 100.027 86.196 83.265 84.218 80.507 83.076 82.108 81.699 79.996 82.754 82.030 77.731 75.780 76.544 75.290 77.901 79.579 74.990 75.656 78.192 , 74.926 79.471 73.098 72.213 73.755 74.743 73.883 72.950 71.251 74.701 71.921 74.231 71.571 73.818 70.144 70.219 71.173 69.981 70.391 70.509
tests/Vector.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 561.164, Thu Feb 22 08:28:44 CET 2018, 7170.449 2703.724 2054.120 1526.538 1427.126 1156.857 1069.477 1445.995 1006.027 1035.251 839.742 820.202 719.939 719.875 680.448 789.876 713.843 668.610 638.259 645.527 6665.780 2875.591 1911.387 2036.285 1434.902 1024.171 1170.626 1143.046 890.287 846.312 968.374 777.936 705.497 771.337 679.544 842.143 692.492 621.188 616.484 626.763 6887.813 2554.729 1827.935 1567.925 1780.392 1714.465 1532.872 1419.140 905.027 1022.181 807.971 730.307 733.332 737.614 707.842 671.480 693.660 708.629 744.492 622.450 , 605.682 596.055 600.196 673.369 580.596 583.388 582.228 605.693 565.501 561.384 567.308 556.229 550.959 558.756 562.357 546.386 548.928 561.279 539.703 534.942 539.685 555.343 531.405 537.708 527.531 572.187 532.058 552.169 540.776 527.901 587.594 585.341 582.552 604.551 585.648 578.636 672.402 631.758 545.977 548.982 561.049 545.438 547.070 561.295 548.581 538.782 540.958 544.245 546.636 528.737 532.831 538.304 533.703 522.046 541.333 530.569 543.017 534.565 537.396 521.159 600.858 662.379 797.909 607.541 637.354 585.643 587.610 594.632 574.580 574.439 600.703 566.281 569.377 572.278 574.912 586.497 642.784 567.897 552.828 681.462 561.833 541.574 545.742 545.244 563.398 556.821 595.601 551.777 540.344 536.677
