dotty, 4243, 2018-04-04T14:50:50Z, 487c511, 33501.617, Wed Apr  4 17:25:09 CEST 2018, 84146.792 41216.928 37570.131 35976.354 35893.461 34754.976 34249.757 34190.964 35161.290 33937.835 33886.606 34296.948 34779.531 33815.371 33874.562 34219.335 34548.878 33614.449 33545.255 33671.140 34290.443 33641.360 33532.256 33527.753 34344.894 33490.210 33390.874 33421.837 34196.664 33432.917 , 33652.581 33512.090 34022.953 33526.184 33318.402 33487.179 34065.353 33428.432 33440.232 33429.037 34116.602 33340.332 33515.810 33556.070 34205.409 33490.345 33431.519 33491.144 34144.419 33329.631
tests/scala-library, 4243, 2018-04-04T14:50:50Z, 487c511, 6530.612, Wed Apr  4 17:31:32 CEST 2018, 25803.783 11620.620 10884.356 8706.966 7851.071 7748.155 7182.746 7097.148 7743.193 6847.330 6882.630 6795.830 6832.655 6800.870 6732.595 6732.706 6694.274 6780.412 6741.387 6669.082 6647.036 6630.513 6690.171 6659.349 6590.493 6576.525 6712.213 6616.861 6596.322 6607.959 , 6565.918 6530.860 6575.573 6516.936 7016.201 6530.346 6621.556 6535.224 6489.394 6478.272 6473.075 6558.463 6572.679 6522.988 6631.289 6447.297 6576.755 6530.364 6479.167 6467.943
tests/re2s, 4243, 2018-04-04T14:50:50Z, 487c511, 2734.585, Wed Apr  4 17:34:32 CEST 2018, 15720.409 7066.937 5832.162 3662.455 3511.630 3359.939 3379.689 3593.903 3062.360 3003.938 2943.892 2913.614 2869.221 2877.991 2825.502 2792.673 2816.027 2857.577 2765.755 2779.114 2753.677 2850.645 2883.464 2889.649 2789.288 2810.573 2757.084 2747.942 2701.944 2759.693 , 2742.027 2723.383 2733.850 2698.245 2748.700 2733.226 2876.150 2731.244 3045.933 2741.182 2788.835 2775.036 2735.320 2754.237 2759.167 2709.013 2729.900 2707.609 2711.553 2716.936
tests/implicit_cache.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 100.399, Wed Apr  4 17:35:43 CEST 2018, 2855.326 526.125 424.744 392.399 334.256 284.981 233.186 159.510 147.696 143.643 127.650 123.841 131.086 128.903 118.161 114.998 112.252 116.420 109.307 111.252 112.873 112.736 108.640 106.050 106.504 103.535 105.556 103.340 102.502 108.352 , 102.206 108.120 110.662 111.128 105.106 108.266 101.985 98.060 102.420 97.008 98.907 96.735 98.816 95.620 100.100 103.058 100.698 94.890 94.459 98.443
tests/implicit-scope-loop.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 101.2615, Wed Apr  4 17:36:55 CEST 2018, 2898.091 542.842 388.615 341.798 337.210 274.861 221.367 208.270 192.330 154.577 148.435 136.570 124.652 121.022 122.163 115.133 115.658 115.659 111.719 112.960 112.545 109.124 110.828 109.517 109.647 106.868 107.783 104.785 107.924 106.019 , 102.884 103.903 104.139 104.790 101.591 103.624 100.932 99.437 102.478 102.682 103.243 98.316 99.334 98.428 99.603 97.180 112.004 100.360 98.392 96.133
tests/i1535.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 116.7885, Wed Apr  4 17:38:07 CEST 2018, 3260.642 732.576 536.101 461.472 425.274 365.512 301.015 272.190 208.875 183.672 202.488 177.750 155.621 148.625 145.403 192.724 147.567 136.001 135.568 133.455 129.870 131.834 127.481 128.199 126.789 131.506 141.223 130.368 124.365 120.149 , 120.266 125.314 121.199 122.388 131.715 116.678 114.766 117.392 118.814 114.599 117.436 113.757 116.899 120.626 114.133 113.380 115.678 115.623 110.215 113.325
tests/i1687.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 71.0265, Wed Apr  4 17:39:18 CEST 2018, 2564.204 412.163 386.598 236.110 251.172 175.025 176.277 128.919 113.548 113.622 106.939 87.260 83.089 80.544 81.466 80.369 81.217 78.194 79.468 78.871 77.555 79.267 77.820 77.215 78.888 76.374 75.865 73.919 75.479 73.729 , 72.426 72.934 71.478 73.202 71.973 72.244 70.556 70.202 70.876 70.604 71.233 69.883 70.952 71.026 70.354 69.867 71.027 72.229 69.303 71.196
tests/Vector.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 543.4595, Wed Apr  4 17:43:06 CEST 2018, 7618.270 2907.298 2082.023 1688.382 1701.780 1504.212 1392.728 881.816 836.303 847.685 1104.078 807.983 744.851 683.569 665.476 640.496 643.549 614.401 722.825 595.298 6491.770 2925.521 2215.631 1908.902 1671.797 1414.017 1113.717 1243.989 1136.973 861.870 970.171 908.220 723.632 704.068 738.407 717.542 764.968 628.446 623.343 604.067 7081.693 2644.242 1825.089 1690.323 1803.008 1450.384 1401.534 1573.768 1021.066 1011.293 863.947 974.039 881.800 751.257 698.219 679.831 655.583 659.114 635.412 620.321 , 591.608 616.060 603.174 652.884 604.751 716.967 599.192 718.243 545.534 568.113 543.840 632.108 599.716 523.028 526.597 543.310 537.424 526.070 517.160 536.551 513.856 515.855 514.317 526.690 510.498 509.399 524.596 511.460 503.229 504.761 607.743 577.580 675.045 632.862 581.929 572.575 568.928 564.855 572.418 549.775 552.639 544.146 555.036 552.328 540.289 537.368 553.091 540.880 529.496 528.249 545.361 547.409 537.705 535.236 536.064 525.855 525.480 543.092 526.249 518.286 619.262 613.773 592.180 588.972 643.230 632.090 579.095 565.748 567.643 553.486 548.876 543.095 558.926 547.495 541.993 543.609 547.189 540.687 541.480 528.523 539.367 535.616 527.292 531.059 537.070 521.690 527.498 538.356 526.116 519.597
opts/Vector.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 543.1795, Wed Apr  4 17:51:19 CEST 2018, 7232.104 2824.221 1740.431 1363.434 1248.880 1341.152 1123.148 1081.623 895.992 852.210 918.900 1004.747 764.258 681.209 694.796 638.134 623.113 620.363 610.630 840.071 6993.776 2383.939 1539.380 1540.699 1210.681 1302.502 1030.249 995.752 1019.407 1340.348 1056.950 960.961 853.372 1114.487 1091.185 735.472 879.292 741.812 637.780 612.184 7146.397 2644.925 1708.861 1407.617 1074.744 1083.044 895.018 883.149 902.421 860.233 750.800 718.277 685.509 665.729 689.269 818.169 672.479 608.139 577.094 588.837 , 594.670 580.648 588.795 583.136 561.206 565.621 566.654 574.313 552.444 550.709 538.571 555.560 600.253 558.584 609.995 544.365 566.437 535.902 553.207 520.513 531.317 567.901 558.811 558.470 526.788 539.350 530.644 517.492 514.418 510.408 608.245 624.669 640.793 597.182 592.434 589.237 579.643 569.004 563.220 605.582 569.517 552.611 543.122 567.249 552.437 569.863 587.363 578.399 568.489 538.004 530.400 520.437 529.534 542.354 599.405 538.546 519.198 536.784 568.754 543.237 560.571 568.014 557.536 538.586 542.766 536.178 565.803 521.553 528.720 515.590 534.299 515.001 511.177 516.488 534.236 508.564 502.330 513.274 519.127 503.776 500.123 509.763 505.515 516.822 505.256 500.668 497.491 512.570 503.039 528.653
tests/empty-class.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 58.51, Wed Apr  4 17:52:28 CEST 2018, 2349.541 309.969 206.816 211.708 155.147 132.951 107.167 88.127 81.514 71.806 69.811 66.141 66.216 65.251 65.005 63.319 64.047 63.058 61.636 62.331 61.098 61.049 60.708 60.545 60.004 62.107 58.912 59.297 59.112 60.675 , 58.060 59.704 60.563 60.047 57.469 60.297 59.030 61.416 57.606 58.191 58.829 59.121 57.054 57.970 59.493 58.904 56.425 56.861 56.254 56.645
tests/empty-object.scala, 4243, 2018-04-04T14:50:50Z, 487c511, 58.976, Wed Apr  4 17:53:37 CEST 2018, 2422.488 333.886 280.124 178.832 133.737 158.313 149.572 117.763 91.655 86.717 100.907 73.088 68.217 67.402 66.231 67.046 64.237 64.555 64.159 62.894 63.058 61.874 63.861 61.454 63.357 60.782 61.002 59.862 61.414 59.757 , 60.632 61.391 60.517 58.955 61.467 59.101 62.534 61.014 58.296 58.456 57.645 58.303 58.320 57.524 58.806 57.845 59.545 58.439 58.997 60.082
