dotty, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:05:02 CEST 2020, 100239.526 60375.587 54591.061 54099.081 51952.015 51648.386 51824.261 50950.433 51132.085 51347.765 50790.573 50571.857 51048.171 50309.581 52052.931 50407.731 50355.590 50696.190 50250.323 51883.092 50295.703 51766.851 50428.219 51580.255 50384.119 51927.681 50341.035 51758.704 50268.527 51532.884 , 50331.211 51208.786 50352.039 51200.245 50214.354 50959.139 50468.034 50974.429 50258.423 50775.368 50394.153 50714.418 50355.457 50526.161 50202.867 50744.978 50295.015 50579.132 50082.762 50334.971
re2s, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:08:13 CEST 2020, 14883.659 6705.813 5497.496 5087.330 4567.021 3848.007 3515.353 3404.526 3323.137 3252.189 3192.544 3103.615 3061.384 3022.896 2965.807 2969.209 2950.260 2942.669 2921.468 2904.952 2880.471 2863.387 2904.825 2873.987 2866.401 2873.082 2843.086 2820.066 2841.525 2829.191 , 2832.672 2848.462 2817.129 2854.495 2848.522 2804.746 2857.524 2784.579 2810.963 2865.526 2801.888 2833.460 2880.423 2786.075 2838.954 2853.459 2873.799 2870.488 2877.794 2843.172
implicit-cache, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:09:29 CEST 2020, 3374.294 469.061 362.167 307.881 271.878 252.569 222.335 203.822 192.316 168.783 139.929 124.525 119.355 111.274 116.147 113.398 114.107 118.822 111.230 110.019 109.508 106.179 107.833 103.087 102.575 102.490 99.871 102.420 99.315 98.729 , 99.255 96.562 98.845 98.006 97.512 95.296 95.180 98.846 94.042 95.746 91.622 94.664 91.597 93.515 93.299 91.465 92.239 91.117 92.390 90.257
implicit-scope-loop, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:10:46 CEST 2020, 3421.170 531.403 393.782 317.142 275.833 242.202 209.914 185.862 146.913 131.669 125.055 126.163 122.914 124.098 126.776 121.491 116.960 117.957 112.118 114.711 108.625 106.253 109.506 105.873 103.788 106.722 103.946 103.451 101.879 101.409 , 102.314 99.789 102.259 98.633 99.833 98.160 97.420 97.693 95.712 96.640 96.104 97.653 95.219 97.636 94.646 93.114 94.994 92.833 93.528 92.751
inductive-implicits, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:12:46 CEST 2020, 6703.729 3085.847 2376.120 2250.550 2106.108 2102.851 2050.494 1979.982 1939.231 1934.585 1899.705 1896.086 1864.313 1879.020 1839.816 1838.952 1835.572 1886.515 1828.242 1827.724 1825.228 1824.730 1819.584 1836.236 1806.566 1797.122 1795.753 1791.115 1788.484 1927.924 , 1784.026 1792.694 1782.778 1782.353 1820.449 1774.983 1772.232 1766.459 1776.293 1770.065 1776.353 1762.607 1760.047 1765.672 1755.275 1755.370 1762.371 1755.516 1749.237 1750.440
i1535, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:14:04 CEST 2020, 3794.721 632.583 452.846 361.286 308.211 272.528 250.559 226.480 197.456 167.276 154.475 138.980 139.184 142.909 139.771 147.690 144.490 138.002 133.889 134.582 130.373 131.511 131.297 124.054 122.330 120.762 116.998 113.663 116.927 112.381 , 111.274 114.493 108.604 110.022 110.798 108.305 106.874 106.647 105.150 108.063 102.568 102.304 102.943 99.553 100.884 101.597 100.169 102.197 101.200 97.893
i1687, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:15:20 CEST 2020, 3315.229 441.517 336.914 284.002 237.375 209.310 176.729 138.773 120.120 111.419 112.285 110.721 113.005 113.203 109.235 108.786 104.442 102.867 102.207 99.687 100.747 97.643 98.443 96.415 94.888 96.884 94.738 96.180 92.223 95.394 , 92.094 93.646 91.053 91.091 92.012 90.354 90.491 89.600 90.747 88.377 91.108 88.495 88.231 87.079 88.319 85.939 87.609 85.929 85.679 86.193
empty-class, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:16:34 CEST 2020, 2642.764 186.723 116.678 91.876 80.459 68.509 61.916 56.042 51.117 48.015 49.217 49.971 49.107 49.141 47.318 48.284 45.532 45.134 43.041 42.634 42.055 42.296 42.297 41.948 41.013 41.401 41.510 40.900 40.054 40.393 , 39.685 40.734 39.371 40.475 39.216 39.274 39.198 38.696 38.945 38.372 38.785 38.099 38.483 38.011 38.298 38.063 38.613 38.435 37.756 38.104
empty-object, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:17:48 CEST 2020, 2763.681 232.774 148.272 119.504 101.291 84.798 74.386 69.621 62.671 57.412 54.534 54.344 53.186 53.607 54.134 52.153 53.470 50.363 49.584 49.599 49.890 48.516 48.002 48.312 47.570 48.635 46.488 46.324 44.865 46.617 , 44.243 45.347 43.883 44.458 43.789 44.706 43.332 43.872 43.933 43.314 42.926 43.003 43.134 42.498 42.895 42.105 42.903 42.119 42.143 42.193
empty-file, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:19:01 CEST 2020, 1682.953 40.289 18.565 13.706 11.991 12.063 11.593 11.172 10.939 10.615 10.157 9.612 9.616 9.380 9.112 8.907 8.956 8.702 8.738 8.689 8.635 8.557 8.492 8.430 8.332 8.297 8.256 8.260 8.213 8.039 , 8.014 7.994 8.055 8.024 8.003 7.982 7.982 7.982 8.000 7.985 8.059 8.030 7.958 7.953 7.971 8.183 7.923 8.127 8.110 8.137
patmatexhaust, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:23:16 CEST 2020, 5603.213 1457.734 1152.454 1008.517 861.072 735.229 764.004 614.222 572.940 549.636 511.927 468.179 454.436 462.749 466.030 448.971 438.781 441.186 435.030 417.108 5618.292 1506.372 1170.952 951.278 809.062 790.206 636.879 595.143 558.640 515.716 485.455 436.711 427.493 408.008 405.512 427.375 430.919 430.802 432.673 422.948 5588.101 1493.184 1160.325 1028.063 905.639 787.353 784.386 638.362 594.434 565.289 548.834 500.791 456.365 457.104 471.344 432.542 423.257 434.759 453.833 440.235 , 414.160 395.968 388.518 371.532 364.507 357.570 359.152 345.337 342.264 341.970 341.256 323.746 322.337 320.242 313.906 312.798 310.515 305.652 300.015 300.333 296.685 293.541 295.687 296.498 292.452 289.722 283.899 286.777 294.631 281.395 281.558 288.983 282.186 289.719 284.393 278.304 279.989 284.648 278.694 276.524 413.422 392.053 384.627 369.806 368.858 359.672 350.723 346.554 349.670 329.399 327.868 327.472 318.137 313.652 317.924 307.949 306.756 303.768 297.561 297.032 296.027 287.014 292.508 288.887 289.051 283.517 284.785 287.998 282.267 285.516 287.374 279.032 285.107 280.304 273.947 275.461 277.956 273.896 272.043 271.934 431.989 424.747 416.056 394.192 384.185 375.597 376.327 360.138 355.740 351.207 354.750 340.903 334.037 336.636 326.141 323.774 322.263 312.344 312.191 308.072 302.196 302.902 304.095 299.291 297.132 293.535 289.701 292.533 297.248 297.645 288.812 291.951 293.829 284.604 289.948 279.963 280.367 287.244 282.342 283.453
exhaustivity-I, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:27:16 CEST 2020, 4922.103 1281.606 924.721 744.040 638.177 579.276 553.086 489.458 438.660 404.567 376.306 340.868 316.669 293.328 270.325 260.904 258.126 261.805 255.989 252.955 4811.796 1190.783 851.940 668.875 566.046 507.499 463.589 405.949 363.010 326.324 307.014 314.035 314.746 312.686 312.303 306.136 292.116 280.826 271.146 267.761 4815.727 1238.438 928.531 741.591 635.583 582.163 539.548 468.485 420.313 378.289 359.184 320.065 294.086 278.125 300.749 287.582 289.238 287.330 278.020 268.286 , 262.732 257.323 262.348 254.236 256.831 251.792 240.151 234.925 235.143 230.083 223.413 225.670 216.416 215.271 220.440 212.560 212.668 209.602 210.519 204.652 207.167 202.014 202.216 208.982 198.898 199.262 201.009 197.690 197.536 198.816 196.452 195.624 201.562 196.713 198.381 195.130 191.400 192.619 195.687 190.302 259.655 254.201 251.061 246.908 234.698 229.770 231.548 224.756 221.284 220.422 212.867 213.826 206.705 213.459 206.453 205.000 205.966 203.640 199.301 201.667 198.749 197.171 201.638 198.139 200.382 197.550 197.626 201.073 198.830 197.554 200.369 197.273 195.807 198.843 192.549 193.003 195.973 191.953 193.223 192.757 267.942 264.312 256.948 247.277 240.537 232.908 230.147 228.976 226.463 221.738 222.932 215.200 215.066 212.767 209.352 209.152 208.371 206.308 204.990 204.477 200.514 200.899 204.067 199.485 199.112 201.478 195.742 195.955 198.550 197.380 201.361 197.057 195.597 197.425 194.739 194.294 193.643 198.410 194.437 190.056
exhaustivity-S, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:31:22 CEST 2020, 5801.047 2047.848 1824.822 1481.731 1429.456 1398.281 1369.179 1352.474 1323.074 1301.118 1291.782 1282.543 1266.119 1250.767 1261.999 1245.146 1236.405 1213.731 1211.266 1210.974 5802.950 2178.501 1551.678 1544.908 1331.104 1310.354 1276.470 1255.387 1223.781 1224.949 1214.859 1204.133 1171.330 1189.236 1168.041 1162.540 1152.976 1130.300 1133.281 1131.785 5784.672 2022.203 1383.999 1476.651 1292.379 1238.712 1214.486 1190.269 1154.518 1151.931 1142.783 1128.067 1108.160 1093.724 1112.574 1084.588 1075.938 1061.484 1054.448 1057.476 , 1210.525 1199.379 1187.846 1187.173 1189.132 1192.372 1188.117 1192.360 1186.875 1194.025 1188.013 1190.990 1190.299 1190.915 1184.757 1194.096 1183.274 1183.455 1185.699 1169.872 1181.165 1186.448 1183.220 1176.193 1175.062 1178.702 1179.246 1175.768 1176.409 1178.168 1171.616 1179.648 1171.218 1178.527 1178.227 1169.905 1173.596 1174.440 1168.249 1167.699 1121.906 1111.469 1111.859 1109.313 1101.984 1101.688 1102.766 1110.096 1102.803 1102.852 1097.212 1105.441 1105.045 1098.369 1102.188 1099.752 1100.605 1098.261 1103.840 1095.663 1100.319 1098.568 1101.422 1098.668 1091.403 1087.241 1094.456 1094.655 1092.482 1088.054 1084.639 1095.311 1089.350 1082.223 1088.053 1089.279 1089.733 1085.585 1081.285 1089.373 1054.560 1050.662 1044.657 1044.014 1039.455 1045.089 1039.091 1045.718 1045.031 1044.070 1038.747 1043.823 1037.311 1037.822 1038.589 1032.923 1036.895 1047.438 1036.954 1028.164 1033.932 1031.647 1035.788 1032.330 1031.582 1026.784 1026.489 1026.354 1027.307 1028.356 1026.263 1021.791 1019.657 1026.064 1021.909 1017.602 1022.203 1022.103 1017.024 1017.900
exhaustivity-T, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:35:33 CEST 2020, 5006.346 1365.631 1057.547 874.462 696.894 646.392 615.402 590.529 583.866 561.347 546.442 531.773 520.696 518.653 515.672 509.084 508.348 503.170 506.242 506.807 4925.704 1774.945 1279.963 957.449 759.602 716.287 681.887 667.862 643.015 623.591 602.771 598.237 586.726 578.467 578.988 579.310 575.394 578.624 568.447 569.681 4953.472 1632.590 1075.005 884.264 745.342 717.104 674.664 648.673 631.358 618.466 593.317 590.389 583.477 571.435 570.211 561.949 562.123 563.803 556.350 559.148 , 503.567 501.583 504.709 504.718 500.137 503.383 496.588 493.218 493.045 487.629 491.376 489.084 486.191 485.189 479.907 481.882 479.365 477.907 475.425 474.850 472.402 472.211 471.640 471.765 469.579 468.742 466.166 467.526 465.881 466.783 463.987 469.665 464.761 462.133 466.199 462.312 463.211 464.068 463.643 459.769 569.663 568.400 572.101 569.209 566.803 571.641 564.312 564.517 564.942 561.953 559.456 557.581 555.556 560.032 554.830 552.510 551.070 549.619 551.594 546.674 546.594 547.371 543.658 543.303 542.788 541.962 540.358 540.404 539.157 538.192 537.955 538.334 535.922 537.433 532.586 538.602 534.592 531.883 533.824 533.233 551.240 562.812 560.474 553.119 558.599 561.670 552.348 555.852 553.674 551.613 547.777 548.836 545.610 547.577 545.301 544.562 541.337 545.396 540.508 540.575 540.239 539.237 536.174 533.274 539.013 534.438 532.575 533.058 527.504 531.708 530.828 528.736 530.323 527.827 529.487 530.006 523.641 524.098 526.748 527.041
exhaustivity-V, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:41:41 CEST 2020, 6392.127 3283.196 2462.367 2262.986 2202.472 2181.383 2206.315 2110.535 2109.264 2112.454 2061.043 2045.720 2028.466 2018.034 2016.415 2018.770 1991.127 2003.387 1993.392 1977.498 6399.389 2542.969 2307.358 1966.760 1927.906 1871.712 1886.158 1826.414 1826.240 1798.100 1789.278 1759.198 1756.419 1741.964 1742.378 1730.357 1726.659 1721.871 1726.291 1714.351 6290.829 2481.815 2204.856 1994.503 1977.494 1938.358 1923.072 1869.172 1870.775 1867.678 1832.248 1827.856 1807.721 1791.022 1790.269 1795.032 1771.473 1773.915 1782.361 1757.414 , 1965.024 1968.045 1965.463 1960.176 1950.126 1950.194 1954.185 1942.597 1937.052 1930.473 1953.678 1927.290 1944.759 1938.830 1936.781 1928.094 1941.077 1933.300 1926.325 1926.004 1924.897 1935.069 1930.484 1935.350 1933.234 1938.477 1925.388 1931.121 1926.129 1935.558 1925.762 1934.866 1934.334 1946.083 1925.206 1941.703 1933.484 1920.329 1932.480 1933.464 1714.904 1708.872 1709.106 1713.342 1702.786 1720.005 1699.647 1704.533 1691.842 1695.013 1692.353 1695.680 1695.280 1692.745 1691.141 1681.772 1689.168 1681.687 1681.916 1681.338 1694.558 1682.388 1684.309 1681.418 1679.953 1678.734 1674.409 1678.200 1669.027 1671.096 1667.175 1680.993 1667.156 1673.505 1670.629 1671.130 1676.088 1660.861 1671.482 1671.468 1750.667 1750.009 1751.553 1748.478 1749.877 1746.677 1748.797 1736.004 1735.653 1734.676 1741.275 1731.761 1745.864 1730.967 1719.324 1721.578 1734.802 1730.135 1720.766 1726.199 1718.386 1736.903 1724.076 1730.514 1724.638 1730.329 1722.766 1729.380 1717.275 1719.725 1715.466 1724.524 1712.357 1730.329 1724.638 1715.413 1719.822 1708.225 1723.764 1723.112
implicitNums, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 15:43:18 CEST 2020, 7615.425 2757.977 2034.897 1706.457 1590.433 1452.839 1257.404 1134.554 1062.209 1015.642 937.589 828.228 780.607 719.913 702.477 675.607 670.578 677.227 667.083 677.863 664.635 677.367 657.811 655.177 662.709 658.256 665.875 658.279 652.075 660.739 , 656.593 662.631 647.034 652.056 661.895 646.841 658.581 644.243 647.638 639.429 638.201 654.496 643.585 640.312 635.595 635.333 635.733 643.489 641.428 640.095
stdlib213, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 16:11:22 CEST 2020, 62579.445 36732.964 30648.089 30426.490 27409.506 27074.561 28535.048 26852.229 26650.820 28247.582 26618.953 26286.938 28078.708 26317.849 26172.258 27805.406 26318.494 26346.526 27833.535 26318.790 26308.895 27647.399 26157.757 26150.638 27758.574 26124.482 26130.522 27532.047 26155.270 26156.443 , 27248.992 26183.525 26159.195 26542.807 26097.965 26133.799 26568.838 26130.309 26120.461 26590.416 26042.094 27916.864 26100.171 26220.314 27804.863 27791.321 26163.759 27830.007 26298.116 28003.080
scalap, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 16:14:15 CEST 2020, 15153.752 6038.965 4736.910 4225.422 4019.667 3704.868 3499.036 3307.497 3454.363 3492.180 3301.993 3090.719 2896.925 2789.301 2704.974 2625.787 2596.908 2577.396 2542.706 2451.764 2464.587 2417.368 2415.505 2401.278 2384.287 2394.236 2341.217 2387.819 2347.695 2343.308 , 2348.984 2278.806 2332.373 2283.397 2253.640 2250.527 2260.421 2232.038 2324.799 2241.408 2240.107 2241.351 2236.757 2253.736 2241.258 2217.025 2225.584 2186.393 2200.813 2205.648
power-macro-power-inlined-1, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 16:15:55 CEST 2020, 3088.703 304.608 210.390 168.719 149.009 126.505 113.108 105.894 97.119 92.395 85.592 86.722 82.991 83.701 86.272 83.446 83.400 96.412 79.792 78.947 78.300 75.996 75.176 73.290 75.673 71.898 73.581 70.960 70.805 71.326 , 70.763 69.750 69.401 69.295 71.061 69.347 67.426 68.537 66.698 66.873 65.998 68.782 65.495 66.863 67.674 66.390 65.814 66.348 65.513 65.880
power-macro-power-inlined-1k, 9347, 2020-07-11T12:14:02Z, 55d7300, Sat Jul 11 16:17:40 CEST 2020, 4610.066 1031.773 732.927 638.619 588.914 486.560 436.980 411.098 360.564 334.391 307.602 291.695 294.793 319.786 295.376 267.943 277.295 267.733 252.325 274.369 232.659 223.252 217.774 216.640 210.860 212.247 210.859 208.073 212.320 206.796 , 208.682 205.533 209.950 202.966 206.250 200.886 202.615 200.991 202.640 201.694 204.329 200.365 198.642 198.080 198.125 200.516 195.761 200.256 195.417 196.408
