dotty, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:32:46 CEST 2018, 84134.522 43519.995 39973.688 37697.524 38209.538 36790.905 36545.969 36443.712 37138.182 36291.963 36211.642 36169.524 36694.545 36011.169 35963.364 35967.388 36382.079 35768.760 35690.655 35736.587 35971.399 35724.960 35717.331 35683.044 35817.176 35668.561 35507.286 35407.374 36105.306 35714.559 , 35570.049 35630.485 35984.605 35668.859 35546.834 35676.719 35932.897 35498.535 35427.273 35816.017 35937.113 35511.716 35477.966 35507.871 35962.798 35410.924 35484.168 35473.935 35890.133 35672.230
scala-library, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:38:45 CEST 2018, 24335.731 11098.609 8881.932 8524.427 7149.141 6785.618 6632.273 6701.934 6420.772 6303.703 6249.877 6316.103 6381.140 6215.772 6189.632 6310.926 6186.690 6171.768 6345.862 6169.653 6150.592 6078.499 6041.066 6018.514 6017.202 6027.536 6035.005 5982.034 6060.265 6103.390 , 6024.931 6013.552 5998.565 5995.059 5933.534 5900.130 6002.738 5904.415 5920.589 5959.265 5970.431 6004.552 6015.184 5913.708 5937.602 6010.923 5905.851 5932.369 5895.905 5889.916
re2s, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:41:50 CEST 2018, 17313.772 6734.850 5966.489 3829.709 3491.946 3113.700 3179.622 2963.438 2915.876 2878.229 2871.115 2824.493 2778.324 2768.619 2793.428 2773.480 2781.332 2797.641 2716.748 2704.742 2746.501 2711.625 2760.292 2697.007 2692.741 2866.270 2668.140 2653.982 2694.359 2682.317 , 2698.609 2667.909 2674.845 2657.397 2675.005 2642.750 2701.758 2695.625 2659.692 2688.576 2660.711 2662.195 2664.739 2634.160 2659.319 2699.686 2641.707 2645.476 2623.886 2663.773
implicit-cache, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:43:07 CEST 2018, 2752.612 519.213 506.118 339.080 292.319 244.291 201.757 145.610 134.916 129.541 122.512 116.786 117.865 111.151 111.241 105.961 107.601 103.090 102.659 103.634 112.391 108.164 104.386 104.490 107.107 103.259 99.542 96.870 98.487 95.845 , 97.614 106.625 98.728 94.879 93.711 97.029 93.908 95.168 93.460 94.050 92.248 93.023 92.223 93.133 90.691 92.213 91.308 91.443 90.817 91.827
implicit-scope-loop, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:44:26 CEST 2018, 2955.991 553.142 458.936 355.057 234.008 210.965 159.654 159.486 156.504 138.353 122.031 126.722 119.021 114.345 112.494 109.372 110.539 106.535 106.951 107.268 103.451 115.201 101.293 102.989 100.146 112.913 107.305 100.868 100.413 97.698 , 98.925 102.954 98.159 96.801 95.373 96.728 101.498 96.826 94.752 96.101 99.080 101.328 111.527 95.874 92.870 93.202 103.630 94.081 95.545 92.862
inductive-implicits, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:46:08 CEST 2018, 5753.976 2590.296 2114.632 2184.823 1760.209 1690.523 1649.135 1635.118 1848.057 1677.428 1574.309 1539.001 1516.433 1524.318 1456.870 1440.601 1451.808 1474.079 1443.124 1478.964 1468.620 1449.713 1425.409 1394.533 1379.892 1403.402 1398.406 1388.369 1368.627 1404.676 , 1377.524 1371.658 1372.736 1394.396 1372.452 1365.967 1373.450 1514.027 1355.302 1351.309 1350.998 1363.515 1349.654 1346.477 1350.329 1347.910 1340.812 1341.425 1338.480 1355.784
i1535, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:47:28 CEST 2018, 3404.005 825.097 568.950 447.630 390.040 325.909 215.677 191.862 174.595 171.863 211.891 201.061 131.879 125.154 142.991 145.812 115.234 113.432 150.361 130.794 116.392 113.330 106.207 105.173 107.481 103.415 103.089 102.201 100.927 100.291 , 99.556 97.416 98.545 97.117 108.392 105.433 103.662 94.510 97.216 97.888 94.224 94.884 91.692 94.115 92.765 92.098 95.595 92.145 92.013 92.777
i1687, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:48:45 CEST 2018, 2732.703 422.401 266.523 216.728 169.751 130.508 111.191 141.012 132.168 105.404 84.803 81.613 74.836 75.063 75.908 74.071 73.679 71.621 72.525 71.785 70.317 71.919 85.390 70.314 70.565 68.500 69.466 67.624 68.155 66.926 , 68.116 66.343 67.147 67.887 66.702 67.198 66.114 67.062 65.227 65.919 65.886 65.847 65.470 68.991 66.533 66.525 68.040 65.874 66.321 65.045
vector, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 18:52:47 CEST 2018, 6896.180 2275.220 2037.733 1959.317 1770.768 1680.698 1097.277 1108.510 833.686 790.554 706.324 657.651 639.392 622.584 658.194 595.772 590.808 604.420 583.928 563.541 7578.908 2964.689 2357.047 1526.937 1445.368 1167.470 1009.820 918.044 865.315 773.579 1046.047 713.375 673.372 745.568 697.219 645.165 600.664 694.484 682.467 610.598 7512.808 2712.672 2212.971 1880.092 1586.660 1506.044 1055.823 866.460 775.439 1013.428 1041.799 691.135 679.435 697.662 612.617 605.622 592.488 643.065 649.610 597.522 , 563.446 583.797 541.587 539.433 528.512 532.168 530.569 511.406 513.582 510.284 699.286 531.313 503.412 498.258 506.476 496.375 489.996 504.025 507.733 517.976 504.433 488.942 492.278 491.359 480.544 476.861 507.617 478.633 480.658 482.056 579.020 586.508 571.195 558.198 545.510 568.922 539.240 531.475 532.301 536.045 519.468 514.877 520.316 525.432 527.389 509.625 508.774 501.725 510.459 497.929 504.763 512.529 504.384 491.648 493.722 530.353 488.686 487.400 493.722 484.606 575.662 571.905 696.076 559.178 530.558 545.467 546.979 532.436 515.019 543.305 525.744 512.633 511.698 520.016 504.796 516.093 583.997 540.589 497.920 493.540 504.012 488.785 480.279 491.323 480.920 476.221 491.904 488.717 482.845 475.946
vector-opt, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 19:00:57 CEST 2018, 7245.214 2065.477 1851.598 1405.128 1267.224 1407.809 1568.123 1419.196 1252.489 1097.942 916.533 1068.138 868.668 1019.216 706.938 684.877 646.284 633.698 636.463 618.491 7585.103 2635.817 2220.041 1888.655 1308.619 1248.049 1378.389 1095.502 1230.142 827.077 707.892 684.893 667.145 653.876 634.725 715.211 592.133 666.892 597.618 572.997 7589.274 2065.442 1618.487 1379.066 1819.386 1705.790 1235.233 923.563 860.573 766.476 741.640 772.264 673.563 644.903 642.483 613.118 604.143 603.566 579.967 570.702 , 714.990 584.940 586.706 581.671 566.901 547.224 547.808 561.837 534.685 536.770 534.211 533.720 531.523 525.485 521.644 538.044 523.402 524.731 564.079 535.796 558.075 506.515 507.856 508.476 518.669 501.966 500.070 507.319 503.753 501.472 560.846 557.087 841.045 723.128 558.932 532.419 541.030 529.201 541.472 510.082 526.323 547.146 512.886 508.111 502.790 541.914 546.571 584.472 539.204 510.994 496.159 501.722 511.776 492.601 490.603 513.438 495.021 502.997 501.434 514.758 676.693 591.847 582.918 550.475 547.649 546.508 540.263 529.843 518.273 531.509 514.478 509.380 520.292 510.968 518.480 507.722 506.600 504.978 505.487 494.710 496.285 510.268 489.855 487.206 500.421 487.056 485.461 493.772 484.325 483.539
empty-class, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 19:02:14 CEST 2018, 2345.406 273.099 239.799 190.244 156.239 136.849 91.155 89.915 88.033 76.983 66.928 72.106 63.776 65.028 59.208 58.420 58.119 57.278 55.756 56.189 55.214 56.140 54.225 54.672 53.601 56.345 52.968 55.979 52.924 53.472 , 53.317 53.280 52.375 53.692 52.327 52.760 52.311 52.664 52.270 52.550 51.998 52.001 51.852 52.078 51.865 53.591 54.450 52.584 51.566 50.950
empty-object, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 19:03:31 CEST 2018, 2342.537 273.115 213.239 139.263 115.592 111.580 106.105 84.140 78.910 72.216 65.598 62.298 62.208 60.059 60.466 58.836 60.012 57.924 59.480 61.387 58.042 58.044 56.684 57.559 54.797 55.300 56.552 55.187 54.705 59.551 , 55.962 54.748 54.140 55.177 53.890 54.090 53.088 54.739 54.468 54.292 55.940 53.498 53.025 54.333 53.101 53.350 54.312 53.637 52.846 52.760
empty-file, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 19:04:46 CEST 2018, 1623.428 169.037 133.982 112.653 97.901 80.626 64.046 48.748 41.280 39.575 38.420 37.183 37.715 36.429 37.192 36.118 35.428 35.731 35.399 35.775 34.966 36.123 35.532 35.957 35.336 34.801 35.321 35.397 35.308 35.187 , 34.616 36.172 35.220 34.547 35.461 35.129 35.347 35.396 34.258 34.747 34.453 34.499 34.762 33.887 34.419 35.258 33.901 34.186 33.813 35.151
patmatexhaust, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 19:08:56 CEST 2018, 4951.448 1709.984 1287.576 1281.828 840.419 784.062 805.574 712.444 601.112 664.103 456.077 552.043 425.305 423.951 489.230 514.182 405.043 354.725 345.707 355.760 5247.914 2224.497 1506.878 1092.564 1014.206 783.694 657.640 702.091 708.697 721.576 474.049 473.836 526.941 535.166 556.812 417.662 383.980 357.779 423.440 424.419 5930.100 1603.742 1421.025 1299.225 1089.147 1023.079 956.001 857.101 606.739 543.049 506.672 474.952 465.242 513.734 407.073 381.623 411.299 442.229 368.324 369.614 , 329.826 319.737 392.136 367.470 309.236 350.065 344.465 292.825 311.527 282.168 278.842 278.628 280.600 277.348 266.866 263.034 271.324 262.560 266.162 271.855 261.250 272.747 268.084 257.349 257.219 260.966 262.161 255.671 252.908 263.988 286.116 254.556 255.669 260.923 269.602 257.243 265.242 253.573 269.361 259.019 380.606 346.969 319.026 321.271 455.003 373.121 297.941 293.081 288.176 281.088 297.746 279.397 279.332 280.159 274.285 290.743 284.931 303.274 295.413 265.575 274.873 266.621 269.803 268.977 282.510 280.997 274.524 268.181 260.250 266.685 305.223 262.990 264.152 254.182 260.855 274.287 262.002 276.931 276.701 257.832 328.670 318.852 327.012 306.926 301.571 299.787 370.478 375.944 373.868 302.608 293.907 294.189 285.141 292.711 279.487 297.314 311.871 279.729 274.233 273.731 268.983 272.633 276.313 274.609 267.417 273.824 267.200 267.044 262.029 269.788 263.104 259.762 267.475 258.237 260.900 262.595 258.799 272.266 265.140 258.741
exhaustivity-I, 4593, 2018-05-28T15:56:06Z, 3652d94, Mon May 28 19:12:51 CEST 2018, 3835.980 1173.500 1285.593 1042.329 776.301 608.627 667.434 593.805 533.769 458.483 344.678 356.865 368.858 363.041 237.418 240.557 216.471 232.301 254.128 196.081 3859.726 1113.981 1184.486 929.567 728.617 637.064 423.328 425.065 368.671 281.290 310.838 271.599 235.068 255.853 271.038 218.879 214.399 215.347 207.076 237.293 4100.009 1489.083 1164.980 804.841 673.764 570.585 648.934 504.917 377.820 435.806 390.069 363.306 353.505 280.524 226.975 205.447 202.902 205.824 185.503 185.524 , 189.545 196.325 184.268 186.774 201.699 184.220 173.369 168.811 173.229 174.200 166.329 163.944 164.201 176.317 172.938 162.098 162.957 163.788 159.166 173.134 167.956 156.182 155.983 163.655 163.179 152.779 154.272 152.169 149.540 157.850 152.620 149.835 147.603 145.688 147.315 146.378 144.080 146.685 143.639 145.374 219.373 202.356 190.664 187.570 219.212 177.425 175.939 178.151 171.781 165.639 166.966 165.075 161.765 163.337 161.340 159.727 174.766 160.723 188.282 163.633 158.092 159.098 160.973 160.224 162.229 159.135 155.559 156.338 170.437 158.506 158.686 168.586 150.493 175.661 155.506 149.752 158.707 148.143 148.960 147.362 182.219 181.733 179.847 173.009 172.323 176.559 169.254 167.504 173.063 166.261 173.018 176.419 165.178 173.217 162.124 161.346 159.007 161.520 158.382 159.718 157.324 154.544 157.955 153.374 155.609 153.393 151.173 151.004 153.947 170.826 154.592 148.061 147.614 149.143 144.859 144.562 148.793 144.984 145.813 144.025
