dotty, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:24:00 CEST 2020, 83092.477 46353.920 39082.985 38509.158 37084.626 36226.105 36657.105 36022.292 35844.854 36299.848 35666.812 35469.060 35872.801 35297.108 36879.372 35420.823 35347.509 35751.967 35231.148 36705.291 35229.175 36669.685 35373.083 36692.677 35208.600 36737.480 35423.724 36414.347 35241.633 36311.163 , 35247.918 36432.417 35261.407 36240.787 35136.217 36245.805 35312.129 36169.856 35213.993 36277.686 35371.635 36328.930 35205.843 35696.463 35348.089 35914.307 37176.156 35278.988 35811.658 36601.648
re2s, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:26:40 CEST 2020, 14364.803 5763.554 4491.300 3830.358 3340.456 3070.678 2842.816 2754.226 2684.610 2599.513 2546.417 2484.745 2519.481 2435.197 2414.705 2399.241 2393.534 2352.911 2328.061 2332.660 2312.454 2324.132 2300.546 2313.452 2253.405 2260.358 2244.931 2234.086 2223.096 2263.818 , 2216.331 2263.151 2217.455 2218.934 2218.800 2209.875 2225.723 2208.145 2198.076 2197.058 2194.785 2216.865 2206.053 2201.085 2188.065 2212.660 2215.408 2194.493 2195.506 2189.879
scalap, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:29:05 CEST 2020, 14312.237 5252.556 4175.425 3414.986 3238.807 3050.407 2864.716 2593.976 2499.599 2471.005 2450.185 2374.719 2333.314 2175.330 2137.149 2106.825 2035.636 2021.504 2004.246 1982.535 1937.709 1925.604 1885.647 1884.124 1914.647 1862.446 1874.876 1822.358 1829.461 1899.633 , 1803.928 1785.837 1820.975 1773.164 1804.081 1793.956 1754.818 1724.860 1837.219 1739.020 1747.756 1790.415 1730.679 1774.201 1746.739 1703.236 1696.520 1679.559 1686.697 1723.191
stdlib213, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:51:08 CEST 2020, 52420.610 29955.872 24183.882 22293.017 22024.901 20365.809 19645.571 19561.361 20729.773 19556.446 19402.575 19330.534 20456.724 19496.722 19141.215 19164.108 20368.659 19227.822 19098.756 19193.393 20385.905 19223.645 19103.039 19159.396 19904.539 19102.397 19080.201 19120.021 19568.321 19065.032 , 18917.204 19084.697 19684.702 18979.409 19103.579 19035.542 19057.881 18994.578 19022.503 20440.059 19041.274 20212.541 18981.260 18990.824 20370.537 19057.670 18968.305 20411.323 19114.065 19061.078
power-macro-power-inlined-1, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:52:48 CEST 2020, 3134.254 295.897 192.271 132.339 111.444 94.146 91.836 89.076 88.674 90.782 84.658 85.216 81.184 95.562 77.211 74.749 72.071 70.571 70.318 68.038 68.551 68.104 67.878 65.927 65.775 63.154 63.557 63.782 62.569 62.536 , 63.152 63.448 61.671 62.417 60.283 60.911 61.026 61.253 59.254 59.820 58.795 60.367 59.085 59.588 58.864 60.432 58.226 59.841 58.386 59.266
power-macro-power-inlined-1k, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:54:35 CEST 2020, 4974.044 1227.275 801.487 647.738 551.492 468.245 386.523 335.178 304.155 265.817 250.100 254.671 251.458 251.034 281.865 226.825 218.165 218.818 211.386 205.431 202.638 205.945 198.738 195.055 197.936 194.910 194.939 193.520 194.272 192.514 , 192.838 190.972 190.371 189.724 194.907 189.010 190.305 188.527 190.683 187.286 190.382 187.787 189.088 186.131 187.749 185.028 188.819 185.193 188.539 185.116
quote-string-interpolation-matching, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:56:31 CEST 2020, 5123.802 1524.339 1329.799 1063.309 1022.791 905.125 756.688 706.625 702.340 668.196 673.429 674.650 656.649 662.584 652.766 657.739 662.103 649.762 657.573 659.862 655.195 657.289 647.731 667.033 655.809 651.960 658.647 653.191 648.649 651.409 , 646.933 647.818 647.803 642.487 648.013 644.114 641.285 644.753 639.325 645.660 642.892 639.081 639.213 634.721 634.626 644.639 630.015 637.702 637.581 635.240
i1535, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:57:49 CEST 2020, 3991.577 695.302 470.611 366.322 313.287 275.087 221.250 197.337 180.252 177.540 157.692 149.432 148.188 146.941 143.879 152.463 146.079 141.781 146.394 138.513 138.104 134.221 133.453 136.022 127.491 129.999 130.151 126.724 123.145 127.355 , 123.411 128.064 120.233 120.520 121.414 119.133 121.690 117.058 113.814 115.996 111.801 118.244 111.934 115.565 110.155 109.671 115.995 109.689 111.483 108.382
i1687, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 11:59:05 CEST 2020, 3236.809 408.687 293.115 214.252 171.228 135.882 109.333 107.033 100.847 101.148 104.847 101.549 98.744 93.112 91.372 92.724 88.286 87.410 85.176 84.472 85.318 82.939 85.550 82.004 82.147 80.316 82.912 79.437 79.669 78.456 , 78.732 79.379 78.804 78.064 77.388 78.496 76.780 76.219 75.113 77.165 75.082 75.368 74.323 75.204 75.006 76.128 73.726 75.153 73.807 73.931
empty-class, 9870, 2020-09-25T08:45:54Z, 2fe5bcf, Fri Sep 25 12:00:19 CEST 2020, 2527.017 115.603 72.447 54.977 47.851 42.404 40.207 37.656 35.518 34.710 32.931 32.403 32.074 31.205 29.612 29.824 28.760 28.719 28.039 27.786 27.713 26.795 26.346 26.467 26.099 26.014 25.687 25.451 25.062 25.491 , 25.103 24.880 25.104 24.870 25.088 24.577 24.759 24.506 24.944 24.563 24.400 24.403 24.256 24.232 24.043 24.224 23.955 24.124 23.759 24.068
