dotty, 4028, 2018-02-22T17:14:59Z, 7a12ede, 36336.376, Thu Feb 22 18:51:37 CET 2018, 83954.364 43872.642 39752.268 38724.331 39131.089 37268.115 37333.263 37312.565 38522.362 36953.689 36857.405 36873.726 38180.153 36680.003 36664.808 36762.043 37473.840 36577.616 36467.671 36522.003 37243.154 36385.931 36253.999 36393.141 36761.219 36412.535 36225.549 36267.079 36947.099 36199.983 , 36368.458 36359.904 36933.563 36362.083 36357.663 36347.000 36750.811 36114.128 36199.593 36325.752 36909.368 36285.121 36222.506 36290.846 36862.524 36169.982 36090.441 36175.273 36873.107 36305.407
tests/scala-library, 4028, 2018-02-22T17:14:59Z, 7a12ede, 5355.0385, Thu Feb 22 18:57:04 CET 2018, 27549.258 11777.879 8334.997 7055.061 6456.139 6034.733 6086.456 6018.908 6270.975 5697.307 5697.310 5607.456 5532.445 5561.654 6287.772 5539.055 5491.428 5512.511 5504.491 5487.878 5613.872 5588.298 5488.187 5526.599 5402.868 5405.301 5933.447 5476.924 5457.234 5364.056 , 5420.870 5404.507 5514.250 5364.689 5334.748 5387.790 5381.631 5352.937 5357.140 5358.282 5320.841 5318.136 5325.412 5336.826 5509.596 5445.313 5341.438 5316.898 5323.985 5300.316
opts/scala-library, 4028, 2018-02-22T17:14:59Z, 7a12ede, 5650.7315, Thu Feb 22 19:06:57 CET 2018, 25087.763 11830.912 9202.523 7270.502 7237.146 7092.850 6192.478 6076.682 6285.452 6078.275 6011.233 6526.060 5880.894 5849.877 5860.794 5863.363 5779.851 5870.048 6190.654 5781.761 5803.698 5822.006 5735.804 5758.303 5753.296 5750.179 5726.137 5687.147 5710.588 5652.504 , 5672.752 5695.887 5644.682 5644.579 5745.185 5618.448 5704.353 5706.804 5639.373 5658.298 5659.040 5656.781 5633.823 5690.829 5701.979 5612.251 5622.838 5643.686 5642.670 5588.676
tests/re2s, 4028, 2018-02-22T17:14:59Z, 7a12ede, 2791.644, Thu Feb 22 19:10:03 CET 2018, 16044.322 6732.386 5965.265 4344.761 4091.253 4347.600 3904.740 3112.709 3541.544 3363.598 2972.224 2957.526 2934.341 2921.347 2979.178 2917.491 2898.378 3386.669 2926.400 2920.117 2834.100 2856.601 2884.859 2843.554 2805.066 2787.521 2792.372 2791.280 2808.370 2803.742 , 2818.239 2808.457 2795.806 2795.914 2788.357 3267.837 2795.178 2816.142 2803.476 2788.063 2771.232 2792.613 2786.999 2762.261 2782.783 2817.041 2758.226 2777.696 2755.352 2790.675
opts/re2s, 4028, 2018-02-22T17:14:59Z, 7a12ede, 2883.175, Thu Feb 22 19:13:13 CET 2018, 14306.382 9841.842 6626.410 4551.210 3880.712 3534.359 3414.871 3429.673 3151.611 3246.421 3157.056 3431.838 3021.742 2991.115 2973.072 2978.997 2962.859 2982.926 3053.961 2965.977 2917.816 2927.795 2967.627 2911.352 2931.321 2917.242 2889.785 2915.830 2884.121 2869.283 , 2903.478 2866.954 2901.933 2894.253 2859.474 2875.274 2842.325 2935.886 2933.504 2870.180 2871.227 3112.604 2905.957 2903.826 2845.148 2853.694 2864.269 2891.076 2929.154 2849.137
tests/implicit_cache.scala, 4028, 2018-02-22T17:14:59Z, 7a12ede, 99.2175, Thu Feb 22 19:14:25 CET 2018, 2985.791 525.777 391.544 379.932 305.662 200.448 169.251 169.810 143.636 137.171 132.348 123.313 118.187 120.571 116.666 116.715 116.569 110.541 115.076 117.684 107.684 109.131 107.598 114.160 104.646 108.213 103.223 105.025 109.662 101.659 , 106.446 108.172 103.728 100.055 105.522 105.621 104.761 99.788 100.691 98.104 98.647 96.599 95.797 97.661 97.664 107.758 95.685 96.502 98.184 96.409
opts/implicit_cache.scala, 4028, 2018-02-22T17:14:59Z, 7a12ede, 98.3875, Thu Feb 22 19:15:36 CET 2018, 3063.522 667.836 467.269 296.811 252.759 213.385 173.359 184.859 143.775 129.203 121.951 119.170 113.788 116.787 112.195 110.673 115.292 110.910 109.293 106.760 107.978 107.014 105.461 102.779 102.280 105.729 104.830 106.231 106.122 107.014 , 100.851 103.775 101.298 99.030 101.260 98.256 102.512 97.528 100.672 98.201 98.452 95.791 96.493 95.928 100.962 97.469 101.102 98.323 93.940 97.220
tests/implicit-scope-loop.scala, 4028, 2018-02-22T17:14:59Z, 7a12ede, 105.9135, Thu Feb 22 19:16:47 CET 2018, 3044.316 601.564 405.831 339.529 385.243 270.938 209.710 228.274 159.001 183.970 160.747 150.752 145.433 125.023 129.275 128.696 119.999 120.835 117.193 114.409 126.095 114.424 113.312 113.514 112.102 121.555 129.894 114.359 117.785 126.938 , 115.635 105.804 108.367 106.061 108.991 115.176 106.023 107.246 103.121 116.845 108.543 102.666 108.940 101.468 104.009 100.785 102.518 102.553 100.943 99.849
tests/i1535.scala, 4028, 2018-02-22T17:14:59Z, 7a12ede, 131.4135, Thu Feb 22 19:17:58 CET 2018, 3432.606 727.804 619.366 378.642 308.130 341.819 279.496 212.191 193.764 204.550 175.580 205.873 164.205 160.713 165.023 156.632 160.819 155.261 147.255 148.295 148.616 144.370 142.534 143.633 144.633 138.835 138.373 140.911 135.842 137.286 , 137.514 148.733 166.751 140.962 137.146 131.494 136.035 130.329 128.915 132.060 147.294 150.680 129.213 128.824 127.063 131.333 128.905 127.072 126.267 127.399
tests/i1687.scala, 4028, 2018-02-22T17:14:59Z, 7a12ede, 74.78, Thu Feb 22 19:19:09 CET 2018, 2869.938 426.003 340.221 295.043 202.235 172.401 152.099 158.602 145.043 114.607 94.387 89.453 86.345 83.252 83.805 81.019 84.062 80.454 80.155 80.252 78.821 79.711 78.070 78.010 78.439 76.091 78.699 75.094 78.648 76.661 , 78.323 74.999 73.783 75.192 73.373 75.133 91.316 85.185 75.509 75.929 74.561 76.357 72.770 73.728 75.019 73.332 73.213 73.987 71.965 74.156
tests/Vector.scala, 4028, 2018-02-22T17:14:59Z, 7a12ede, 575.209, Thu Feb 22 19:23:06 CET 2018, 7773.075 2992.091 2274.542 1961.678 1718.994 1638.974 1508.898 1303.665 903.125 997.718 856.441 744.663 778.862 707.624 687.562 771.478 779.162 642.613 635.795 674.484 6692.442 2677.369 1848.257 1443.405 1527.768 1805.318 1530.315 1011.463 1011.314 1082.181 946.682 851.064 824.091 840.104 743.626 681.391 781.536 658.190 644.797 648.223 7593.001 2337.405 1761.125 1645.896 1449.100 1377.107 1109.972 1131.557 1033.976 887.764 828.647 768.448 830.117 689.147 681.781 683.917 653.940 652.620 637.175 639.105 , 708.191 612.453 705.739 616.877 605.766 772.347 614.598 590.442 580.738 574.449 586.503 616.518 602.501 587.959 702.423 583.368 666.784 597.669 560.293 560.846 574.414 555.958 560.723 571.243 551.717 553.063 582.889 578.789 557.590 548.024 638.339 637.500 687.794 639.142 595.526 602.026 592.092 641.841 585.653 574.061 572.318 595.891 593.308 604.842 580.112 752.624 570.630 566.730 568.140 557.339 558.716 567.904 553.014 567.997 550.573 562.191 547.568 546.870 546.279 548.580 623.305 610.848 629.952 598.046 684.368 623.481 608.894 793.085 639.417 573.455 580.787 571.004 573.762 577.806 575.969 568.779 568.343 573.441 555.118 563.015 569.595 569.832 557.966 552.567 560.202 551.436 555.766 565.950 549.916 550.650
