dotty, 3229, 2017-10-02T08:56:31Z, 8d07272, 36118.835, Mon Oct  2 11:19:32 CEST 2017, 77573.717 42082.213 39111.802 37347.295 36866.371 36604.345 36658.329 36545.808 36526.687 36203.088 , 36392.456 36372.308 36198.866 36231.497 36047.707 35999.989 36199.796 35991.044 36080.185 36126.417 36117.660 36011.189 36120.010 36040.705 36164.108 36132.248 36144.387 36097.890 35865.112 36025.483
tests/scala-library, 3229, 2017-10-02T08:56:31Z, 8d07272, 6519.587, Mon Oct  2 11:23:25 CEST 2017, 24954.138 12681.949 9541.892 8372.670 7996.869 8251.056 7041.262 6822.989 6908.840 6687.460 , 6698.959 6697.141 6617.538 6599.483 6569.852 6539.090 6519.999 6545.664 6524.891 6487.272 6519.175 6575.596 6471.361 6449.701 6459.651 6505.797 6487.031 6475.340 6453.728 6493.298
tests/implicit_cache.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 140.3655, Mon Oct  2 11:24:01 CEST 2017, 3095.867 557.392 517.407 510.859 385.399 307.071 257.126 261.232 249.772 186.828 , 173.625 174.205 157.621 168.358 153.430 146.980 146.715 143.696 140.760 139.971 138.479 139.256 137.220 138.462 135.120 144.185 133.415 132.901 132.162 130.842
tests/implicit-scope-loop.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 149.0705, Mon Oct  2 11:24:38 CEST 2017, 3085.924 653.525 607.728 443.673 371.900 297.122 255.622 209.779 183.133 171.612 , 208.104 161.561 171.747 166.072 168.247 147.718 150.270 144.937 168.355 152.863 147.871 145.883 144.139 150.456 153.464 137.469 135.470 137.565 134.139 136.555
tests/i1535.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 176.077, Mon Oct  2 11:25:15 CEST 2017, 3545.027 739.699 639.809 522.552 377.388 320.494 268.393 266.414 336.828 255.494 , 255.898 214.101 202.273 184.196 183.253 181.357 180.920 178.152 193.771 187.568 172.858 174.002 168.815 167.892 169.112 169.353 171.426 168.473 171.530 165.135
tests/i1687.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 120.5985, Mon Oct  2 11:25:51 CEST 2017, 2845.702 535.335 523.023 465.339 385.928 254.756 187.270 204.808 157.309 146.088 , 168.320 149.758 136.240 138.611 127.703 125.603 123.318 124.776 130.017 121.646 119.551 119.160 119.118 117.564 117.954 116.828 116.338 115.837 116.907 118.146
tests/Vector.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 626.2995, Mon Oct  2 11:29:41 CEST 2017, 6621.846 2504.346 2356.260 1514.161 1468.000 1675.529 1064.525 970.756 1162.224 1178.539 922.147 855.758 1078.133 899.334 748.845 792.588 819.945 742.260 683.531 676.220 8005.444 2520.427 1908.557 1495.852 1499.201 1357.478 1230.670 1581.187 1258.099 908.913 846.691 879.453 757.618 746.309 705.819 688.872 676.857 676.428 674.930 669.839 6948.051 2182.123 2207.663 1599.371 1847.309 1294.810 1675.492 1584.930 1411.359 1274.777 874.183 829.399 785.934 751.792 748.680 717.498 696.421 693.883 677.399 686.236 , 661.496 719.157 730.413 668.506 709.902 650.538 702.245 760.041 635.213 621.992 629.537 622.541 617.699 625.298 633.199 619.136 635.109 623.364 608.544 609.495 603.790 604.024 607.059 626.694 606.834 602.804 600.782 604.060 605.251 600.032 663.046 658.327 653.652 688.794 690.768 647.538 645.696 646.594 635.621 634.286 637.266 648.816 676.839 734.106 631.253 621.920 630.896 625.669 661.196 615.702 613.897 634.997 618.344 621.078 611.289 605.541 605.164 611.934 607.000 615.486 659.990 664.878 700.353 840.921 647.801 641.915 643.562 641.555 634.600 632.660 628.370 622.921 625.905 630.226 627.579 627.566 619.913 620.367 625.409 615.001 607.641 610.882 613.993 620.582 617.661 605.003 612.280 609.248 603.015 617.946
tests/empty-class.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 98.196, Mon Oct  2 11:30:16 CEST 2017, 2624.840 346.900 300.611 273.550 225.290 206.054 130.994 119.723 108.269 104.356 , 106.937 101.352 98.839 126.481 97.949 100.311 99.810 97.525 98.216 96.990 95.916 95.449 98.176 94.588 98.783 99.274 102.282 93.490 93.913 92.245
tests/empty-object.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 97.749, Mon Oct  2 11:30:52 CEST 2017, 2520.262 360.943 320.534 222.173 207.592 177.674 144.240 159.325 135.362 112.325 , 108.300 104.746 102.105 100.286 100.404 105.199 99.246 98.661 98.137 97.655 96.431 95.120 97.533 97.140 97.687 95.890 94.715 94.790 96.922 97.811
tests/empty-file.scala, 3229, 2017-10-02T08:56:31Z, 8d07272, 80.514, Mon Oct  2 11:31:27 CEST 2017, 2181.531 339.268 200.141 171.178 148.877 136.480 124.033 135.132 150.440 108.852 , 119.037 101.982 84.471 82.869 82.557 81.785 80.807 82.117 80.837 79.878 80.161 80.775 79.832 79.698 79.548 80.253 79.726 79.378 79.303 78.961
