dotty, 4036, 2018-03-17T18:17:43Z, b85f964, 34331.8695, Sat Mar 17 19:52:39 CET 2018, 83636.154 42594.227 37342.904 36654.802 36030.308 36346.390 35327.778 35193.556 35353.726 36199.147 34928.398 34959.003 34853.675 35823.790 34895.355 35021.060 34490.313 35511.427 34806.647 34541.194 34442.110 35352.793 34447.305 34446.732 34282.464 35216.745 34264.002 34301.935 34361.115 35201.263 , 34350.568 34375.407 34477.659 35067.648 34313.171 34271.724 34097.938 34942.612 34252.620 34377.166 34267.568 35090.558 34227.930 34406.772 34142.308 35083.707 34244.842 34205.759 34227.456 34998.582
tests/scala-library, 4036, 2018-03-17T18:17:43Z, b85f964, 5417.9915, Sat Mar 17 19:58:04 CET 2018, 24156.999 12929.794 8117.855 6992.011 6732.258 6185.507 6008.007 5925.861 5896.276 5782.234 5788.474 5745.632 5667.340 5634.443 5692.273 5602.190 5566.860 5575.184 5577.430 5610.607 5533.746 5616.914 5561.487 5555.699 5492.507 5516.264 5483.066 5514.100 5555.074 5524.631 , 5486.126 5435.345 5507.604 5416.779 5449.937 5598.239 5416.917 5445.922 5415.817 5419.066 5396.506 5433.914 5453.232 5445.414 5375.975 5408.952 5372.580 5370.626 5351.632 5360.977
opts/scala-library, 4036, 2018-03-17T18:17:43Z, b85f964, 5408.027, Sat Mar 17 20:07:35 CET 2018, 25160.479 11508.176 7603.736 6918.695 6376.249 6663.792 6149.243 5862.914 5861.068 5792.179 5842.606 5806.198 5750.259 5679.044 5693.401 5795.493 5629.328 5663.152 5526.600 5484.615 5495.611 5520.056 5465.884 5492.448 5442.162 5454.896 5446.683 5553.249 5529.604 5443.687 , 5436.219 5457.597 5504.151 5464.916 5451.598 5914.103 5423.832 5402.242 5531.601 5414.285 5388.438 5397.723 5397.236 5408.542 5375.104 5388.566 5407.512 5371.453 5367.417 5345.156
tests/re2s, 4036, 2018-03-17T18:17:43Z, b85f964, 2751.5485, Sat Mar 17 20:10:37 CET 2018, 16913.525 7661.350 5635.593 5250.360 3826.781 3293.012 3145.789 3185.488 3053.406 3012.151 2949.182 2921.708 2905.852 2875.359 2860.513 2849.549 2851.746 2816.091 2834.581 2811.098 2814.504 2822.930 2852.522 2820.758 2753.192 2773.211 2740.735 2751.576 2735.039 2757.190 , 2744.825 2792.993 2755.964 2750.231 2758.373 2734.563 2749.674 2755.475 2738.326 2752.866 2729.043 2715.157 2720.923 2818.439 2954.163 2720.547 2701.384 2761.587 2787.223 2771.154
opts/re2s, 4036, 2018-03-17T18:17:43Z, b85f964, 2781.9435, Sat Mar 17 20:13:41 CET 2018, 15756.628 7640.203 5891.441 4265.472 4640.456 3817.360 3221.882 3149.953 3094.381 3029.126 3226.449 2971.414 3044.852 3115.543 2967.053 2924.665 2861.158 2886.390 2925.737 2943.120 2857.022 2894.239 2822.839 2822.981 2793.459 2805.475 2979.919 2788.773 2787.688 2796.564 , 2774.866 2854.614 2798.907 2790.102 2782.143 2750.367 2820.742 2818.652 2781.744 2770.575 2759.337 2796.232 2809.452 2765.509 2779.090 2760.250 2797.122 2799.690 2747.357 2763.687
tests/implicit_cache.scala, 4036, 2018-03-17T18:17:43Z, b85f964, 98.442, Sat Mar 17 20:14:51 CET 2018, 2893.614 687.407 419.873 296.916 259.421 241.704 256.299 201.733 189.201 133.952 126.571 117.714 120.793 113.248 113.166 110.558 154.540 115.128 107.679 110.170 108.986 107.215 105.747 105.606 106.109 119.491 127.603 109.887 104.488 103.346 , 109.938 110.172 100.929 102.922 101.617 101.216 98.815 99.387 97.806 98.706 97.528 98.178 95.769 96.830 96.060 97.810 96.051 98.773 95.116 93.875
opts/implicit_cache.scala, 4036, 2018-03-17T18:17:43Z, b85f964, 101.6715, Sat Mar 17 20:16:02 CET 2018, 3021.840 666.234 386.421 348.743 286.792 245.536 241.718 270.176 214.582 161.691 185.818 146.048 120.397 113.697 112.500 118.539 110.912 112.931 110.838 110.422 110.766 108.748 109.968 106.387 108.372 105.026 109.906 104.459 105.192 103.676 , 102.288 106.362 108.955 103.728 102.451 102.823 103.447 100.239 101.550 102.633 101.793 100.488 99.687 100.021 100.878 98.898 111.475 99.393 96.791 100.725
tests/implicit-scope-loop.scala, 4036, 2018-03-17T18:17:43Z, b85f964, 102.2275, Sat Mar 17 20:17:13 CET 2018, 2894.233 543.222 567.479 411.783 379.034 307.416 229.581 171.824 156.190 140.908 172.425 160.097 124.684 122.311 120.707 118.953 117.192 116.624 113.013 114.966 111.788 110.212 111.915 116.511 121.437 130.686 110.031 119.414 132.749 108.559 , 104.107 106.479 102.994 106.740 103.620 101.446 102.408 100.197 103.331 102.047 102.955 100.019 100.148 97.517 99.174 99.783 98.411 97.401 106.640 104.359
tests/i1535.scala, 4036, 2018-03-17T18:17:43Z, b85f964, 128.2365, Sat Mar 17 20:18:24 CET 2018, 3432.905 799.826 502.195 394.636 317.702 381.675 341.537 305.272 201.063 178.788 172.098 163.280 171.608 161.994 167.864 170.700 161.250 148.778 145.206 145.723 142.990 144.003 139.308 139.261 143.030 135.980 135.502 136.875 133.895 133.907 , 133.517 132.910 138.531 146.302 137.433 129.012 134.121 132.077 127.925 128.878 126.980 125.264 124.592 123.920 122.776 126.608 121.644 126.270 125.273 128.548
tests/i1687.scala, 4036, 2018-03-17T18:17:43Z, b85f964, 72.687, Sat Mar 17 20:19:33 CET 2018, 2649.333 503.644 394.302 228.428 218.266 146.494 172.305 111.818 113.159 98.941 105.829 87.177 87.437 84.593 92.228 80.111 82.995 84.329 78.768 78.732 77.682 78.164 85.463 77.519 75.385 76.146 78.540 77.295 78.534 74.583 , 74.913 73.116 74.954 75.256 72.734 75.192 73.335 74.971 71.630 72.254 72.640 71.280 71.736 70.521 72.838 72.168 73.979 70.698 71.314 70.042
tests/Vector.scala, 4036, 2018-03-17T18:17:43Z, b85f964, 569.2825, Sat Mar 17 20:23:27 CET 2018, 7877.672 3100.120 2248.151 2055.793 1171.922 1278.911 1258.088 1477.897 1055.168 1009.031 1041.477 792.572 745.654 728.306 789.218 681.915 669.393 672.314 643.197 706.770 7760.762 2691.561 1888.365 1317.007 1632.868 1314.672 937.550 893.390 924.539 772.932 832.248 726.357 801.907 737.850 754.323 635.292 615.076 608.928 611.361 591.766 7842.110 2362.902 2260.401 1720.845 1943.014 1862.681 1284.717 1002.548 918.755 868.571 841.969 757.169 746.600 716.001 685.571 680.471 653.168 653.097 686.250 702.555 , 635.821 729.931 719.392 602.150 598.675 580.473 586.119 580.986 574.779 563.341 561.211 573.223 556.656 557.688 557.301 573.041 558.126 582.492 620.030 613.754 584.787 547.035 592.163 537.508 547.513 536.212 549.200 543.024 588.967 632.577 591.938 593.947 578.405 581.988 575.047 584.982 647.644 549.307 567.479 571.236 541.947 558.461 571.368 539.591 536.754 534.637 557.679 533.114 527.459 540.694 530.150 531.941 531.801 546.726 517.819 538.109 538.580 520.284 520.606 516.775 891.659 829.815 665.474 683.170 584.935 609.197 599.737 585.877 570.277 570.735 588.481 591.587 568.288 557.540 621.216 596.432 608.626 674.313 579.121 554.187 587.464 554.930 548.959 541.826 553.746 541.448 543.165 543.405 556.307 534.126
