dotty, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-26T23:11:38+0100, 80604.378 46780.381 40249.671 39719.410 37102.479 36702.359 37694.635 36296.330 36421.892 37205.246 36238.819 36176.633 36873.315 35933.742 35959.943 36932.797 35848.270 35863.200 36622.579 35830.146 35800.610 36897.397 35737.571 35965.287 36711.928 35996.354 35715.805 36478.037 35771.877 35873.996 , 36498.281 35663.530 35748.761 36629.875 35868.962 35858.977 36534.087 35868.910 35752.189 36612.539 35820.615 35912.279 36641.679 35846.617 35830.576 36551.392 35803.765 35905.804 36836.537 35723.314
re2s, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-26T23:23:58+0100, 13543.677 4572.460 2822.945 2449.133 2232.337 2130.548 2062.563 2041.324 2004.850 1980.524 1974.974 1965.926 1953.151 1958.725 1952.457 1943.675 1945.292 1938.603 1936.019 1945.668 1943.129 1938.012 1942.746 1937.230 1930.808 1939.398 1938.093 1922.517 1921.410 1922.004 , 1931.250 1927.751 1929.337 1923.248 1928.393 1919.292 1916.958 1913.499 1918.721 1905.207 1918.047 1918.612 1913.209 1914.106 1923.343 1926.723 1910.656 1919.248 1910.977 1921.639
scalap, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-26T23:36:03+0100, 13757.916 4332.545 2978.564 2535.967 2123.002 1960.274 1871.222 1793.403 1757.600 1706.139 1685.576 1669.926 1639.660 1638.391 1628.505 1613.025 1615.640 1609.994 1615.405 1608.286 1613.644 1594.155 1607.691 1599.464 1601.997 1599.000 1590.604 1603.310 1593.071 1579.976 , 1587.315 1589.869 1579.837 1595.672 1575.907 1587.276 1592.037 1584.740 1588.763 1582.446 1574.489 1582.844 1580.932 1577.161 1578.132 1571.407 1574.247 1585.052 1572.606 1568.611
stdlib213, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-26T23:55:29+0100, 52268.171 28336.794 23518.059 21421.312 20384.938 20222.996 19621.675 19276.975 19202.498 20383.140 18935.005 18957.962 19034.070 18832.947 19326.788 18940.479 18886.930 18915.110 20303.219 18926.854 18855.796 18811.489 20129.447 18805.301 18779.414 18735.880 20124.073 18772.324 18735.950 18715.600 , 20045.820 18771.910 18806.614 18767.110 20036.726 18713.648 18683.131 18771.312 20017.321 18763.840 18718.531 18788.969 20077.090 18775.606 18789.082 18629.812 20021.610 18691.829 18682.144 18724.306
power-macro-power-inlined-1, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T00:09:11+0100, 208.640 96.783 79.162 72.666 70.116 69.647 67.149 66.857 66.457 66.308 65.828 65.493 65.368 65.271 64.440 64.609 64.123 63.977 63.918 63.573 64.165 63.975 64.058 63.435 63.539 63.883 62.407 62.689 63.565 62.976 , 62.637 62.719 62.484 62.503 62.797 62.607 62.231 62.016 61.989 62.149 62.114 62.170 62.062 62.116 61.983 62.003 61.926 61.914 62.020 61.841
power-macro-power-inlined-1k, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T00:23:03+0100, 1147.835 299.332 215.958 197.983 191.006 188.759 186.596 189.298 184.117 182.266 182.164 181.346 180.873 180.598 179.217 179.032 178.456 178.541 178.298 177.929 179.124 178.066 176.882 177.651 177.032 176.722 176.663 176.964 176.324 176.740 , 177.569 176.021 175.728 176.374 182.481 175.218 174.850 175.376 174.692 175.207 174.854 174.702 174.626 174.919 174.280 174.430 175.045 174.903 174.489 174.135
quote-string-interpolation-matching, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T00:36:58+0100, 1466.380 500.924 474.230 459.710 457.163 447.430 444.642 443.558 442.977 439.754 440.236 438.979 437.583 435.570 438.082 436.882 436.693 443.336 433.879 433.171 435.568 435.097 435.067 435.016 433.985 432.551 433.400 435.141 432.955 433.518 , 433.827 430.004 432.956 432.325 432.833 434.201 429.773 433.988 433.784 433.799 433.470 432.390 432.744 431.908 433.390 431.950 431.728 430.091 432.086 432.799
i1535, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T00:48:03+0100, 627.302 182.450 152.691 136.099 127.380 121.668 118.995 117.422 115.325 114.935 113.886 113.656 112.987 112.253 111.805 111.960 111.896 111.375 111.056 110.792 110.615 111.194 110.191 109.743 109.959 109.823 109.969 109.754 109.358 109.453 , 110.194 109.176 109.194 108.601 108.680 108.748 108.687 108.853 108.484 108.438 108.023 108.637 108.727 108.741 108.517 108.368 108.448 108.277 108.371 108.144
i1687, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T00:59:03+0100, 256.436 79.648 70.053 63.446 61.373 60.442 59.900 59.552 59.113 58.549 58.018 58.034 57.364 57.150 57.410 57.183 56.952 56.631 56.410 56.079 56.399 56.127 56.172 56.047 56.005 55.842 55.979 55.898 55.858 55.912 , 56.727 55.478 55.454 55.209 55.050 55.135 54.933 54.977 54.802 54.801 54.647 54.855 54.749 54.724 54.835 54.832 54.871 54.971 54.953 54.889
empty-class, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T01:10:07+0100, 70.158 32.874 27.402 25.911 25.262 24.896 24.744 24.328 24.032 23.616 23.236 23.170 23.192 23.131 22.808 22.675 22.635 22.390 22.363 22.328 22.205 22.250 22.091 22.043 22.014 22.062 21.945 21.926 21.950 21.846 , 21.869 21.876 21.837 21.821 21.767 21.692 21.706 21.669 21.672 21.688 21.624 21.630 21.545 21.607 21.534 21.596 21.482 21.449 21.447 21.411
empty-object, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T01:21:09+0100, 121.989 58.161 47.090 44.144 43.061 42.307 41.895 41.260 40.970 40.700 40.569 40.483 40.095 39.755 39.598 39.471 39.425 39.333 39.180 39.307 39.259 39.081 38.939 38.944 38.802 38.588 38.541 38.149 38.299 38.265 , 38.299 38.176 38.208 38.171 38.056 38.146 37.994 37.960 38.038 38.008 38.078 37.996 37.996 37.955 37.985 37.915 37.936 37.843 37.910 37.923
empty-file, 10915, 2020-12-26T22:30:28+0100, 1687717, 2020-12-27T01:32:13+0100, 13.352 7.023 6.280 6.169 5.913 5.704 5.649 5.626 5.587 5.535 5.489 5.431 5.410 5.355 5.314 5.310 5.309 5.304 5.315 5.313 5.312 5.298 5.306 5.309 5.309 5.308 5.307 5.316 5.307 5.310 , 5.310 5.319 5.302 5.309 5.302 5.302 5.317 5.304 5.308 5.305 5.309 5.307 5.309 5.318 5.295 5.297 5.306 5.305 5.312 5.310
