dotty, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:07:38+0200, 83633.864 46020.322 40377.641 39415.028 37485.973 37212.808 37948.570 36831.272 36709.136 37149.798 36482.156 36546.957 37401.403 36409.177 36470.485 37306.080 36424.910 36381.350 37226.599 36391.524 36252.289 37210.576 36487.066 36238.616 36983.663 36295.567 36303.392 37199.685 36304.378 36200.028 , 37036.170 36291.190 36260.663 36876.797 36259.949 36387.453 37064.129 36282.057 36223.172 37085.382 36150.937 36243.766 37121.743 36152.163 36200.056 36842.754 36114.660 36167.623 37199.182 36154.292
re2s, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:10:05+0200, 13836.276 5515.261 4179.140 3565.319 3227.240 2936.976 2785.370 2597.451 2481.628 2420.987 2360.776 2295.835 2272.742 2228.807 2185.324 2160.383 2179.940 2139.010 2147.778 2080.024 2116.832 2066.584 2053.278 2034.006 2040.297 2031.002 1994.675 2002.688 2003.439 2034.763 , 2006.855 2019.213 2001.239 1994.418 1985.158 2001.784 1995.877 1996.667 1996.098 2021.892 1984.976 1987.244 1986.361 1979.082 1969.728 1959.977 1958.619 1987.310 1976.959 1974.456
scalap, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:12:25+0200, 13899.146 4970.877 3874.533 3430.431 3229.297 2978.081 2828.037 2648.606 2560.994 2573.825 2391.355 2240.057 2148.037 2075.835 2021.220 2037.799 1992.659 1999.627 1913.066 1862.393 1876.064 1855.626 1802.743 1811.666 1797.071 1786.368 1768.601 1768.769 1784.337 1768.888 , 1738.768 1769.236 1732.127 1688.797 1722.848 1713.138 1695.817 1682.836 1745.511 1697.194 1644.788 1656.426 1684.273 1635.003 1642.814 1642.558 1622.310 1613.296 1607.693 1640.652
stdlib213, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:34:09+0200, 52963.765 28456.108 23741.604 21409.150 21677.040 19998.379 19438.634 19417.064 19319.175 19349.675 19072.892 19053.783 19002.440 18915.582 20137.574 18782.257 18870.551 20111.875 18774.446 18762.957 18800.226 18966.752 19024.301 18766.105 18791.493 18792.460 18701.851 20047.082 18762.886 18720.336 , 18856.742 20014.444 18729.811 18616.117 18748.650 19992.582 18776.706 18685.922 18811.001 20063.983 18710.348 18586.563 18706.403 20060.882 18736.271 18608.809 18683.259 19948.787 18751.712 18744.492
power-macro-power-inlined-1, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:35:49+0200, 3177.327 292.267 200.184 146.694 121.912 102.214 94.330 93.673 88.643 88.261 83.271 85.553 80.937 95.865 78.943 76.616 75.475 71.010 71.998 69.588 69.989 66.354 67.620 65.786 65.545 64.003 63.017 63.654 62.117 62.918 , 63.516 61.830 60.717 61.714 60.463 61.794 60.213 60.100 60.367 60.356 58.875 59.943 58.600 59.771 58.387 59.560 58.326 59.205 58.374 59.131
power-macro-power-inlined-1k, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:37:34+0200, 4990.400 1153.163 747.894 617.733 554.738 512.093 430.881 363.979 321.419 277.745 250.863 232.259 233.297 265.178 230.186 223.263 213.465 209.453 206.204 197.170 198.276 192.709 194.143 188.076 188.714 186.038 187.298 184.942 186.838 183.835 , 186.460 186.689 182.156 180.443 182.175 178.885 182.435 178.235 178.723 182.402 178.187 180.940 178.704 179.540 177.192 179.053 176.918 179.867 176.312 177.667
quote-string-interpolation-matching, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:39:21+0200, 5013.599 1412.023 1111.946 943.103 758.318 625.589 603.689 584.813 591.041 570.245 566.173 578.619 564.524 571.853 556.572 559.657 565.665 559.900 565.815 561.711 550.975 555.853 552.869 557.252 552.519 549.840 557.765 554.777 562.026 545.131 , 549.492 548.075 541.238 551.300 543.514 544.873 546.202 542.447 551.573 546.488 545.941 534.072 532.619 545.594 539.759 540.549 537.287 537.316 537.580 534.550
i1535, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:40:38+0200, 3949.768 660.129 445.371 345.027 293.978 256.597 212.437 179.957 161.459 157.804 149.720 154.803 150.328 147.747 149.108 145.434 143.197 145.225 135.282 132.425 134.065 130.205 126.450 127.408 125.442 125.280 127.511 122.486 123.876 119.868 , 119.842 121.097 115.456 117.730 112.061 114.582 112.322 111.455 113.284 110.075 114.215 108.915 109.196 112.678 107.447 108.571 104.855 107.024 105.293 108.056
i1687, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:41:54+0200, 3298.355 425.251 291.970 221.909 184.622 152.353 119.556 111.492 106.621 101.281 102.866 102.742 103.015 97.703 95.213 95.109 91.590 92.371 90.204 87.949 88.171 86.478 87.151 84.587 83.853 84.212 83.437 84.950 81.188 82.213 , 80.596 81.223 79.253 80.370 78.909 78.416 80.594 77.946 78.620 77.207 78.311 77.154 77.443 76.459 76.638 75.612 78.045 75.995 77.060 75.602
empty-class, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:43:08+0200, 2547.228 117.608 72.846 54.998 48.507 42.327 39.317 36.833 35.696 33.607 32.905 32.347 32.356 31.172 31.080 29.802 28.966 28.775 27.811 27.732 26.405 26.692 26.300 26.542 26.019 25.807 25.923 25.603 25.638 25.509 , 25.251 24.834 25.370 24.721 25.099 24.619 24.592 24.656 24.512 24.760 24.340 24.612 24.255 24.374 24.503 24.016 24.158 24.362 24.226 23.902
empty-object, 9964, 2020-10-07T16:28:59+0200, 0172857, 2020-10-07T17:44:23+0200, 2768.497 206.559 133.878 105.244 93.458 81.105 74.235 70.051 63.524 60.897 58.761 57.327 53.398 51.453 51.058 48.954 49.607 47.356 48.275 46.522 46.430 45.368 45.723 45.142 45.249 44.218 44.850 42.911 44.647 42.644 , 43.723 42.770 43.196 42.305 43.335 42.840 42.128 42.353 42.221 42.471 42.037 42.342 41.876 42.023 41.882 41.864 41.441 41.651 41.633 41.366
