dotty, 4256, 2018-04-05T22:18:01Z, f74f07b, 34541.089, Fri Apr  6 00:53:05 CEST 2018, 80193.860 44575.284 37522.692 37197.807 37085.258 35525.044 35560.176 35524.395 36560.023 35041.979 35116.179 35207.457 36297.207 34970.010 34870.872 34924.221 36181.058 34594.844 34803.891 34692.290 36050.264 34622.347 34546.038 34628.823 35528.068 34594.683 34458.277 34708.932 35204.377 34452.545 , 34331.659 34662.627 35273.988 34645.337 34328.335 34505.823 35357.299 34565.089 34541.217 34388.439 35319.675 34375.422 34311.942 34540.961 35323.017 34374.355 34371.977 34694.596 35352.919 34527.907
tests/scala-library, 4256, 2018-04-05T22:18:01Z, f74f07b, 6513.206, Fri Apr  6 00:59:27 CEST 2018, 28831.439 12475.555 8870.073 8175.423 7912.529 7148.644 7359.342 6915.998 6881.085 6833.392 6897.940 7264.964 6804.606 6751.671 6700.715 6681.211 6673.013 6641.470 6775.079 6684.369 6619.101 6682.098 6642.087 6574.823 6549.636 6632.359 6690.168 6605.194 6642.610 6531.851 , 6556.540 6569.970 6601.974 6598.212 6490.330 6484.110 6474.691 6512.253 6459.415 6538.222 6514.159 6580.733 6519.101 6510.889 6485.075 6456.188 6594.190 6560.649 6476.846 6456.408
tests/re2s, 4256, 2018-04-05T22:18:01Z, f74f07b, 2637.333, Fri Apr  6 01:02:26 CEST 2018, 16330.923 7759.817 5612.152 4449.142 3352.314 3355.752 3203.066 3171.098 3339.443 3131.011 2850.752 2817.798 3509.624 3004.379 3066.226 2748.260 2752.670 2807.018 2756.304 2704.374 2747.146 2677.979 2664.587 2700.896 2648.947 2735.784 2712.202 2715.329 2678.250 2666.004 , 2689.750 2654.304 2633.756 2637.995 2609.445 2651.211 2635.752 2647.692 2648.623 2625.899 2636.671 2774.986 2678.409 2632.522 2620.564 2617.204 2648.891 2651.008 2618.123 2627.739
tests/implicit_cache.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 97.8365, Fri Apr  6 01:03:36 CEST 2018, 2778.704 514.987 385.628 339.529 311.683 282.751 206.251 174.377 182.855 133.419 124.265 120.094 119.586 116.296 115.988 112.594 120.301 111.677 112.325 110.028 107.354 106.497 105.054 103.457 108.282 106.235 111.201 101.549 102.330 100.779 , 106.513 100.308 101.856 101.990 99.180 101.494 97.694 99.620 97.256 98.330 97.935 97.738 95.756 96.194 100.694 97.227 95.180 93.390 94.869 93.356
tests/implicit-scope-loop.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 101.8195, Fri Apr  6 01:04:47 CEST 2018, 3016.317 525.612 526.963 342.130 283.046 251.252 216.403 160.531 144.741 157.925 134.376 149.260 127.181 121.036 120.808 115.055 114.017 115.706 111.737 121.894 109.890 108.419 111.601 107.216 114.050 107.827 107.588 105.608 110.925 115.445 , 103.028 103.992 103.459 106.129 107.510 103.811 101.781 103.312 105.052 100.978 101.858 99.272 100.412 99.549 102.004 99.836 98.692 98.136 97.372 98.257
tests/i1535.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 122.4365, Fri Apr  6 01:06:00 CEST 2018, 3495.120 861.685 434.992 385.690 423.707 379.046 234.355 235.380 245.412 231.684 160.425 158.392 161.293 146.809 148.536 148.382 139.549 140.557 175.012 137.109 135.001 139.920 133.921 131.745 153.414 128.123 129.122 127.392 130.558 129.562 , 138.634 132.472 123.444 122.655 122.927 122.218 121.694 123.149 138.096 121.708 120.233 117.736 118.550 142.341 153.180 145.599 116.470 118.646 118.242 116.140
tests/i1687.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 69.587, Fri Apr  6 01:07:11 CEST 2018, 2679.506 478.478 380.846 272.259 168.089 133.948 114.957 112.763 100.404 92.156 94.085 82.748 79.805 84.265 77.106 77.049 76.142 74.595 77.112 78.089 76.656 82.582 77.677 78.293 74.812 77.599 71.856 70.970 71.640 69.779 , 73.764 69.391 70.528 70.958 70.592 69.023 69.783 68.928 69.012 71.113 70.150 70.398 68.179 69.926 73.088 68.702 67.805 69.277 68.872 69.236
tests/Vector.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 533.7525, Fri Apr  6 01:10:58 CEST 2018, 6571.428 2201.780 2009.773 2126.423 1902.044 1514.760 1475.645 1403.736 952.605 1098.024 766.608 746.827 688.611 681.286 704.979 732.847 703.341 628.879 672.778 692.696 6843.674 2610.067 2260.123 1537.060 1547.981 1096.572 915.077 1050.566 1181.546 858.999 751.612 1062.780 716.846 762.201 661.101 638.578 667.321 647.929 600.047 589.212 7395.762 3018.553 2216.914 2027.319 1659.555 1339.914 1308.696 1348.716 979.762 898.317 742.888 675.068 668.503 694.866 693.528 691.632 641.105 595.603 580.706 580.859 , 603.048 582.264 746.705 574.143 615.281 589.029 552.239 553.549 541.734 539.293 542.696 539.656 532.458 543.527 527.797 539.312 534.552 543.319 520.082 528.623 522.965 516.013 640.240 549.844 531.216 542.234 568.535 511.959 506.025 506.375 593.874 563.997 558.926 574.431 561.350 562.704 545.560 554.900 546.186 525.313 525.180 533.435 531.946 519.364 522.382 529.834 521.722 514.817 564.118 523.879 600.001 511.032 620.832 514.628 501.193 506.935 516.788 504.143 502.107 498.979 581.833 658.415 597.816 610.590 661.291 678.632 574.008 590.241 616.831 589.956 530.946 537.869 534.093 520.855 524.856 529.034 521.241 521.232 510.356 521.480 518.720 512.453 520.101 534.070 508.737 521.550 511.769 515.950 499.941 500.786
opts/Vector.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 534.4005, Fri Apr  6 01:19:06 CEST 2018, 6462.500 2041.514 1512.015 1318.430 1644.734 1235.017 950.244 1126.399 1141.247 840.080 829.229 735.417 797.915 745.076 650.358 653.009 630.679 813.151 729.631 577.728 6492.494 2534.893 1583.646 1417.192 1553.958 1253.034 1704.665 1325.364 1272.996 1069.245 1189.791 876.024 747.635 722.570 770.948 679.339 666.657 670.397 659.441 621.837 7002.718 2108.106 1614.677 2021.281 1501.294 1639.593 1497.932 943.627 843.916 1130.488 883.789 696.796 660.880 663.131 647.059 634.898 638.579 600.991 601.217 596.484 , 666.449 573.993 570.581 563.226 544.512 603.120 538.167 535.985 527.679 532.281 539.229 543.960 534.884 518.082 519.733 521.939 516.452 511.110 518.244 508.894 586.917 528.971 516.959 516.113 502.733 511.445 515.028 501.143 496.668 502.513 611.497 624.568 588.345 583.887 575.857 581.876 616.292 569.873 556.094 673.765 549.206 543.254 553.476 564.207 539.739 528.228 537.712 555.035 573.990 527.401 527.568 514.551 521.148 532.065 556.980 519.873 588.381 540.395 533.917 510.698 599.715 594.439 588.647 562.410 589.707 556.416 549.448 546.244 549.393 538.479 532.392 545.622 554.019 527.142 527.035 531.709 527.710 523.111 520.812 523.951 516.753 514.697 519.847 524.517 507.773 508.180 511.701 517.650 505.539 504.421
tests/empty-class.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 57.582, Fri Apr  6 01:20:16 CEST 2018, 2370.571 345.336 221.654 152.455 130.132 141.900 138.150 93.057 80.821 72.938 77.257 65.327 66.064 63.203 63.753 67.101 60.885 61.960 61.081 74.798 59.337 60.989 60.062 59.377 58.760 59.281 58.678 58.727 58.423 58.728 , 57.647 58.261 57.524 57.567 57.597 60.394 59.055 58.044 58.336 57.317 58.565 57.965 56.726 56.679 56.033 56.881 55.951 57.187 57.305 58.175
tests/empty-object.scala, 4256, 2018-04-05T22:18:01Z, f74f07b, 59.2855, Fri Apr  6 01:21:26 CEST 2018, 2397.663 296.376 191.395 150.480 126.410 116.390 96.381 89.331 82.005 79.614 78.427 70.836 68.490 67.664 67.713 66.514 66.724 64.703 64.174 76.914 63.681 64.632 62.411 62.800 61.295 62.805 60.770 61.414 60.422 61.475 , 60.761 64.055 60.098 59.238 61.136 59.259 63.410 59.312 60.000 58.754 59.540 58.779 59.226 58.898 59.477 58.188 58.844 60.123 59.201 58.252
