dotty, 4071, 2018-03-04T23:26:01Z, da6474b, 34328.612, Mon Mar  5 01:01:11 CET 2018, 79165.584 42764.247 37371.495 36412.333 37321.517 35215.837 35167.321 35349.846 36176.078 35042.827 35095.495 35107.292 35959.104 34681.558 34813.363 35530.072 35466.173 34509.681 34376.146 34774.075 35262.948 34373.988 34489.996 34384.338 35108.416 34521.303 34344.184 34480.985 34943.593 34234.110 , 34150.998 34285.656 34834.084 34500.836 34224.177 34330.338 34824.839 34288.510 34286.493 34257.531 34948.284 34358.132 34167.777 34449.764 34899.787 34317.068 34326.886 34398.074 34903.454 33855.767
tests/scala-library, 4071, 2018-03-04T23:26:01Z, da6474b, 5307.6385, Mon Mar  5 01:06:31 CET 2018, 24944.114 12162.129 7944.515 6579.515 6331.941 5987.801 5878.862 5750.167 5794.242 5708.110 5655.656 5576.948 5606.341 5653.805 5577.682 5465.910 5455.114 5459.513 5629.383 5411.332 5483.190 5530.165 5417.177 5374.430 5420.250 5447.590 5421.882 5399.396 5449.723 5401.635 , 5361.447 5389.479 5331.308 5357.463 5303.078 5273.233 5319.285 5294.024 5300.931 5345.315 5320.383 5292.012 5689.712 5300.392 5300.917 5332.900 5297.696 5305.381 5309.896 5283.877
opts/scala-library, 4071, 2018-03-04T23:26:01Z, da6474b, 5386.4815, Mon Mar  5 01:16:17 CET 2018, 25548.705 11780.291 8828.163 7361.961 6998.409 6231.959 6035.613 5837.296 5886.065 5694.473 5744.374 5808.351 5725.080 5601.482 5611.851 5574.961 5615.883 5507.668 5546.879 5522.066 5507.549 5516.604 5519.806 5524.264 5468.201 5476.749 5439.366 5494.135 5424.443 5459.577 , 5389.834 5446.366 5410.668 5383.129 5363.236 5354.291 5465.567 5407.111 5561.141 5505.709 5455.377 5402.758 5374.599 5341.281 5349.104 5358.784 5368.536 5347.873 5333.640 5390.732
tests/re2s, 4071, 2018-03-04T23:26:01Z, da6474b, 2784.838, Mon Mar  5 01:19:21 CET 2018, 15256.428 7648.387 5653.635 4908.805 4372.901 3445.421 3279.857 3125.942 3103.502 3021.068 3017.698 2966.234 2934.778 3007.531 2921.942 3015.967 3059.268 3158.629 2887.843 2840.585 2862.930 2835.081 2837.739 2850.325 2825.433 2822.380 2798.318 2798.544 2768.911 2785.881 , 2769.932 2831.922 2792.786 2772.171 2783.024 2757.351 2827.940 2807.333 2793.480 2806.505 2762.904 2804.271 2830.095 2770.201 2782.242 2760.986 2839.418 2779.052 2786.652 2781.068
opts/re2s, 4071, 2018-03-04T23:26:01Z, da6474b, 2849.3795, Mon Mar  5 01:22:27 CET 2018, 16873.221 8083.579 5551.504 3944.904 3515.829 3405.438 3548.787 3200.108 3158.185 3127.339 3136.872 3017.864 3006.511 2953.923 2928.592 2938.321 3181.920 2911.487 2899.014 2938.412 2890.925 2949.643 2960.582 2867.373 2861.553 2879.647 2873.579 2908.701 2884.819 2903.826 , 2944.798 2893.417 2861.524 2836.876 2831.099 2849.918 2834.617 2827.492 2831.604 2860.269 2957.874 3043.558 2892.720 2848.508 2835.866 2821.396 2848.841 2865.715 2815.246 2852.684
tests/implicit_cache.scala, 4071, 2018-03-04T23:26:01Z, da6474b, 101.1525, Mon Mar  5 01:23:37 CET 2018, 2806.643 548.818 538.377 351.515 266.771 324.556 280.658 170.826 167.675 190.568 148.924 152.505 128.884 115.697 114.617 117.536 112.040 117.102 113.358 114.222 113.338 109.306 108.904 106.190 107.834 104.787 105.124 106.799 102.706 104.787 , 102.239 103.641 101.922 105.065 101.904 100.401 102.460 100.202 102.257 99.157 102.746 98.696 98.582 97.375 98.178 97.129 97.944 109.378 101.940 96.710
opts/implicit_cache.scala, 4071, 2018-03-04T23:26:01Z, da6474b, 99.9835, Mon Mar  5 01:24:48 CET 2018, 2887.366 524.085 429.925 423.591 304.791 273.507 261.509 221.200 184.216 158.388 136.972 128.637 128.590 116.824 127.866 118.241 119.726 114.260 109.939 110.549 109.094 129.337 109.299 105.954 108.357 103.915 111.370 104.572 103.857 113.070 , 101.062 106.076 102.078 105.067 100.565 100.419 102.827 105.641 112.684 99.548 98.657 97.870 98.335 97.764 97.834 96.637 99.074 102.865 97.165 94.627
tests/implicit-scope-loop.scala, 4071, 2018-03-04T23:26:01Z, da6474b, 99.8215, Mon Mar  5 01:25:58 CET 2018, 2826.793 545.445 478.287 388.542 350.014 289.030 233.160 209.738 160.751 144.478 127.243 126.440 123.166 118.428 119.162 118.312 121.031 116.171 109.765 112.095 107.125 108.105 106.057 107.039 113.274 107.301 118.518 105.684 105.820 101.849 , 103.797 100.969 103.757 100.523 99.834 101.604 99.306 101.313 99.809 111.942 106.752 99.462 98.754 99.356 112.052 97.251 95.474 95.487 95.497 94.877
tests/i1535.scala, 4071, 2018-03-04T23:26:01Z, da6474b, 133.241, Mon Mar  5 01:27:10 CET 2018, 3360.563 856.067 524.178 505.723 377.334 381.408 362.966 285.011 301.388 223.249 229.528 211.414 171.502 170.342 190.574 162.388 159.961 151.537 154.552 150.695 149.325 146.397 148.303 142.967 157.700 149.514 139.228 137.896 141.095 136.718 , 137.455 137.181 133.163 136.988 139.637 133.440 131.630 133.319 130.880 129.366 129.170 134.186 129.142 127.890 132.282 136.362 151.099 165.291 128.039 126.887
tests/i1687.scala, 4071, 2018-03-04T23:26:01Z, da6474b, 73.8715, Mon Mar  5 01:28:21 CET 2018, 2595.093 407.953 355.743 278.407 234.776 185.245 135.116 103.259 100.150 93.784 122.936 89.902 81.650 81.905 80.580 80.373 80.139 77.523 78.077 81.163 79.327 77.465 78.544 81.490 75.154 85.397 73.770 72.895 73.904 73.588 , 72.742 73.911 74.655 72.679 72.953 85.863 74.234 73.832 74.350 73.740 85.039 70.949 74.010 73.826 72.855 72.082 75.017 76.273 74.730 71.673
tests/Vector.scala, 4071, 2018-03-04T23:26:01Z, da6474b, 569.9235, Mon Mar  5 01:32:11 CET 2018, 7613.487 2682.420 2004.669 1686.849 1483.876 1683.152 1318.470 1408.929 1055.846 1013.723 894.728 759.039 721.871 713.713 690.025 671.660 671.879 703.393 662.561 754.569 8164.500 2261.125 1707.904 1525.618 1339.779 1301.027 1137.205 1082.274 1034.837 976.214 880.416 770.241 731.971 744.007 687.601 667.441 719.076 740.012 632.640 630.950 8082.855 2643.074 1722.986 1413.959 1369.229 1210.707 1333.922 1030.827 1129.738 786.233 733.537 703.356 693.210 663.100 645.989 648.764 618.775 614.418 611.117 632.783 , 629.785 644.762 901.383 658.680 595.429 598.286 601.424 587.231 676.228 585.769 591.641 562.277 581.145 568.273 575.219 566.062 581.616 583.555 561.601 553.114 548.813 569.959 545.972 552.981 551.541 545.217 541.996 548.750 557.191 538.806 622.156 617.645 618.954 647.077 606.214 594.841 592.957 602.766 592.884 574.413 579.121 569.805 571.495 571.832 597.884 558.602 579.179 566.372 547.013 542.811 549.377 561.771 540.039 543.067 534.474 546.326 535.770 569.888 565.555 537.469 621.490 619.052 617.966 582.623 581.686 573.209 669.295 705.264 594.915 575.449 593.436 551.724 556.704 561.333 561.072 582.163 552.022 604.907 581.370 550.522 564.668 540.241 541.950 536.290 544.341 536.305 537.238 549.089 536.153 535.369
