dotty, 4283, 2018-04-09T21:22:10Z, 0757070, 33486.359, Mon Apr  9 23:56:37 CEST 2018, 75602.915 40591.254 36931.038 35825.973 35976.728 34703.512 34416.092 34534.020 35304.829 34088.272 34062.237 34086.528 35400.267 33906.157 33879.719 33857.974 34699.737 33790.200 33600.440 33832.002 34472.695 33633.090 33418.477 33317.910 34136.188 33529.409 33451.576 33594.632 33965.781 33441.361 , 33345.677 33528.985 34103.746 33511.717 33515.911 33534.567 34059.367 33448.672 33357.647 33530.062 34115.901 33461.001 33268.709 33419.370 34103.398 33404.978 33455.476 33451.428 33986.808 33336.981
tests/scala-library, 4283, 2018-04-09T21:22:10Z, 0757070, 704.0235, Mon Apr  9 23:58:14 CEST 2018, 7967.944 3021.124 2370.635 2162.605 1235.055 1121.573 1445.806 1249.625 1086.534 837.311 756.541 800.616 737.375 756.289 736.613 730.771 745.983 718.765 719.926 721.434 716.741 717.946 713.510 709.021 722.583 720.185 706.957 709.897 704.769 701.471 , 709.649 702.618 708.287 705.429 706.592 710.916 706.408 697.859 706.233 698.445 695.136 708.987 695.264 716.134 708.683 686.870 694.216 697.269 689.135 699.011
tests/re2s, 4283, 2018-04-09T21:22:10Z, 0757070, 2610.948, Tue Apr 10 00:01:07 CEST 2018, 16392.305 7431.120 4971.235 3538.279 3496.523 3144.739 2996.204 3107.094 3021.199 2819.984 2828.930 2835.279 2750.027 2743.756 2744.590 2801.273 2689.018 2784.870 2764.864 2662.605 2933.587 2682.183 2725.750 2811.806 2622.883 2814.393 2650.114 2676.372 2606.226 2605.354 , 2708.471 2613.628 2694.600 2616.306 2586.421 2627.907 2618.711 2626.287 2650.310 2589.400 2603.510 2579.218 2648.483 2608.268 2579.298 2591.113 2555.029 2586.034 2596.300 2625.428
tests/implicit_cache.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 92.2305, Tue Apr 10 00:02:19 CEST 2018, 2755.110 563.066 363.321 291.957 275.934 269.059 203.470 181.841 132.604 126.542 126.396 116.904 120.721 109.271 111.652 105.840 104.443 104.142 102.867 102.925 98.744 99.742 96.872 96.096 102.243 107.159 98.918 99.341 100.433 96.658 , 96.434 92.413 92.803 94.028 93.988 94.204 90.725 92.375 90.192 91.517 89.040 90.112 88.764 89.577 89.867 92.272 89.729 92.189 96.712 92.965
tests/implicit-scope-loop.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 95.08, Tue Apr 10 00:03:29 CEST 2018, 2816.884 511.475 383.486 398.224 342.652 286.870 257.346 237.145 185.889 185.185 154.061 125.730 121.481 122.953 116.486 116.633 112.773 110.005 113.824 108.805 119.691 118.891 108.120 107.488 101.232 101.557 100.173 100.453 100.227 98.688 , 99.740 97.022 100.618 96.755 95.398 97.559 95.414 100.194 94.406 95.577 93.700 94.560 93.897 96.554 94.762 92.497 93.721 91.140 94.261 91.846
tests/i1535.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 112.6435, Tue Apr 10 00:04:41 CEST 2018, 3362.359 767.223 438.426 351.332 342.045 250.514 254.790 203.455 185.679 252.991 162.047 167.514 149.195 146.048 150.302 137.912 134.325 134.498 130.173 128.915 127.769 127.674 125.766 122.727 123.572 120.085 121.977 122.008 117.757 128.012 , 127.938 130.409 115.674 116.821 115.240 113.772 115.317 122.567 112.833 111.963 112.722 110.400 111.822 112.565 109.729 111.216 108.438 108.834 110.630 108.848
tests/i1687.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 66.6855, Tue Apr 10 00:05:50 CEST 2018, 2533.729 422.421 302.684 212.900 169.850 128.046 106.337 97.873 91.227 85.390 92.176 79.561 75.905 76.474 74.155 75.731 74.145 75.584 75.094 71.250 73.513 71.265 70.485 70.024 69.502 70.169 70.677 72.637 68.059 69.754 , 67.843 70.674 69.097 68.962 69.973 66.807 67.850 66.236 66.564 65.838 70.866 67.184 66.155 66.343 67.313 66.053 65.184 66.098 65.494 66.099
tests/Vector.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 498.416, Tue Apr 10 00:09:46 CEST 2018, 7087.210 2799.439 1792.451 1298.725 1308.092 1537.257 1382.314 1200.873 1131.753 767.057 716.111 676.530 663.210 635.844 629.964 603.507 629.619 623.809 598.466 649.283 6755.476 2835.311 1642.470 1356.055 1817.345 1677.899 1078.637 904.192 1330.732 1223.085 923.541 708.064 670.433 643.712 638.052 607.121 592.868 613.807 631.648 652.845 7873.794 2272.313 2089.947 1520.920 1192.059 1087.000 896.591 890.179 716.722 1016.863 779.200 644.831 620.085 618.629 659.178 567.785 616.716 609.938 556.892 549.701 , 676.043 539.938 550.751 528.635 517.008 511.416 571.981 503.649 496.497 491.278 481.190 484.467 485.756 480.693 474.167 476.610 476.843 478.396 472.915 467.149 477.055 465.664 463.188 468.281 462.771 459.572 466.969 473.994 480.375 469.645 578.382 549.177 665.821 628.918 652.567 554.856 547.029 510.038 504.822 505.112 553.617 525.557 517.361 493.487 571.218 510.306 495.069 546.044 502.926 475.406 475.554 508.467 470.022 469.230 481.130 468.748 470.346 487.423 476.396 464.397 545.192 554.573 544.253 641.646 653.531 595.515 656.174 575.875 585.873 547.220 506.520 550.701 486.097 500.335 507.103 553.515 511.925 490.591 478.416 595.784 502.462 475.944 492.357 634.196 481.823 476.743 477.814 480.691 462.939 484.336
opts/Vector.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 505.309, Tue Apr 10 00:17:49 CEST 2018, 7376.424 2716.077 1775.542 1605.802 1229.772 1255.160 1409.762 848.950 966.702 1099.101 739.219 741.213 655.947 637.866 685.590 621.682 598.267 608.427 566.830 540.545 6972.936 2484.769 1802.048 1460.428 1287.931 1236.530 959.346 874.132 767.438 726.519 704.668 700.813 882.468 691.059 698.125 667.644 640.311 627.663 728.849 625.595 7112.706 2558.616 1909.309 1427.645 1304.817 1021.410 929.535 819.034 795.466 822.479 767.587 872.904 650.464 680.402 601.904 664.315 686.096 591.736 670.628 619.192 , 550.003 545.267 566.122 519.612 614.438 569.275 511.580 500.848 495.810 500.645 506.178 499.434 484.234 488.371 489.431 489.705 473.341 483.760 473.946 464.972 468.739 475.185 463.365 461.440 476.865 466.006 485.185 579.393 483.470 472.303 597.773 567.846 779.176 772.458 764.239 547.008 536.429 531.195 531.111 521.099 525.264 522.583 526.348 520.553 502.346 513.295 504.440 510.718 496.856 491.461 501.832 486.513 480.154 541.280 550.080 489.382 484.121 475.626 477.533 486.900 566.302 568.727 551.516 539.800 608.376 544.093 517.855 515.458 508.274 548.261 581.672 545.908 507.528 524.016 503.549 550.342 535.027 488.343 490.795 508.435 485.473 479.769 491.278 504.187 492.680 486.778 507.237 478.292 488.814 479.383
tests/empty-class.scala, 4283, 2018-04-09T21:22:10Z, 0757070, 54.109, Tue Apr 10 00:18:59 CEST 2018, 2315.751 356.195 231.130 180.185 127.156 105.904 96.824 78.568 76.162 71.873 70.344 62.727 62.555 60.458 64.634 59.056 61.053 60.243 58.003 57.938 57.836 58.072 57.709 61.348 55.767 56.287 55.031 56.707 55.396 56.106 , 55.361 55.478 53.843 54.970 57.095 56.061 53.848 54.689 53.699 54.486 54.193 54.158 54.747 53.927 54.060 53.870 52.847 54.047 52.552 53.530
