dotty, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:06:02+0100, 80828.117 45437.097 39241.831 38780.994 36499.334 36107.650 37017.906 35646.734 35677.910 36722.880 35452.682 35411.919 36147.376 35328.065 35486.921 36206.817 35423.078 35264.244 36115.664 35385.944 35299.523 36012.912 35264.542 35122.361 35992.020 35237.108 35061.107 36095.749 35198.330 35040.268 , 36095.398 35069.205 35072.125 35938.119 34985.242 35141.079 36073.157 35266.306 35153.164 36113.463 35091.572 35156.487 36000.966 35132.745 35038.241 35906.570 35012.660 35086.949 35991.173 34993.115
re2s, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:10:45+0100, 13650.404 5546.508 4138.398 3440.238 3181.967 2906.153 2775.644 2610.662 2548.136 2440.518 2398.051 2458.300 2371.697 2303.171 2227.922 2224.364 2223.243 2151.035 2161.259 2136.957 2159.400 2114.451 2105.469 2074.114 2072.896 2134.832 2058.138 2033.065 2060.521 2030.837 , 2021.644 2091.517 2017.272 2030.568 2017.335 2004.787 2091.104 1995.531 2026.484 1990.925 1987.189 2002.435 2005.189 1999.936 1993.161 1981.476 2000.440 1972.664 1972.284 1975.902
scalap, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:15:38+0100, 13946.094 5381.294 4355.534 3766.660 3238.215 2886.865 2852.554 2614.272 2606.447 2467.493 2399.558 2252.481 2187.087 2167.928 2105.879 2075.071 1997.290 1956.838 1984.255 1937.464 1989.549 1896.099 1863.492 1877.947 1888.264 1896.092 1823.669 1798.676 1871.782 1794.973 , 1889.300 1778.025 1767.902 1776.924 1738.625 1745.291 1808.999 1733.056 1857.139 1712.922 1707.778 1714.025 1711.053 1715.881 1698.692 1682.911 1662.628 1652.416 1671.548 1692.698
stdlib213, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:35:42+0100, 56631.710 30124.116 24672.204 21932.273 21057.919 21023.466 20235.813 19990.600 19890.530 19763.150 19938.430 19741.828 19732.741 19624.824 19507.855 19875.447 19580.467 19635.650 19486.466 20900.763 19383.984 19534.877 19404.113 19467.930 19660.791 19428.789 19469.179 19506.142 20722.974 19355.729 , 19392.249 19363.589 19418.236 19753.968 19350.552 19430.266 19343.050 20708.117 19337.121 19409.348 19389.858 19355.443 19593.879 19306.431 19309.613 19377.799 20624.543 19382.104 19404.269 19321.748
power-macro-power-inlined-1, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:42:08+0100, 3163.452 344.413 225.357 174.552 143.607 121.190 109.191 104.223 102.122 103.265 97.693 97.479 94.631 95.465 92.244 93.868 93.108 86.288 85.882 80.236 82.604 79.157 80.365 79.075 79.193 78.187 77.868 75.475 77.777 74.675 , 76.556 73.682 74.465 73.126 75.830 72.253 73.069 72.439 73.073 72.402 72.583 71.687 72.459 72.263 71.583 70.686 71.695 69.963 70.896 70.999
power-macro-power-inlined-1k, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:48:38+0100, 4969.821 1228.002 832.181 628.963 576.025 503.780 426.720 375.423 350.544 312.970 284.725 261.845 256.316 239.577 252.070 263.517 246.792 238.098 226.718 225.635 218.452 213.153 209.540 207.814 208.903 202.922 213.230 200.248 201.381 201.781 , 199.020 203.061 196.137 198.201 195.825 199.426 196.517 200.604 193.556 197.683 193.342 193.550 194.226 192.204 195.550 191.471 192.660 189.822 192.832 191.489
quote-string-interpolation-matching, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:55:25+0100, 5073.474 1147.340 873.245 717.769 554.392 508.517 508.928 490.548 489.506 491.586 480.378 479.110 471.402 475.165 475.825 466.666 466.926 462.758 467.870 463.078 464.336 462.697 455.116 453.314 458.973 451.089 454.296 444.434 447.324 447.058 , 450.401 452.109 445.195 447.072 446.864 443.780 443.227 443.318 444.769 437.784 444.284 441.862 438.786 442.141 436.991 444.825 438.658 442.048 442.996 440.197
i1535, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T21:59:11+0100, 3928.959 713.442 511.305 410.632 345.793 298.205 255.886 221.892 204.625 200.465 181.753 175.317 173.015 159.472 154.939 155.750 152.734 149.193 150.097 142.757 141.542 144.482 139.759 141.927 137.571 138.664 139.461 134.966 139.530 131.090 , 131.321 132.086 130.068 129.163 130.923 125.888 127.072 125.848 123.158 128.814 123.740 126.458 123.293 120.935 126.864 119.771 122.417 118.852 120.228 118.286
i1687, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T22:02:42+0100, 3066.256 386.440 272.158 207.808 175.123 147.581 121.245 98.881 88.486 84.206 80.412 81.242 79.851 78.709 80.954 76.580 74.495 74.600 70.882 72.506 70.718 68.462 68.999 69.593 67.272 67.328 65.821 66.796 64.572 63.894 , 64.613 63.767 63.543 62.619 62.325 63.394 61.571 62.269 61.026 63.102 61.884 61.296 61.586 60.527 61.505 60.205 60.881 60.589 59.797 61.064
empty-class, 11327, 2021-02-05T20:25:05+0100, ea11087, 2021-02-05T22:06:25+0100, 2476.821 131.553 73.704 57.123 49.108 47.768 44.939 43.671 40.616 39.073 36.894 35.853 35.434 34.661 32.377 31.208 30.129 31.800 29.146 28.816 29.130 27.697 27.985 27.159 27.665 27.574 27.117 27.536 26.827 26.938 , 27.085 26.466 26.479 26.346 26.393 26.204 25.828 25.766 25.561 25.665 25.730 25.610 25.512 25.280 25.564 25.027 25.416 25.394 25.223 25.248
