tests/implicit_cache.scala, 1733, Tue Nov 22 14:06:33 2016 +0100, 6bba767, 256.0415, Sun Jul 23 01:02:00 CEST 2017, 2427.468 769.127 848.232 786.460 585.242 420.791 315.894 345.775 360.340 380.604 , 272.754 265.205 264.481 265.503 254.893 258.836 255.688 259.774 255.408 245.955 251.591 256.395 247.025 247.836 257.741 242.848 257.599 264.357 245.785 248.025 
tests/implicit-scope-loop.scala, 1733, Tue Nov 22 14:06:33 2016 +0100, 6bba767, 265.2925, Sun Jul 23 01:02:37 CEST 2017, 2667.900 928.325 545.337 579.717 527.214 445.431 357.785 317.278 310.795 290.107 , 281.335 289.536 334.158 358.274 268.741 258.487 269.967 268.050 254.474 286.607 264.788 265.797 270.635 258.943 258.838 249.573 255.581 256.186 246.951 252.644 
tests/i1535.scala, 1733, Tue Nov 22 14:06:33 2016 +0100, 6bba767, 290.52, Sun Jul 23 01:03:16 CEST 2017, 2442.906 939.573 743.795 882.926 749.718 620.141 501.575 385.547 429.358 402.224 , 370.425 310.279 316.421 300.375 298.063 293.008 282.925 297.178 288.679 278.206 297.523 278.268 292.361 280.099 306.607 275.970 280.819 273.189 282.515 276.778 
tests/i1687.scala, 1733, Tue Nov 22 14:06:33 2016 +0100, 6bba767, 11518.8805, Sun Jul 23 01:09:08 CEST 2017, 13218.294 12151.419 11809.862 11701.207 11863.822 11855.230 11956.067 11869.455 11622.992 11520.249 , 11624.351 11679.005 11525.535 11489.124 11538.944 11516.526 11472.229 11600.628 11528.776 12044.482 11450.642 11521.235 11756.387 11452.973 11432.459 11500.778 11499.837 11572.815 11480.300 11459.775 
tests/implicit_cache.scala, 1685, Sat Dec 3 04:31:41 2016 +0100, b0a64ec, 271.347, Sun Jul 23 01:12:19 CEST 2017, 2476.523 798.199 639.188 784.626 593.721 446.883 353.473 339.094 319.316 413.420 , 283.761 354.465 271.384 283.095 285.002 277.567 275.902 260.383 271.310 281.735 257.895 273.335 260.135 265.417 280.069 257.898 262.571 254.885 262.830 256.260 
tests/implicit-scope-loop.scala, 1685, Sat Dec 3 04:31:41 2016 +0100, b0a64ec, 263.6255, Sun Jul 23 01:12:56 CEST 2017, 2395.235 857.187 670.563 647.360 526.003 410.453 430.833 383.102 296.213 304.451 , 279.920 347.923 301.019 276.599 278.194 269.486 258.281 270.563 265.438 255.394 271.041 262.752 262.270 261.781 250.520 264.499 251.968 251.819 252.139 246.546 
tests/i1535.scala, 1685, Sat Dec 3 04:31:41 2016 +0100, b0a64ec, 286.9335, Sun Jul 23 01:13:36 CEST 2017, 2548.155 1085.696 746.569 737.687 679.945 568.394 358.875 438.644 348.737 333.825 , 314.281 312.054 307.318 299.455 285.106 294.936 327.993 299.355 288.761 292.560 336.952 281.270 273.986 269.570 282.140 268.808 273.303 264.403 280.372 284.746 
tests/i1687.scala, 1685, Sat Dec 3 04:31:41 2016 +0100, b0a64ec, 11861.49, Sun Jul 23 01:19:38 CEST 2017, 13201.636 13540.804 12129.833 12095.092 12220.524 12241.347 12082.332 12230.659 11970.840 11870.774 , 11908.138 11845.749 11887.652 12051.561 12031.195 11877.231 11941.899 11878.733 11837.984 11842.538 11832.808 11831.143 11815.274 11825.683 11802.468 11805.414 11816.374 12019.988 11896.802 11962.198 
tests/implicit_cache.scala, 1787, Wed Dec 14 16:13:59 2016 +0100, 19bc03c, 271.06, Sun Jul 23 01:22:34 CEST 2017, 2373.981 843.659 583.909 583.624 510.225 419.144 347.812 399.144 319.370 402.114 , 283.228 281.901 271.441 285.843 293.518 288.858 271.767 273.969 270.679 268.753 257.277 267.065 258.367 272.380 266.570 254.812 266.845 263.254 264.220 301.690 
tests/implicit-scope-loop.scala, 1787, Wed Dec 14 16:13:59 2016 +0100, 19bc03c, 258.426, Sun Jul 23 01:23:11 CEST 2017, 2355.366 871.757 798.201 683.584 541.950 380.861 339.095 316.224 399.391 420.996 , 310.833 279.669 263.717 284.236 266.724 280.076 275.220 274.711 253.036 256.509 265.313 250.936 255.681 257.147 250.333 255.630 246.812 259.705 253.615 245.365 
tests/i1535.scala, 1787, Wed Dec 14 16:13:59 2016 +0100, 19bc03c, 278.9855, Sun Jul 23 01:23:48 CEST 2017, 2481.184 1073.646 1231.259 712.174 773.766 518.191 593.681 390.832 383.298 449.664 , 434.507 376.165 342.675 314.776 297.791 275.519 291.143 290.696 280.658 268.934 277.313 267.805 284.554 295.654 264.574 269.145 266.495 274.327 262.975 271.707 
tests/i1687.scala, 1787, Wed Dec 14 16:13:59 2016 +0100, 19bc03c, 12457.6835, Sun Jul 23 01:30:09 CEST 2017, 13733.279 13107.440 13134.719 12859.180 12716.585 12714.224 13030.893 13028.512 12682.598 12607.693 , 12480.108 12459.531 12769.850 12491.213 12529.554 12455.836 12478.054 12566.006 12722.475 12461.286 12445.253 12452.393 12455.205 12448.028 12442.136 12439.546 12441.286 12425.634 12446.384 12505.659 
tests/implicit_cache.scala, 1767, Sat Dec 17 18:39:10 2016 +0100, 9bbd043, 260.8305, Sun Jul 23 01:33:24 CEST 2017, 2522.716 793.854 688.700 700.861 515.562 510.588 344.205 309.853 397.668 320.335 , 275.098 314.666 310.589 279.243 267.669 264.510 267.180 250.999 279.504 267.772 257.117 248.207 263.089 257.284 246.732 253.353 258.572 244.408 258.299 243.538 
tests/implicit-scope-loop.scala, 1767, Sat Dec 17 18:39:10 2016 +0100, 9bbd043, 260.179, Sun Jul 23 01:34:00 CEST 2017, 2412.014 772.430 622.210 581.167 579.290 396.161 335.763 315.561 298.216 301.805 , 280.247 351.435 263.707 276.535 276.449 265.454 271.408 256.498 261.721 270.391 251.464 261.459 251.402 257.449 255.542 246.455 258.899 256.097 255.077 250.301 
tests/i1535.scala, 1767, Sat Dec 17 18:39:10 2016 +0100, 9bbd043, 282.1495, Sun Jul 23 01:34:38 CEST 2017, 2495.241 1249.022 1271.849 739.228 540.863 537.254 550.654 383.671 490.511 465.697 , 399.461 358.329 404.480 355.850 334.884 298.727 280.673 290.961 282.425 280.002 288.283 272.678 280.890 284.165 279.733 269.846 281.874 279.716 272.411 277.432 
tests/i1687.scala, 1767, Sat Dec 17 18:39:10 2016 +0100, 9bbd043, 11302.6355, Sun Jul 23 01:40:24 CEST 2017, 13513.233 11980.683 11889.706 11649.572 11596.431 11605.218 11480.537 11454.945 11450.490 11350.875 , 11369.635 11415.570 11309.283 11318.794 11320.802 11319.306 11297.648 11317.871 11307.340 11299.589 11292.684 11290.189 11289.942 11301.305 11288.693 11303.966 11287.253 11447.824 11278.798 11271.728 
tests/implicit_cache.scala, 1831, Mon Dec 19 13:42:28 2016 +0100, 51042d1, 257.848, Sun Jul 23 01:43:22 CEST 2017, 2482.325 720.711 704.206 751.360 479.117 385.709 352.477 300.010 308.634 291.405 , 280.691 271.890 278.199 268.648 256.452 279.079 268.325 266.468 253.568 256.409 263.057 251.913 256.001 253.370 245.829 253.435 255.716 243.772 305.441 259.244 
tests/implicit-scope-loop.scala, 1831, Mon Dec 19 13:42:28 2016 +0100, 51042d1, 265.723, Sun Jul 23 01:43:59 CEST 2017, 2429.442 788.180 702.107 765.709 528.028 645.395 384.733 335.594 308.534 319.399 , 357.800 287.644 280.939 281.994 280.278 276.879 262.143 270.579 282.044 263.918 277.509 267.528 254.091 259.412 256.779 256.557 258.345 263.753 255.737 250.645 
tests/i1535.scala, 1831, Mon Dec 19 13:42:28 2016 +0100, 51042d1, 295.142, Sun Jul 23 01:44:37 CEST 2017, 2506.141 1285.897 1300.498 739.785 642.180 536.081 515.288 379.130 381.468 345.943 , 374.949 335.594 331.551 314.089 294.793 303.886 304.152 299.784 285.173 294.471 282.233 299.514 295.491 279.042 298.318 279.543 286.134 278.148 287.244 292.207 
tests/i1687.scala, 1831, Mon Dec 19 13:42:28 2016 +0100, 51042d1, 13181.062, Sun Jul 23 01:51:18 CEST 2017, 13813.028 13948.113 13652.036 13409.985 13392.914 13343.460 13308.469 13354.871 13348.291 13235.968 , 13342.148 13215.814 13218.157 13220.322 13456.181 13183.309 13174.208 13184.182 13164.313 13164.195 13170.663 13131.950 13161.999 13163.421 13149.804 13125.047 13211.027 13178.815 13197.485 13259.834 
tests/implicit_cache.scala, 1850, Wed Dec 28 10:35:03 2016 +0700, 39c27b6, 260.7585, Sun Jul 23 01:54:19 CEST 2017, 2393.117 732.390 792.389 672.130 502.981 426.888 317.938 301.984 294.411 337.235 , 278.096 276.299 342.922 257.049 265.529 263.404 266.639 248.903 261.492 280.146 251.566 264.813 260.025 296.906 255.253 243.170 257.797 248.211 243.286 247.900 
tests/implicit-scope-loop.scala, 1850, Wed Dec 28 10:35:03 2016 +0700, 39c27b6, 264.931, Sun Jul 23 01:54:56 CEST 2017, 2374.111 899.779 626.224 791.701 544.392 504.442 340.284 306.455 311.676 284.870 , 275.504 300.841 333.683 369.889 270.756 266.846 255.854 269.418 269.629 251.426 264.235 253.180 265.627 267.745 253.595 263.664 259.184 250.116 260.003 242.965 
tests/i1535.scala, 1850, Wed Dec 28 10:35:03 2016 +0700, 39c27b6, 286.2085, Sun Jul 23 01:55:35 CEST 2017, 2682.896 905.541 692.315 621.923 534.859 491.652 546.834 371.617 332.241 418.111 , 405.953 310.536 294.786 282.997 300.730 337.386 286.626 285.409 279.166 271.090 285.791 281.868 270.852 304.031 346.554 292.122 272.788 312.988 266.135 276.431 
tests/i1687.scala, 1850, Wed Dec 28 10:35:03 2016 +0700, 39c27b6, 11940.6655, Sun Jul 23 02:01:41 CEST 2017, 14309.258 12952.924 12477.179 12154.302 12224.106 12178.739 12171.208 12304.763 12071.461 11974.558 , 12187.191 12020.461 11946.909 11970.579 12145.666 12041.618 11979.459 11954.737 11927.555 11925.731 11952.419 11929.832 11916.067 11945.292 11921.556 11929.132 11914.494 11927.199 11923.009 11936.039 
tests/implicit_cache.scala, 1889, Mon Jan 9 10:47:30 2017 +0100, be64643, 262.0325, Sun Jul 23 02:04:55 CEST 2017, 2314.116 761.005 590.809 647.770 537.567 445.245 360.624 335.160 312.222 300.159 , 281.789 305.336 290.162 297.583 273.731 281.553 258.961 297.260 272.082 255.692 262.845 261.754 253.507 262.311 257.750 260.935 257.931 259.457 249.245 257.215 
