dotty, 4206, 2018-03-28T21:00:12Z, 03411e1, 34019.738, Wed Mar 28 23:34:53 CEST 2018, 81390.082 41707.172 38020.122 36120.294 36621.442 34935.132 35049.408 35059.396 35648.359 34442.013 34542.970 34587.145 35463.865 34437.203 34386.578 35112.613 35121.923 34233.952 33964.002 34435.732 34909.883 34115.410 34030.317 34185.393 34888.758 34103.543 33921.333 33964.237 34768.409 33985.120 , 34015.739 34006.545 34621.684 33975.508 34049.025 33975.360 34790.154 33926.953 34023.737 34065.135 34730.281 34065.526 33920.149 33948.043 34492.018 33956.782 34093.577 33898.440 34669.938 34015.041
tests/scala-library, 4206, 2018-03-28T21:00:12Z, 03411e1, 6364.7855, Wed Mar 28 23:41:05 CEST 2018, 24984.333 12460.654 9453.240 8753.728 7774.477 7088.724 6802.472 6718.278 6658.505 6778.862 6657.516 6620.437 6526.634 6524.970 6514.909 6545.959 6534.184 6585.183 6484.541 6483.521 6372.292 6394.490 6468.139 6425.062 6373.135 6376.750 6357.578 6319.243 6442.393 6519.832 , 6427.579 6398.689 6327.929 6285.701 6420.794 6397.983 6342.251 6291.757 6277.622 6528.972 6578.932 6585.898 6453.628 6382.748 6297.953 6346.823 6296.547 6236.790 6323.935 6467.307
tests/re2s, 4206, 2018-03-28T21:00:12Z, 03411e1, 2751.5015, Wed Mar 28 23:44:06 CEST 2018, 14139.417 6996.925 6577.652 4284.096 4273.022 3722.335 3221.095 3130.428 3147.646 2970.354 2901.320 2920.541 2874.944 2867.580 2848.770 2866.406 2829.885 2906.525 2902.354 2897.639 2954.824 3215.560 2817.727 2773.795 2782.604 2760.768 2899.743 2921.280 2776.285 2764.684 , 2817.154 2733.171 2761.833 2756.373 2734.660 2758.752 2744.318 2751.001 2772.677 2702.488 2765.039 2733.355 2708.506 2825.354 2711.169 2741.094 2752.002 2717.334 2845.555 2802.688
tests/implicit_cache.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 100.3445, Wed Mar 28 23:45:18 CEST 2018, 2923.978 702.135 544.007 376.299 317.998 273.034 174.289 161.795 190.478 149.351 126.253 138.390 137.922 116.616 119.170 113.770 112.066 120.536 111.062 115.585 107.478 105.866 107.001 103.879 105.876 102.692 105.414 103.076 101.505 103.813 , 100.830 102.761 102.855 104.064 100.348 102.943 104.847 98.706 103.687 101.318 101.517 100.341 99.389 96.288 98.715 96.624 97.306 95.438 96.286 94.405
tests/implicit-scope-loop.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 100.983, Wed Mar 28 23:46:30 CEST 2018, 3019.445 514.482 416.238 303.682 313.515 199.060 167.603 216.118 183.361 161.559 139.047 129.563 141.115 116.972 138.749 118.920 115.633 111.164 110.144 114.701 108.618 109.773 106.622 107.950 127.255 107.223 114.257 106.609 106.235 102.553 , 104.282 101.543 106.853 102.323 100.423 103.331 100.045 102.609 102.830 101.716 98.628 99.989 97.286 98.208 108.445 98.555 145.245 97.579 97.755 95.653
tests/i1535.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 124.5735, Wed Mar 28 23:47:43 CEST 2018, 3486.009 751.416 530.361 569.081 448.455 306.806 301.586 274.869 226.267 250.043 173.279 215.542 176.542 154.403 170.864 161.688 149.654 147.637 149.786 170.578 157.910 139.027 139.123 136.384 143.339 162.768 143.276 131.455 134.223 133.631 , 128.507 127.560 135.717 161.675 160.380 125.914 125.204 123.874 123.274 125.059 123.986 120.825 125.466 119.999 124.088 128.124 121.072 119.996 121.070 120.098
tests/i1687.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 69.621, Wed Mar 28 23:48:54 CEST 2018, 2663.970 552.458 297.420 195.614 211.117 185.060 146.661 144.002 102.037 126.556 98.861 87.261 84.406 78.705 80.159 80.650 77.729 74.983 74.891 74.926 78.240 77.101 76.326 73.907 74.602 77.367 72.571 70.684 72.604 70.117 , 71.050 69.693 69.533 70.269 69.680 70.040 68.967 69.676 69.025 69.566 68.337 69.873 74.026 67.814 70.541 68.438 72.188 68.061 68.974 67.920
tests/Vector.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 546.639, Wed Mar 28 23:52:43 CEST 2018, 7541.970 2869.456 2329.824 1522.916 1367.498 1175.855 1080.087 928.385 850.463 879.749 755.726 1029.978 833.431 678.601 656.077 643.106 645.540 616.912 606.318 598.112 6398.369 2472.326 1656.774 1412.199 1678.790 1383.138 1039.633 953.062 846.956 963.163 784.760 704.298 746.832 655.817 658.359 694.047 634.230 615.064 593.688 602.629 6939.198 2686.674 2396.697 1972.376 1811.924 1735.080 1702.725 1170.879 1080.952 1159.269 1029.885 838.367 777.961 766.501 834.627 807.229 703.259 692.350 651.446 624.129 , 605.591 574.939 636.275 573.170 569.117 561.899 556.916 567.483 568.215 544.737 541.286 549.954 545.933 537.925 594.943 546.026 539.643 536.086 567.043 540.906 533.272 554.519 657.391 549.710 532.128 552.464 547.259 530.131 527.086 513.787 570.117 603.347 647.104 577.054 550.395 543.653 553.285 631.639 568.089 575.300 547.252 628.570 526.484 518.325 523.966 525.733 519.336 506.090 514.807 503.025 508.878 527.161 514.105 498.703 506.595 504.810 497.849 503.250 528.262 496.582 606.820 639.423 596.666 604.177 594.854 591.037 576.575 575.144 558.281 568.191 547.611 618.238 557.644 555.712 545.939 539.116 547.584 543.012 545.351 535.704 551.225 527.706 530.859 531.407 561.653 517.814 519.272 518.967 531.698 518.557
opts/Vector.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 537.9905, Thu Mar 29 00:00:50 CEST 2018, 6980.439 2940.362 1707.396 1410.084 1599.787 1628.061 1330.570 1396.652 1311.509 810.411 1005.063 771.977 737.335 669.521 674.771 646.399 627.903 627.376 605.021 594.442 6850.020 2882.829 1742.426 1495.286 1706.010 1397.676 1410.399 1009.898 885.093 730.115 755.318 670.251 653.610 776.652 634.059 612.182 614.239 586.065 578.411 563.543 7491.867 2614.206 1685.989 1492.998 1385.827 1212.095 1270.191 1129.306 889.621 811.057 804.925 767.576 719.639 743.923 663.446 638.054 647.586 617.694 611.998 600.016 , 584.733 581.917 571.537 583.276 652.875 710.045 585.114 563.246 679.679 657.571 621.008 544.194 546.760 533.475 528.626 531.857 555.124 614.641 577.359 518.813 529.123 525.751 521.972 524.147 556.374 513.536 516.869 527.930 515.411 512.499 573.320 557.381 564.629 547.092 565.905 556.164 542.390 535.454 540.962 535.397 530.680 534.837 530.242 515.009 517.857 530.089 601.111 626.526 515.172 522.273 549.298 507.143 505.171 521.467 502.099 501.125 504.351 514.128 498.112 499.756 630.728 595.296 691.421 632.129 578.187 576.025 568.876 570.391 714.664 623.673 544.904 554.019 540.464 540.905 542.418 547.660 539.230 535.774 522.468 536.751 521.594 535.075 534.549 526.749 516.438 516.781 535.876 526.273 514.836 511.970
tests/empty-class.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 56.735, Thu Mar 29 00:02:00 CEST 2018, 2398.669 410.680 230.469 160.369 152.876 127.345 134.803 122.144 94.305 73.264 70.746 65.682 64.252 63.067 61.731 62.104 60.759 61.134 59.696 60.469 59.420 60.512 59.327 60.593 58.608 59.288 58.294 58.276 58.783 59.393 , 57.441 58.327 57.474 57.941 56.881 58.393 56.503 56.982 56.555 57.074 55.771 56.539 57.145 55.445 71.891 55.538 56.589 55.556 56.365 56.539
tests/empty-object.scala, 4206, 2018-03-28T21:00:12Z, 03411e1, 57.4805, Thu Mar 29 00:03:09 CEST 2018, 2342.246 326.620 200.472 149.538 116.589 115.683 85.464 82.760 73.957 73.259 76.265 69.431 64.639 64.096 67.000 65.483 65.102 64.973 63.631 60.587 75.838 60.067 61.083 59.327 59.266 61.259 58.369 58.977 60.857 59.718 , 57.982 59.825 57.506 57.935 57.569 59.695 64.912 59.549 57.284 57.455 56.700 57.166 56.680 57.566 57.608 56.944 56.945 55.857 56.877 56.684
