dotty, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T20:36:50+0100, 81282.348 47421.059 40423.026 39667.251 37759.097 37418.552 37925.635 37119.286 36720.446 37309.262 36688.054 36790.705 37381.734 36493.655 36568.374 37423.906 36545.131 36453.001 37273.824 36398.061 36420.404 37306.804 36224.705 36388.372 37194.179 36406.673 36309.697 37131.080 36190.913 36359.544 , 37215.242 36288.268 36347.211 37269.959 36182.818 36240.388 37105.147 36173.643 36308.764 37070.739 36318.468 36301.094 37245.681 36207.404 36209.112 37250.551 36093.200 36344.773 37353.599 36180.344
re2s, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T20:39:20+0100, 13655.259 5779.009 4298.472 3702.231 3243.819 2828.958 2775.480 2604.246 2509.066 2439.450 2453.233 2321.965 2319.645 2277.059 2230.797 2251.388 2176.159 2159.955 2160.367 2124.994 2151.246 2122.317 2102.013 2103.453 2095.139 2109.233 2078.992 2047.762 2081.127 2086.331 , 2076.920 2093.596 2042.390 2040.128 2048.962 2099.662 2029.875 2028.803 2037.424 2008.596 2030.766 2008.413 2007.670 1998.995 1995.270 2023.320 2008.323 2007.420 1996.789 2004.294
scalap, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T20:41:47+0100, 14179.774 5549.434 4503.837 3795.283 3272.377 3129.065 2884.835 2630.766 2688.622 2542.891 2584.417 2419.277 2338.920 2280.929 2176.769 2189.324 2100.461 2131.932 2031.795 1987.181 1959.235 1959.024 2017.690 1974.169 1927.265 1925.020 1893.270 1891.738 1838.650 1880.159 , 1857.596 1795.584 1857.843 1786.420 1781.907 1837.074 1762.984 1800.626 1831.539 1750.963 1746.682 1735.349 1744.428 1739.096 1722.357 1698.709 1690.084 1694.049 1688.982 1758.945
stdlib213, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T20:59:26+0100, 53606.608 28810.583 23610.652 21654.762 22465.561 20325.785 20221.971 19957.410 21170.158 19767.185 19650.656 19557.584 19680.023 19839.550 19564.214 19518.188 19487.230 20737.014 19555.363 19513.853 19477.659 19403.546 19733.927 19441.826 19440.874 19390.202 20715.992 19356.636 19469.942 19460.854 , 19428.796 19648.868 19365.430 19411.172 19369.771 20607.135 19246.911 19247.227 19312.923 19391.920 19589.628 19340.216 19362.101 19328.191 20535.785 19314.949 19361.911 19380.157 19256.515 19510.080
power-macro-power-inlined-1, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T21:01:08+0100, 3176.285 344.221 231.414 173.027 146.701 130.820 120.405 116.225 108.024 105.387 97.347 96.439 92.652 91.759 85.815 89.629 84.441 82.565 82.295 79.236 79.124 78.285 78.088 74.795 76.048 75.289 75.366 74.071 74.477 73.523 , 73.919 72.405 72.480 71.593 73.505 71.430 71.622 70.991 71.294 71.096 70.003 71.143 70.909 70.124 69.257 70.506 69.018 70.237 81.035 68.714
power-macro-power-inlined-1k, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T21:02:56+0100, 4762.637 1057.258 785.194 634.262 517.803 469.115 398.006 339.839 310.677 294.938 286.739 289.404 284.410 264.128 244.183 238.732 223.469 215.555 217.388 205.989 205.393 202.338 200.811 203.468 197.611 199.129 195.062 200.242 197.700 195.856 , 194.211 194.607 189.488 192.757 188.876 192.798 187.824 192.028 188.760 190.919 187.014 187.410 189.470 186.276 190.305 187.533 187.263 185.369 186.872 185.112
i1535, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T21:05:01+0100, 4028.499 712.858 468.514 379.420 321.318 285.509 233.114 208.289 191.749 183.082 177.293 174.923 178.893 170.330 174.525 169.320 161.412 159.195 158.858 154.067 151.899 152.438 144.345 143.892 145.741 140.256 143.181 138.287 138.257 140.952 , 136.007 134.469 136.251 132.420 135.924 127.717 127.752 132.642 127.264 128.946 129.955 127.239 130.699 124.296 125.089 126.622 124.961 126.288 122.167 124.733
i1687, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T21:06:18+0100, 3067.109 384.988 270.081 200.845 167.155 132.732 106.569 97.286 88.685 84.353 81.926 82.498 79.165 77.324 78.006 73.837 74.203 75.000 71.358 70.186 69.975 68.003 68.090 69.234 66.069 67.560 65.675 67.657 64.255 64.443 , 65.194 63.536 63.617 62.588 61.949 63.437 61.460 62.583 60.993 62.184 62.157 61.127 61.977 60.312 61.136 61.436 60.981 60.950 60.318 61.101
empty-class, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T21:07:33+0100, 2472.773 132.607 77.217 56.710 48.636 45.360 43.515 41.451 39.065 38.216 36.075 35.187 34.363 32.810 31.898 31.316 30.328 30.384 28.766 28.779 29.818 27.843 27.849 27.863 27.250 27.640 27.186 27.421 26.813 26.998 , 26.822 26.732 26.343 26.116 26.112 26.286 25.845 25.940 25.810 25.564 25.942 25.624 25.554 25.304 25.250 25.158 25.463 25.521 25.047 25.161
empty-object, 11603, 2021-03-04T19:58:45+0100, 229d183, 2021-03-04T21:08:48+0100, 2704.242 227.675 144.949 109.144 88.564 77.598 68.270 65.379 60.193 59.658 58.862 57.181 57.828 55.266 55.946 52.831 50.946 50.790 48.820 48.314 47.078 47.115 45.443 46.278 45.216 44.342 44.660 44.220 44.357 44.215 , 44.461 43.322 43.811 42.942 43.954 42.657 43.283 42.922 42.929 42.500 42.335 42.037 43.062 41.991 42.401 42.126 42.071 41.649 41.832 41.288
