dotty, 4259, 2018-04-06T00:03:40Z, cdbb95d, 33680.8035, Fri Apr  6 02:38:04 CEST 2018, 78486.408 41742.909 36693.948 35582.315 36691.682 34844.348 34430.865 35100.679 35800.076 34125.872 34097.317 34219.340 35043.112 34025.585 33726.260 34072.074 35096.412 33639.276 33717.124 33897.783 34708.525 33656.647 33635.540 33711.025 34585.301 33515.890 33447.708 33814.411 34270.091 33537.777 , 33600.045 33867.269 34502.175 33531.259 33686.956 33669.023 34551.167 33636.992 33568.568 33775.310 34451.228 33540.186 33602.861 33791.283 34377.744 33681.537 33577.608 33680.070 34388.751 33521.089
tests/scala-library, 4259, 2018-04-06T00:03:40Z, cdbb95d, 6617.3635, Fri Apr  6 02:44:35 CEST 2018, 27358.304 13413.613 11398.316 9295.905 7767.816 7336.519 7229.408 7351.315 7256.030 6966.512 6904.599 7065.002 7206.935 6999.911 7075.653 6856.481 6749.022 6814.841 6767.481 6745.092 6721.487 6732.845 6731.490 6700.299 6701.692 6905.420 6714.868 6686.535 6699.804 6711.252 , 6665.503 6671.831 6635.944 6610.781 6615.023 6671.847 6625.071 6606.115 6604.830 6667.296 6633.618 6596.310 6640.956 6626.572 6568.443 6619.704 6547.020 6549.339 6547.870 6593.005
tests/re2s, 4259, 2018-04-06T00:03:40Z, cdbb95d, 2768.777, Fri Apr  6 02:47:38 CEST 2018, 17015.251 7081.837 5142.577 4615.266 3994.612 3293.850 3186.354 3096.254 3082.446 3003.617 3264.059 2932.098 2904.696 2911.070 2854.309 2856.013 2876.501 2824.974 2855.794 2859.576 2799.948 2803.120 2923.743 2798.482 2782.354 2771.828 2778.278 2779.421 2770.102 2757.028 , 2768.743 2790.214 2772.674 2768.582 2768.811 2768.440 2797.038 2970.597 2787.277 2746.521 2785.906 2748.244 2753.614 2735.720 2892.948 2727.712 2802.065 2758.257 2804.538 2767.050
tests/implicit_cache.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 96.07, Fri Apr  6 02:48:49 CEST 2018, 2928.070 665.809 463.301 357.078 219.958 228.473 187.363 144.061 132.256 131.316 138.723 131.816 147.255 118.723 120.292 108.826 112.165 115.787 116.914 115.382 110.247 115.678 108.757 105.484 109.113 103.667 102.611 101.155 101.470 106.589 , 99.547 98.044 100.122 100.930 96.272 98.574 109.245 108.779 94.904 96.530 93.791 95.503 93.176 96.724 94.445 93.391 94.200 92.375 94.531 95.868
tests/implicit-scope-loop.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 101.1165, Fri Apr  6 02:50:00 CEST 2018, 3029.892 625.691 500.198 418.496 287.412 308.306 229.889 199.222 175.848 178.535 148.292 135.527 131.685 153.215 132.460 121.220 115.471 116.607 112.082 111.838 114.476 109.333 111.911 112.768 107.043 110.400 104.477 107.537 104.226 104.974 , 103.062 104.261 101.378 102.977 105.676 101.177 103.192 101.482 103.366 103.098 101.056 99.305 100.402 98.444 99.277 99.264 97.920 100.280 97.088 99.023
tests/i1535.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 116.506, Fri Apr  6 02:51:12 CEST 2018, 3367.015 697.956 633.175 472.422 394.791 328.884 260.698 210.501 200.195 204.505 204.581 164.108 159.287 149.341 148.826 147.407 143.946 171.603 143.185 144.414 161.346 143.404 144.961 141.969 127.580 129.863 125.873 123.573 126.105 122.149 , 120.387 122.920 119.992 119.013 120.751 117.162 115.930 117.577 128.964 116.719 118.012 114.993 114.131 116.293 114.765 114.135 114.298 112.583 112.409 115.060
tests/i1687.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 71.3855, Fri Apr  6 02:52:21 CEST 2018, 2613.643 400.193 383.901 292.258 239.752 175.742 119.007 104.509 98.630 95.914 88.761 84.994 80.196 81.142 78.155 79.050 78.508 76.700 77.040 78.066 83.762 77.861 74.926 78.502 75.458 73.388 77.552 74.477 77.462 74.789 , 72.197 71.542 71.168 71.796 75.032 72.005 70.505 71.305 69.960 81.024 72.012 70.765 72.758 71.466 72.092 69.192 70.106 69.231 70.972 70.584
tests/Vector.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 535.5855, Fri Apr  6 02:56:05 CEST 2018, 7449.722 2290.498 1830.808 1649.059 1665.747 1642.912 1555.939 1426.399 1303.039 819.889 794.290 1087.330 1030.970 782.498 674.996 642.387 687.405 612.471 642.375 602.117 6890.778 2302.492 2420.931 1572.941 1205.099 1692.608 1044.033 1246.390 1270.390 1347.179 875.877 1217.205 858.352 695.967 669.523 751.427 787.765 660.005 638.575 610.502 7189.391 2965.332 2426.556 2066.141 1869.529 1313.201 1606.672 1402.373 1162.684 979.693 1214.988 1194.252 861.286 679.157 657.820 661.097 688.218 619.070 629.111 619.636 , 587.323 590.931 592.582 578.249 568.826 554.516 575.257 567.713 542.126 546.375 531.253 554.327 525.354 611.149 631.378 543.422 520.508 537.355 527.094 536.248 509.433 511.459 559.452 554.433 514.143 504.770 505.694 516.733 510.075 504.731 646.460 591.646 677.464 580.297 576.084 653.855 672.795 550.097 540.153 537.837 537.822 541.288 525.601 527.503 525.513 528.152 516.159 527.676 525.454 524.837 512.255 512.130 518.551 525.847 633.190 506.951 504.889 517.850 545.350 501.316 593.453 620.802 587.633 579.608 573.171 560.911 672.259 600.429 558.848 562.965 550.116 532.396 531.283 530.538 531.971 534.923 523.698 534.894 531.820 550.675 512.626 510.188 513.473 523.143 517.334 504.568 509.643 521.761 516.760 541.709
opts/Vector.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 521.745, Fri Apr  6 03:04:07 CEST 2018, 7783.240 2495.891 1506.565 1376.061 1079.346 1003.559 942.827 1286.129 1171.726 1163.316 1118.491 891.741 741.005 707.076 666.174 626.346 616.896 592.439 597.542 578.246 7494.595 2916.621 2297.187 1926.991 1287.182 1163.784 1053.387 1357.173 1005.836 978.344 740.529 701.588 673.139 678.162 713.889 650.051 657.800 603.735 587.071 575.849 6838.856 2524.310 2063.642 1810.077 1591.481 1303.022 1015.450 1099.736 873.113 1088.098 774.607 696.130 844.022 659.955 629.172 831.597 598.971 607.758 572.194 558.732 , 557.451 562.178 565.529 710.726 571.704 536.553 548.430 524.718 516.181 521.460 524.301 506.761 510.580 508.565 514.768 494.684 502.520 503.403 507.492 508.642 513.751 497.902 511.140 504.695 491.700 495.100 484.579 482.191 489.826 508.073 570.879 606.274 673.585 693.038 613.914 565.468 545.932 536.817 545.286 542.498 568.769 524.524 527.107 538.254 532.414 519.728 530.642 525.084 522.030 504.266 505.152 515.050 531.159 540.457 522.643 519.540 531.718 539.795 498.856 511.790 691.655 692.907 623.615 552.996 597.899 567.188 556.937 564.781 517.943 544.839 514.738 522.463 550.337 603.962 504.952 503.016 510.035 510.327 496.957 497.514 539.182 501.580 493.319 504.359 516.698 496.121 500.014 517.054 509.945 515.862
tests/empty-class.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 56.687, Fri Apr  6 03:05:17 CEST 2018, 2471.556 421.336 270.358 211.308 173.984 154.731 112.497 113.371 83.447 78.176 72.275 75.345 67.333 68.207 66.464 67.434 63.535 64.431 62.708 63.439 60.575 59.962 60.159 65.090 75.075 60.529 58.630 58.331 58.836 68.710 , 59.236 57.942 57.633 59.335 57.224 56.588 58.491 56.563 57.095 56.702 56.908 56.478 56.672 56.572 56.447 55.892 56.790 55.648 56.156 55.771
tests/empty-object.scala, 4259, 2018-04-06T00:03:40Z, cdbb95d, 57.7695, Fri Apr  6 03:06:27 CEST 2018, 2406.488 362.599 200.959 147.907 172.420 148.948 114.098 114.694 92.337 96.974 71.953 70.251 65.988 66.295 64.190 64.833 63.950 63.822 62.121 62.927 64.242 62.514 60.404 60.825 60.322 60.236 59.800 59.066 59.656 59.351 , 60.078 58.582 59.308 61.082 58.490 57.765 62.712 57.774 58.007 57.231 57.962 57.152 57.408 59.695 57.428 56.866 57.261 56.278 56.918 56.311
