dotty, 4108, 2018-03-13T22:06:12Z, 7eefd72, 33858.0755, Tue Mar 13 23:40:46 CET 2018, 79702.508 42041.216 37175.638 36046.109 35417.771 35807.298 34866.074 34907.949 34651.286 35621.406 34357.392 34584.397 34824.139 35529.945 34232.693 34857.833 34186.241 35114.059 34050.527 34103.687 34362.172 34938.447 33960.870 33945.950 33850.861 34874.874 33984.797 33927.115 33906.608 34494.988 , 33904.245 33936.297 33886.103 34562.229 33708.645 33903.082 33757.610 34751.417 33807.260 33811.369 33755.703 34582.974 33762.893 33912.132 33705.072 34437.802 33830.048 33734.880 33689.624 34622.239
tests/scala-library, 4108, 2018-03-13T22:06:12Z, 7eefd72, 5314.15, Tue Mar 13 23:46:07 CET 2018, 25056.264 10914.549 8745.918 7137.150 6608.138 5940.850 5820.045 5766.099 5716.153 5676.535 5659.176 5601.223 5574.436 5583.550 5618.608 5586.826 5549.045 5548.176 5517.144 5501.242 5445.328 5532.296 5685.735 5379.923 5356.330 5414.700 5402.311 5387.113 5411.373 5602.444 , 5359.373 5399.598 5404.047 5324.664 5317.609 5300.138 5321.843 5310.691 5278.117 5269.080 5288.179 5707.454 5303.149 5413.814 5319.987 5272.780 5338.397 5299.097 5300.812 5308.645
opts/scala-library, 4108, 2018-03-13T22:06:12Z, 7eefd72, 5600.696, Tue Mar 13 23:55:51 CET 2018, 23973.971 12658.810 8520.442 7118.042 6613.820 6599.289 6189.694 6015.547 5984.487 5896.801 5904.901 5891.434 5828.615 5791.506 5764.476 5789.049 5776.830 5782.443 5719.376 5714.094 5706.176 5750.209 5700.944 5679.186 5773.144 5678.526 5717.212 5652.214 5669.248 5629.660 , 5605.419 5679.741 5630.786 5601.713 5599.679 5598.541 5621.463 5629.523 5586.615 5602.845 5575.511 5615.222 5602.839 5581.084 5632.233 5566.465 5595.777 5570.376 5599.157 5558.142
tests/re2s, 4108, 2018-03-13T22:06:12Z, 7eefd72, 2793.8945, Tue Mar 13 23:58:55 CET 2018, 16692.255 8532.909 4984.486 4194.014 3601.985 3388.128 3236.745 3163.902 3113.882 3044.718 3000.044 3081.666 3063.817 2945.476 2957.676 2934.186 2903.120 3148.408 2853.857 2837.996 2839.366 2903.665 2905.942 2843.438 2886.207 2896.520 2825.180 2848.041 2803.539 2833.663 , 2847.984 2807.027 2798.694 2815.974 2769.082 2809.150 2762.652 2819.240 2829.967 2779.496 2782.597 2767.576 2804.166 2790.663 2771.918 2794.552 2845.509 2771.990 2793.237 2747.771
opts/re2s, 4108, 2018-03-13T22:06:12Z, 7eefd72, 2814.3205, Wed Mar 14 00:01:58 CET 2018, 15610.206 7707.422 5914.717 4592.529 3870.701 3498.197 3324.867 3163.076 3077.781 3029.576 2994.804 3110.333 3056.615 3007.262 2924.627 2924.367 2865.874 2870.705 2837.578 2873.801 2832.167 2831.627 2822.886 2819.048 2873.413 2813.412 2812.388 2822.401 2793.744 2816.549 , 2815.652 2824.231 2802.478 2845.809 2840.479 2821.787 2788.606 2850.302 2801.839 2792.409 2812.989 2779.113 2869.046 2804.489 2784.224 2840.776 2797.073 2808.697 2833.096 2834.151
tests/implicit_cache.scala, 4108, 2018-03-13T22:06:12Z, 7eefd72, 103.5005, Wed Mar 14 00:03:10 CET 2018, 2975.528 718.513 418.233 321.409 279.896 240.659 257.343 190.191 150.693 149.857 138.861 121.084 116.107 115.500 115.332 111.642 116.640 112.789 110.370 114.740 123.222 116.496 110.572 108.482 107.016 105.532 113.717 108.049 111.662 104.309 , 104.484 103.809 108.181 106.650 116.179 105.673 101.911 108.005 100.386 102.417 99.049 103.192 100.908 100.176 101.566 99.188 114.508 105.208 101.645 104.522
opts/implicit_cache.scala, 4108, 2018-03-13T22:06:12Z, 7eefd72, 100.7545, Wed Mar 14 00:04:21 CET 2018, 2942.250 534.431 471.148 423.033 353.015 302.452 193.420 178.898 193.069 176.084 128.606 123.431 126.639 121.164 119.938 120.231 113.176 118.747 124.401 111.823 114.529 115.804 108.695 106.020 107.490 104.550 109.557 103.908 107.348 109.994 , 102.141 103.555 108.721 103.854 100.804 102.987 99.528 104.013 101.086 98.047 101.088 98.645 101.594 100.705 97.501 96.641 99.756 100.168 97.149 95.802
tests/implicit-scope-loop.scala, 4108, 2018-03-13T22:06:12Z, 7eefd72, 102.458, Wed Mar 14 00:05:32 CET 2018, 3136.198 749.260 568.256 455.603 360.327 237.993 181.708 167.851 150.518 159.130 131.349 128.628 127.222 121.035 124.034 118.847 118.319 113.984 113.823 117.536 112.152 112.399 108.391 108.168 113.709 107.287 111.206 107.872 107.044 105.718 , 103.760 104.499 103.596 106.492 104.323 105.163 101.746 104.495 105.731 103.170 99.205 100.200 100.581 99.229 103.340 100.191 99.017 98.411 99.341 97.323
tests/i1535.scala, 4108, 2018-03-13T22:06:12Z, 7eefd72, 129.222, Wed Mar 14 00:06:45 CET 2018, 3438.864 895.987 649.478 400.251 339.116 357.080 303.959 269.936 277.678 209.506 186.474 196.237 167.347 194.324 177.374 166.926 148.856 146.716 147.761 145.411 144.992 144.856 141.575 137.587 143.244 136.662 135.428 136.186 134.773 133.227 , 133.845 130.803 132.655 133.466 130.658 128.661 130.118 127.323 126.465 128.348 129.294 129.150 127.275 124.137 125.304 134.137 132.981 123.018 125.811 130.293
tests/i1687.scala, 4108, 2018-03-13T22:06:12Z, 7eefd72, 71.987, Wed Mar 14 00:07:54 CET 2018, 2608.691 602.286 415.340 267.628 305.961 264.615 224.033 138.044 109.762 100.467 91.335 88.587 85.946 81.981 83.100 84.174 87.314 89.181 77.583 81.548 82.750 79.953 78.544 75.606 76.572 75.595 77.488 74.391 77.342 74.933 , 73.754 74.787 72.255 74.236 71.520 73.281 72.039 74.051 75.642 70.958 71.935 70.465 70.933 70.092 72.307 69.646 74.292 71.589 71.246 69.526
tests/Vector.scala, 4108, 2018-03-13T22:06:12Z, 7eefd72, 560.825, Wed Mar 14 00:11:43 CET 2018, 7885.137 2965.522 2240.048 1450.023 1321.253 1227.672 1048.388 1245.512 828.397 825.606 1109.978 721.893 689.715 668.840 771.205 693.967 682.119 626.616 616.582 618.446 7107.360 3042.270 1828.511 1517.678 1423.022 1276.329 1030.763 1021.284 1202.558 921.569 1002.416 1173.010 1032.131 804.642 736.581 688.419 687.813 711.254 654.840 651.959 7926.942 2175.259 1730.199 1411.503 1819.352 1352.287 1021.870 1111.917 1430.287 1242.677 1241.486 841.221 1097.538 1082.757 775.631 703.359 873.494 663.353 652.601 631.931 , 637.586 662.629 589.287 638.099 630.775 719.185 664.572 570.989 562.623 549.621 562.471 560.893 646.592 558.620 552.892 540.625 586.813 573.549 528.938 529.536 531.080 533.860 523.712 529.601 534.542 518.913 516.940 521.197 530.923 515.857 644.829 634.282 612.749 619.446 697.067 604.483 683.815 650.018 600.390 590.356 624.987 581.494 559.022 559.599 559.736 568.671 555.098 622.435 581.630 560.757 556.804 554.749 564.744 544.524 553.151 544.096 567.836 560.183 556.905 585.891 606.859 696.593 599.944 620.656 812.479 681.280 566.037 568.369 570.502 564.742 554.477 736.855 642.727 579.829 541.913 539.560 550.642 536.073 537.818 533.975 558.621 530.101 536.726 532.866 520.412 527.279 529.286 557.112 526.946 552.316
