dotty, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T19:41:02+0100, 85099.161 48923.652 42809.733 41122.108 40003.164 39766.381 39999.748 39339.222 39302.361 39498.729 38796.786 38755.823 39671.443 38741.126 39050.474 39251.092 38804.903 38791.932 39044.809 38618.607 38597.329 39365.828 38465.383 38675.984 39191.045 38641.748 38610.473 38924.343 38594.286 38588.097 , 38898.987 38621.950 38565.442 39243.637 38616.235 38575.924 38985.525 38545.384 38412.610 38999.170 38515.779 38656.774 39268.107 38428.967 38617.688 39061.617 38715.548 38582.105 39116.776 38630.599
re2s, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T19:43:28+0100, 13812.168 5656.333 4190.306 3309.404 3021.408 2924.093 2648.773 2590.892 2482.387 2451.518 2334.545 2291.108 2248.039 2200.484 2182.591 2150.180 2111.841 2112.457 2134.506 2075.150 2072.687 2072.449 2088.200 2035.768 2031.179 2029.155 1997.804 2003.204 2012.495 2004.705 , 2040.905 1993.575 1972.470 1968.801 1988.727 1985.144 1991.746 1988.204 1989.795 1972.962 1957.931 1957.968 1959.534 1964.783 1972.081 1949.642 1966.523 1957.928 1952.236 1943.521
scalap, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T19:45:56+0100, 14776.614 5328.266 4391.978 3639.366 3281.916 3132.689 2924.951 2692.853 2606.007 2470.435 2398.039 2348.638 2239.821 2241.969 2138.892 2167.054 2096.676 2091.904 2081.383 2055.653 2043.192 1973.687 1980.593 1987.254 1940.708 1942.679 1906.022 1945.862 1887.053 1872.993 , 1890.081 1874.171 1938.933 1850.769 1849.499 1891.453 1827.780 1850.157 1871.924 1858.189 1793.318 1801.050 1821.718 1802.832 1836.571 1769.165 1794.308 1780.656 1765.085 1807.179
stdlib213, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:07:39+0100, 51812.289 29133.628 22981.188 21093.859 21783.123 19811.711 19455.333 19303.000 20564.568 19139.422 18987.743 19091.205 19017.938 20291.608 19012.164 19026.073 18869.957 20245.805 18916.013 18939.164 20217.912 18809.916 18921.787 18894.331 20098.087 18798.558 18839.227 18837.401 20127.154 18828.661 , 18720.865 18786.140 20015.294 18765.454 18794.025 18744.506 20076.369 18762.040 18743.290 18712.725 20052.872 18773.714 18825.869 18796.869 20017.139 18749.161 18763.365 18811.023 20019.267 18765.753
power-macro-power-inlined-1, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:09:19+0100, 3175.243 287.784 186.624 143.613 127.150 107.973 99.764 96.692 89.627 87.276 84.498 94.823 78.846 78.120 80.922 75.284 73.609 70.444 70.338 69.284 67.306 68.123 66.023 65.607 63.826 63.983 63.407 63.562 63.122 61.886 , 64.492 61.899 61.827 61.285 61.658 60.950 61.319 60.037 62.049 59.212 60.538 59.469 60.240 59.077 59.966 59.247 60.555 59.113 60.180 58.847
power-macro-power-inlined-1k, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:11:05+0100, 4948.333 1218.660 777.001 609.196 526.508 461.525 384.860 339.559 316.489 275.829 260.060 290.210 250.808 252.755 255.906 231.687 221.250 221.932 209.507 203.147 197.575 196.188 191.319 195.674 189.045 190.671 186.520 187.740 183.674 191.267 , 186.996 182.662 184.411 181.041 182.006 181.972 182.214 178.400 183.558 179.822 182.346 178.303 181.346 178.488 180.966 176.844 180.675 177.464 180.418 177.917
quote-string-interpolation-matching, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:12:51+0100, 5289.339 1326.377 900.587 673.329 619.058 592.528 589.741 577.816 579.986 571.507 574.583 553.283 562.045 562.900 555.633 560.068 553.369 550.315 558.105 546.779 552.257 544.701 557.648 544.436 542.887 554.638 545.399 547.459 535.194 535.556 , 544.979 535.088 546.995 537.372 536.230 543.110 532.569 542.568 532.900 533.260 536.978 532.339 534.639 530.321 528.567 534.448 527.916 532.580 530.269 533.803
i1535, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:14:10+0100, 3987.836 677.253 460.436 364.428 315.716 266.998 237.685 197.345 176.324 172.373 156.117 149.598 151.594 140.932 142.057 147.259 138.763 162.995 134.923 134.255 133.617 132.621 129.317 130.460 125.304 125.980 130.430 123.535 122.938 124.267 , 121.035 123.105 117.845 117.833 120.096 114.885 115.973 116.013 113.689 114.452 112.610 110.780 112.038 109.790 112.066 109.213 108.264 111.849 108.700 111.532
i1687, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:15:26+0100, 3341.315 417.962 281.851 223.219 190.194 157.315 130.447 116.737 113.383 107.212 102.356 102.036 97.043 96.481 90.633 88.138 89.933 86.634 87.630 85.075 84.235 85.131 83.103 83.906 81.492 82.276 82.391 81.531 81.268 80.047 , 79.985 79.516 79.673 78.194 77.554 79.556 78.245 77.924 76.426 77.873 75.888 77.541 75.509 76.525 75.123 76.880 76.197 75.359 76.541 75.067
empty-class, 9846, 2020-11-09T19:00:42+0100, 8c10e26, 2020-11-09T20:16:39+0100, 2560.878 128.207 73.356 57.265 49.577 43.659 40.350 38.262 36.753 34.607 33.914 32.963 32.678 33.034 30.687 29.935 29.563 29.507 27.912 28.513 27.559 27.298 26.792 27.187 26.430 26.551 26.787 25.866 26.025 25.944 , 25.929 25.336 25.689 25.465 25.603 25.447 25.203 25.051 24.882 25.373 25.240 25.016 24.710 24.687 24.837 24.962 24.798 24.626 24.962 24.380
