dotty, 4264, 2018-04-06T01:49:08Z, 21e7e71, 33324.6385, Fri Apr  6 04:23:09 CEST 2018, 79090.063 41119.071 37165.280 35599.473 35603.473 34300.521 34366.193 34470.214 35116.224 33925.344 33858.679 33868.684 34713.680 33665.696 33643.505 33837.841 34436.508 33555.550 33527.175 33444.075 34148.244 33267.904 33378.613 33419.781 34063.822 33384.711 33250.423 33369.265 34000.202 33239.751 , 33244.881 33261.805 33891.717 33261.403 33056.995 33424.739 33845.587 33347.277 33302.000 33372.582 33898.019 33348.116 33212.258 33297.670 33904.975 33205.901 33196.553 33428.274 33959.412 33153.873
tests/scala-library, 4264, 2018-04-06T01:49:08Z, 21e7e71, 6323.8815, Fri Apr  6 04:29:19 CEST 2018, 25742.458 13170.475 9308.741 7988.516 7438.616 7035.767 6884.448 6721.418 6746.137 6659.569 6569.785 6595.371 6494.949 6473.013 6520.167 6465.789 6511.985 6395.994 6421.242 6486.978 6540.187 6753.874 6410.105 6347.446 6331.679 6312.045 6338.611 6322.791 6374.575 6422.909 , 6414.660 6703.834 6523.753 6285.329 6352.906 6336.291 6297.579 6340.908 6237.648 6295.843 6335.546 6364.306 6320.278 6401.810 6256.117 6242.772 6234.274 6259.864 6327.485 6287.680
tests/re2s, 4264, 2018-04-06T01:49:08Z, 21e7e71, 2652.097, Fri Apr  6 04:32:15 CEST 2018, 15077.123 6594.911 5587.460 4234.190 4000.760 3284.547 3143.371 2988.975 2998.270 2914.156 3139.330 2832.506 2868.445 3016.536 2778.630 2916.661 2728.653 2723.038 2717.691 2716.955 2682.535 2721.253 2672.655 2687.598 2695.888 2676.587 2676.909 2631.624 2731.208 2648.677 , 2650.889 2653.305 2634.039 2662.346 2666.638 2676.508 2667.834 2646.725 2672.212 2643.609 2795.236 2640.599 2630.695 2658.890 2612.514 2660.351 2663.426 2613.194 2645.242 2595.079
tests/implicit_cache.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 100.129, Fri Apr  6 04:33:26 CEST 2018, 2790.944 535.471 534.931 378.178 271.647 220.088 184.298 200.984 209.315 166.017 128.420 126.375 123.698 116.502 118.424 112.182 118.888 116.825 107.692 109.852 116.495 105.925 105.728 103.744 108.631 105.468 110.899 105.829 103.339 107.956 , 102.893 109.195 103.671 104.250 105.238 102.264 99.282 100.588 98.666 97.022 99.670 97.030 98.183 96.194 99.098 111.392 102.440 109.609 96.780 94.155
tests/implicit-scope-loop.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 103.5265, Fri Apr  6 04:34:39 CEST 2018, 2942.644 556.955 438.148 419.326 369.991 314.297 277.353 188.704 213.203 180.276 145.601 142.768 139.360 123.005 119.508 118.938 114.875 115.618 112.259 111.148 115.935 109.805 114.101 110.649 107.403 111.153 106.169 109.550 106.017 112.627 , 111.485 106.644 106.780 104.541 114.714 104.961 108.219 101.731 103.935 100.697 100.055 102.965 104.006 101.332 99.761 103.118 98.986 99.288 98.979 106.037
tests/i1535.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 120.239, Fri Apr  6 04:35:51 CEST 2018, 3359.311 734.502 512.218 393.627 301.801 261.647 319.854 205.317 179.676 188.517 175.156 190.479 186.496 150.518 152.725 191.028 145.233 145.423 139.129 154.674 134.316 137.286 133.556 137.453 135.312 129.444 130.334 126.663 131.711 133.183 , 140.503 148.861 137.730 121.647 123.531 121.562 119.874 120.323 121.492 120.829 120.492 116.450 116.369 120.155 117.523 116.393 117.639 115.851 115.499 119.894
tests/i1687.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 70.994, Fri Apr  6 04:37:02 CEST 2018, 2636.950 467.699 396.223 269.288 242.929 207.727 151.299 139.887 118.665 100.115 87.516 86.422 85.237 86.162 81.406 79.611 80.163 77.601 76.467 79.634 79.964 81.471 84.118 74.838 76.207 79.042 74.387 72.193 73.041 72.433 , 71.497 71.788 70.580 71.090 71.695 77.355 70.260 69.928 72.407 71.292 74.246 68.792 72.343 70.655 69.998 69.349 71.146 70.898 70.162 69.646
tests/Vector.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 529.316, Fri Apr  6 04:40:49 CEST 2018, 7174.322 2368.587 2203.897 1563.074 1339.925 1347.269 1550.568 1420.551 896.448 1073.519 1197.614 927.433 710.492 693.753 679.237 652.795 645.866 685.121 622.032 642.646 7256.600 2538.967 2453.927 2049.828 1825.158 1736.667 1144.375 912.671 826.540 896.512 1060.971 685.191 658.028 767.618 625.037 614.214 641.492 611.465 595.910 583.434 7173.702 2553.039 1681.342 1994.552 1479.604 1193.356 1133.753 1206.966 1323.357 932.238 1037.759 752.705 778.243 694.670 676.868 737.989 732.238 744.808 774.137 670.269 , 600.422 623.774 607.738 757.853 604.681 577.928 569.023 552.750 544.355 554.252 537.655 534.346 538.569 549.307 529.829 526.334 526.983 543.887 528.803 562.365 517.237 529.981 519.221 522.639 529.904 522.517 516.495 546.844 612.209 521.675 597.684 571.467 574.457 563.459 560.762 554.543 540.071 539.672 542.028 533.851 527.462 525.882 546.067 519.748 517.334 512.656 528.360 510.777 504.108 517.902 513.728 508.792 506.837 503.273 504.723 499.550 506.036 502.989 488.874 491.405 727.741 588.720 599.193 559.846 597.997 614.465 553.427 544.626 574.489 528.483 536.550 526.109 539.771 520.922 539.900 517.344 578.463 519.621 515.754 507.043 516.390 510.980 508.806 509.739 509.118 500.343 506.771 519.051 505.685 495.397
opts/Vector.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 526.6915, Fri Apr  6 04:48:57 CEST 2018, 6682.013 2818.335 1490.967 1259.234 1219.050 1214.802 946.744 853.529 1047.563 1119.388 1105.520 811.335 669.906 671.529 645.942 637.238 612.352 627.579 602.431 586.387 6363.965 2311.107 2370.649 2008.619 1697.835 1481.180 1296.347 1410.539 1035.100 1295.329 873.222 824.912 702.532 682.654 673.389 655.664 640.547 639.345 614.083 707.181 7411.063 3009.592 1713.263 1781.171 1219.843 1120.316 1132.280 1088.685 1321.493 1264.049 846.822 778.412 746.797 803.577 674.166 696.478 613.202 623.553 593.622 587.428 , 579.502 585.291 572.375 570.828 563.127 575.141 552.842 534.844 541.246 526.338 527.322 548.132 594.920 554.893 587.405 521.466 557.861 508.804 507.785 511.716 506.681 516.197 497.580 504.078 497.924 503.417 501.910 491.730 491.518 505.649 581.918 588.639 567.066 569.318 546.639 556.966 553.265 545.673 533.613 549.270 530.845 535.268 522.921 534.385 518.826 526.992 564.211 549.478 513.834 503.833 502.352 517.045 504.834 509.859 501.039 528.579 522.663 526.391 581.844 512.260 577.579 589.737 616.866 605.446 571.744 559.376 578.158 531.959 529.048 531.043 522.362 519.455 518.551 530.126 517.215 520.044 514.774 610.649 512.417 507.304 500.268 517.263 505.556 509.065 496.365 508.150 500.652 497.474 503.217 494.410
tests/empty-class.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 57.434, Fri Apr  6 04:50:06 CEST 2018, 2421.263 290.623 186.937 184.520 146.806 141.588 98.671 88.015 83.518 100.966 74.483 70.921 66.983 63.449 62.893 63.013 61.152 61.882 60.223 61.110 59.079 60.281 59.253 59.905 58.196 58.608 57.695 57.851 58.156 58.425 , 59.972 57.525 56.893 56.989 57.213 59.442 57.811 58.872 58.203 57.345 57.393 60.184 62.685 56.508 56.798 57.608 56.073 56.199 55.839 57.475
tests/empty-object.scala, 4264, 2018-04-06T01:49:08Z, 21e7e71, 58.7845, Fri Apr  6 04:51:15 CEST 2018, 2399.702 302.027 280.045 225.983 186.861 162.634 103.277 109.471 120.645 89.043 75.252 75.927 66.822 65.821 65.112 64.795 63.433 63.949 62.635 63.058 62.251 66.732 62.686 61.549 61.605 60.395 60.316 60.228 62.591 70.496 , 65.284 60.148 60.729 58.851 69.393 58.660 61.588 60.261 61.663 59.421 58.718 57.593 59.014 57.188 58.504 56.904 57.772 57.080 57.732 57.132
