dotty, 3525, 2017-12-09T13:35:01Z, 18767e0, 31986.4605, Sat Dec  9 15:07:10 CET 2017, 75283.372 39047.276 34815.587 33738.771 33277.316 33843.794 32807.408 32814.599 32739.497 32677.353 33099.905 32356.721 32432.191 32466.954 32351.769 33165.232 32315.748 32277.762 32128.120 33035.539 32024.708 32067.259 32140.211 33013.970 31984.933 32110.296 32047.237 32919.494 31999.402 31916.451 , 31906.266 32905.080 31965.301 32051.686 31775.314 32731.331 32045.322 31839.127 31868.969 32887.578 31951.176 32007.620 31926.475 32837.190 31853.609 32038.223 31911.022 32864.984 31815.611 32038.872
tests/scala-library, 3525, 2017-12-09T13:35:01Z, 18767e0, 5413.722, Sat Dec  9 15:12:39 CET 2017, 25767.805 11777.611 10139.629 7293.107 6513.516 6032.816 5954.936 5888.750 6455.406 5843.796 5678.249 6054.084 5697.362 5628.060 5642.976 5533.327 5587.278 5547.275 5548.516 5534.685 5559.924 5684.224 5517.627 5553.366 5546.646 5486.673 5504.092 5472.693 5533.042 5482.080 , 5433.148 5531.115 5445.469 5509.020 5368.010 5372.971 5399.002 5383.005 5437.522 5401.162 5407.751 5557.265 5474.488 5548.077 5430.484 5382.959 5417.603 5386.133 5409.841 5362.872
tests/implicit_cache.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 96.222, Sat Dec  9 15:13:50 CET 2017, 2846.581 511.246 424.492 365.081 293.351 268.813 240.051 157.962 135.634 124.286 122.407 118.653 116.663 113.180 112.555 108.435 114.398 106.416 106.883 106.018 103.671 105.775 103.213 108.344 102.435 102.783 115.414 105.840 101.311 98.573 , 99.081 102.657 100.475 97.209 95.017 99.088 96.070 96.936 94.929 97.162 94.250 93.437 121.662 96.478 96.374 93.286 95.943 92.180 93.805 93.001
tests/implicit-scope-loop.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 98.4475, Sat Dec  9 15:15:01 CET 2017, 3066.906 681.547 433.946 347.964 302.372 209.593 173.707 146.205 133.556 139.242 125.813 121.548 117.783 114.297 114.833 111.925 114.163 108.103 107.880 109.496 108.657 114.093 109.599 106.422 105.101 112.707 105.852 102.023 107.315 99.316 , 99.369 101.591 99.700 98.889 98.440 98.452 97.390 98.540 96.182 113.481 96.670 98.895 98.443 97.454 99.039 94.399 100.024 93.725 94.875 93.670
tests/i1535.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 109.037, Sat Dec  9 15:16:13 CET 2017, 3283.126 1156.048 677.719 426.445 303.036 340.692 239.950 228.239 174.119 167.188 154.641 153.854 151.678 134.999 132.064 127.516 126.676 136.704 123.852 122.293 120.714 121.882 117.951 115.656 117.566 115.287 114.449 114.771 115.174 113.770 , 115.758 112.720 121.303 112.827 111.820 111.651 117.814 107.780 118.192 109.359 108.326 108.380 108.846 105.791 107.357 107.295 109.228 106.001 106.508 105.301
tests/i1687.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 66.4005, Sat Dec  9 15:17:22 CET 2017, 2615.682 536.885 367.490 250.343 169.414 169.127 132.717 96.721 87.818 92.296 79.564 78.888 75.092 84.100 72.952 72.956 72.996 71.507 71.652 70.177 76.076 75.292 76.322 73.443 73.088 69.603 72.357 69.981 70.014 73.349 , 66.525 71.150 69.067 69.992 68.698 74.219 65.900 79.359 65.511 65.287 66.728 67.471 65.932 87.684 66.276 65.044 64.207 65.066 64.058 65.571
tests/Vector.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 542.6765, Sat Dec  9 15:21:09 CET 2017, 7389.136 2819.671 2339.974 1515.777 1374.288 1197.007 1126.355 1038.939 1280.612 868.391 891.374 712.068 794.414 700.602 661.668 655.399 652.136 644.185 616.315 598.872 7321.594 2228.868 1866.842 1980.148 1739.464 1457.193 1364.932 1384.331 1207.721 841.653 837.774 772.519 742.866 782.480 797.585 686.644 627.625 688.054 621.422 765.395 6550.934 2185.413 2242.616 1374.129 1609.795 1187.281 1077.243 969.481 1091.064 819.511 871.339 893.917 871.125 848.791 647.203 621.874 629.093 670.157 577.445 565.581 , 633.978 641.030 611.077 582.066 634.059 572.829 552.887 552.753 548.823 554.885 543.614 560.876 568.007 680.273 584.909 563.687 575.526 527.039 550.598 521.538 531.595 570.210 526.307 558.995 539.858 514.026 555.658 541.739 536.035 530.519 615.437 599.942 582.851 573.506 623.133 573.514 558.844 555.469 553.675 547.018 543.778 533.907 534.939 555.041 530.006 528.985 532.831 544.464 628.142 533.396 556.160 539.199 522.664 527.136 517.917 525.484 515.188 519.682 514.624 525.103 588.641 556.342 569.733 652.248 638.948 550.419 533.540 523.214 530.404 520.306 516.937 507.642 522.346 512.882 511.338 504.798 515.428 586.914 520.407 507.600 510.929 564.214 501.364 504.238 490.527 491.710 548.901 499.847 503.472 497.353
tests/empty-class.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 52.92, Sat Dec  9 15:22:17 CET 2017, 2275.441 344.694 238.044 187.426 153.562 94.870 79.561 74.234 69.595 64.405 68.343 59.736 59.753 57.847 63.098 56.378 57.216 55.546 55.782 56.314 56.745 54.801 54.693 53.872 55.004 53.572 57.304 53.645 55.512 53.269 , 53.734 52.968 53.314 53.831 53.494 52.229 53.200 51.881 57.529 52.873 53.175 52.543 55.229 51.765 52.504 51.521 52.546 51.780 52.554 52.967
tests/empty-object.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 52.6955, Sat Dec  9 15:23:26 CET 2017, 2274.078 296.549 222.833 175.673 131.750 114.591 104.541 72.946 78.172 64.643 63.578 60.834 60.783 58.497 59.249 58.605 63.097 57.901 63.308 62.667 56.147 55.793 54.748 55.309 54.818 55.411 54.504 54.140 54.030 54.191 , 53.034 53.632 53.149 54.634 52.240 52.875 52.837 52.166 52.746 52.141 53.389 53.391 52.811 52.121 52.572 51.514 52.645 51.334 51.849 51.524
tests/empty-file.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 37.1, Sat Dec  9 15:24:33 CET 2017, 1647.671 229.778 156.979 120.838 78.789 66.802 55.741 50.975 56.988 44.317 41.319 40.259 40.949 39.431 40.010 39.674 38.490 38.870 37.842 38.556 37.869 38.584 38.073 37.378 38.276 37.495 38.601 38.086 37.348 37.901 , 37.155 37.792 37.364 37.050 38.608 36.803 37.207 37.353 36.938 37.241 37.188 36.636 37.104 36.760 36.959 37.096 36.460 37.257 36.488 36.925
tests/patmatexhaust.scala, 3525, 2017-12-09T13:35:01Z, 18767e0, 273.5225, Sat Dec  9 15:28:33 CET 2017, 4995.015 2054.096 1543.754 1313.188 1188.291 1056.587 935.363 752.831 542.856 648.431 606.142 441.176 554.046 384.773 371.957 358.334 453.644 350.041 348.790 399.232 5377.726 1562.309 1421.521 1042.601 893.235 785.932 863.708 800.224 705.685 451.225 414.891 401.836 393.518 379.773 379.761 357.241 347.157 342.586 393.821 345.334 4923.461 2090.970 1182.125 1014.245 963.802 873.009 774.301 678.323 662.264 499.849 479.742 547.562 405.347 376.589 357.852 359.410 450.449 375.564 335.069 320.393 , 326.776 306.251 306.541 312.137 294.411 294.467 296.112 288.185 278.554 276.900 285.199 279.244 271.919 281.844 273.178 274.401 280.847 274.958 266.560 271.172 264.210 266.478 266.343 266.016 260.522 256.163 264.551 259.043 254.469 260.527 253.438 253.345 256.606 257.524 257.533 253.064 256.347 271.253 252.606 257.058 322.624 326.284 327.091 314.517 326.271 373.795 314.860 318.498 302.137 301.186 299.084 296.575 295.063 279.338 273.131 282.751 274.786 275.187 275.968 272.268 274.564 271.448 271.107 266.373 271.494 276.533 264.796 266.635 296.470 308.465 353.999 267.163 268.103 271.493 268.022 263.064 256.276 257.735 257.322 259.533 315.177 381.756 350.184 345.215 334.333 305.454 301.027 296.089 288.633 319.358 312.617 283.263 283.717 277.961 281.730 275.296 310.159 299.263 268.932 277.904 265.641 273.867 273.901 266.731 270.487 269.246 268.034 260.595 262.053 264.109 256.512 259.360 259.525 257.256 254.481 259.930 254.576 255.713 259.846 252.063
