dotty, 4235, 2018-04-03T11:33:22Z, d985903, 34649.8115, Tue Apr  3 14:08:40 CEST 2018, 80783.676 43371.906 38410.826 37216.431 36417.320 37000.176 35473.005 35692.763 35501.874 36310.990 35446.622 35472.006 35340.974 36230.375 35083.756 36021.640 35034.168 36120.438 34915.145 34920.305 35053.609 35727.734 34657.438 34640.839 34849.797 35714.020 34642.062 34660.758 34566.002 35580.352 , 34744.945 34630.222 34657.158 35469.406 34595.116 34515.899 34644.491 35235.276 34642.366 34547.215 34912.038 35377.864 34571.345 34655.132 34571.106 35195.115 34642.780 34697.227 34637.765 35409.514
tests/scala-library, 4235, 2018-04-03T11:33:22Z, d985903, 6535.4825, Tue Apr  3 14:15:06 CEST 2018, 27542.807 13341.732 10565.757 7768.780 7467.542 7188.748 7034.599 6917.119 6991.296 6906.024 6838.621 7112.508 7284.231 6766.939 6721.642 6757.394 6739.479 6724.832 6708.979 6700.569 6727.247 6886.953 6886.618 6713.395 6653.297 6700.902 7289.171 6754.941 6709.907 6684.864 , 6825.986 6658.521 6582.079 6519.340 6590.016 6622.942 6532.700 6506.941 6497.008 6484.841 6598.286 6666.332 6555.035 6529.221 6514.773 6538.265 6528.659 6582.054 6499.851 6482.011
tests/re2s, 4235, 2018-04-03T11:33:22Z, d985903, 2707.5315, Tue Apr  3 14:18:05 CEST 2018, 14150.790 9220.396 5324.609 3883.150 3471.010 3316.770 3391.774 3207.886 3088.654 2932.859 2910.798 2960.914 2829.072 2884.017 2831.133 2804.544 2800.882 2760.467 2794.817 2767.603 2742.011 2749.943 2717.499 2729.754 2740.719 2742.906 2740.067 2706.866 2726.146 2717.913 , 2736.385 2727.584 2680.920 2722.809 2709.422 2734.371 2718.952 2707.497 2712.265 2697.075 2754.143 2707.566 2687.461 2697.429 2839.906 2702.954 2697.057 2689.377 2695.442 2655.372
tests/implicit_cache.scala, 4235, 2018-04-03T11:33:22Z, d985903, 97.5005, Tue Apr  3 14:19:16 CEST 2018, 2881.137 589.995 439.357 276.172 226.290 226.197 190.536 149.504 136.739 125.677 122.580 121.254 113.031 120.933 116.525 114.919 117.631 110.685 108.203 106.053 115.118 107.626 106.285 108.607 102.501 108.787 102.342 104.171 103.172 100.134 , 101.737 104.295 101.454 97.180 103.340 104.159 118.195 101.187 95.995 112.527 97.821 102.563 96.296 97.111 94.625 96.332 93.087 94.034 93.102 95.464
tests/implicit-scope-loop.scala, 4235, 2018-04-03T11:33:22Z, d985903, 99.887, Tue Apr  3 14:20:28 CEST 2018, 3000.456 702.026 404.101 406.843 352.390 314.229 248.409 181.089 145.892 156.887 159.859 134.341 124.342 120.748 118.804 113.381 112.838 113.884 110.178 116.557 110.017 110.314 108.215 106.539 108.194 104.802 114.891 104.769 106.482 102.570 , 103.243 104.941 102.300 103.646 100.665 104.026 101.124 103.268 99.587 101.248 98.089 100.187 98.002 97.683 98.980 96.728 98.536 95.914 97.138 95.084
tests/i1535.scala, 4235, 2018-04-03T11:33:22Z, d985903, 120.502, Tue Apr  3 14:21:41 CEST 2018, 3250.227 755.505 547.422 450.256 427.292 339.336 245.191 258.386 256.588 179.529 181.053 162.040 153.968 153.397 174.144 149.592 158.967 144.035 141.479 147.051 139.430 136.404 131.757 132.187 129.871 130.579 129.829 125.931 127.965 124.424 , 124.171 129.607 126.032 130.689 124.546 120.264 119.905 120.585 119.369 117.612 118.882 116.560 114.803 125.669 118.661 120.445 120.559 127.230 127.103 115.919
tests/i1687.scala, 4235, 2018-04-03T11:33:22Z, d985903, 69.6545, Tue Apr  3 14:22:51 CEST 2018, 2681.676 571.972 407.218 234.759 237.567 202.217 154.213 107.669 98.332 99.269 102.642 88.894 79.956 78.687 78.984 77.659 78.782 75.546 76.396 74.874 75.252 75.580 74.754 74.308 73.344 74.369 81.519 75.886 71.814 70.701 , 71.311 70.144 70.834 70.211 71.553 69.719 69.287 70.566 70.612 70.207 69.061 69.526 69.590 69.243 68.536 69.332 68.575 70.039 68.863 67.963
tests/Vector.scala, 4235, 2018-04-03T11:33:22Z, d985903, 537.283, Tue Apr  3 14:26:35 CEST 2018, 6901.643 2454.523 2053.289 1992.956 1396.031 1108.230 1280.092 1438.766 1294.116 1056.908 1136.526 1080.756 730.732 697.369 673.186 667.630 644.746 633.127 630.144 607.669 6996.715 2645.067 1729.953 1855.497 1785.272 1516.542 938.229 830.840 829.784 826.062 1134.031 762.391 733.904 945.129 720.363 655.571 630.644 622.357 662.807 635.999 7275.450 3050.308 2262.444 1353.620 1378.391 1254.639 1274.934 1436.790 990.625 1194.351 1026.614 828.889 692.201 809.873 766.024 671.799 629.357 607.505 602.173 589.960 , 601.137 629.778 590.900 574.874 575.168 560.599 588.581 569.057 549.999 553.831 539.230 535.385 536.403 541.176 528.603 529.105 524.521 535.539 528.580 538.163 562.297 531.834 550.043 663.860 616.871 548.149 511.979 522.391 593.576 620.871 601.554 597.087 581.012 620.645 565.498 563.040 564.262 561.477 541.724 538.443 532.715 553.087 527.452 526.300 540.651 557.171 528.466 526.015 523.113 512.654 518.859 526.736 535.133 507.880 507.441 507.228 525.866 509.129 507.914 504.023 635.143 571.904 570.209 568.187 596.523 553.675 551.985 535.050 550.484 530.668 532.218 529.219 541.427 555.830 530.948 573.260 530.365 531.359 518.513 522.459 516.421 521.199 520.060 542.703 511.415 512.100 512.145 524.331 512.571 508.891
opts/Vector.scala, 4235, 2018-04-03T11:33:22Z, d985903, 543.46, Tue Apr  3 14:34:45 CEST 2018, 7997.127 2575.271 1680.989 1465.321 1301.768 1273.695 1506.464 1323.636 1259.938 904.567 741.365 798.269 653.222 633.754 832.729 671.532 662.115 587.613 628.536 566.458 6597.113 2659.134 2238.951 1888.252 1631.214 1350.619 1351.603 1026.826 880.802 1175.151 1176.490 1068.640 844.480 715.689 697.519 680.570 663.391 655.697 627.383 853.195 6774.486 2065.631 2463.506 2150.364 1312.747 1235.866 1093.859 1121.845 1048.561 1002.160 1036.410 803.011 953.931 809.192 817.210 760.925 721.546 709.730 629.023 634.605 , 570.617 554.994 555.637 809.073 610.781 538.492 545.037 535.171 546.454 522.385 520.377 515.783 535.091 520.439 526.999 516.574 543.735 517.687 522.999 514.110 504.688 505.148 519.750 511.600 501.624 500.457 503.430 551.738 500.976 498.676 638.605 634.812 583.624 755.441 583.768 588.848 569.783 568.089 571.192 578.148 543.494 541.666 543.426 579.924 622.729 534.104 594.390 594.753 715.631 558.691 532.247 522.106 524.921 522.562 535.052 515.571 518.328 517.887 535.201 516.062 627.901 627.897 600.128 601.281 591.981 586.122 622.738 655.350 614.053 558.313 551.227 548.389 553.543 564.462 575.159 560.093 544.268 540.715 538.309 527.781 548.437 529.805 532.722 531.578 540.213 518.874 520.027 526.648 556.693 527.501
tests/empty-class.scala, 4235, 2018-04-03T11:33:22Z, d985903, 57.835, Tue Apr  3 14:35:56 CEST 2018, 2393.267 289.514 193.185 189.344 161.524 131.844 128.500 88.741 83.385 82.525 77.490 68.090 64.888 65.941 71.910 63.246 61.748 64.442 62.854 61.597 64.612 60.939 60.811 63.961 59.288 62.112 58.613 58.955 58.128 59.543 , 58.372 58.877 59.879 58.406 56.922 57.620 60.870 58.108 57.355 59.132 56.470 59.100 56.669 59.800 56.116 57.238 56.297 58.050 56.104 57.063
tests/empty-object.scala, 4235, 2018-04-03T11:33:22Z, d985903, 60.017, Tue Apr  3 14:37:05 CEST 2018, 2379.581 300.788 257.850 152.948 174.120 150.864 135.141 104.648 100.157 97.615 93.906 76.419 69.599 67.548 66.044 66.908 64.571 64.678 64.761 63.511 63.538 62.504 64.102 61.830 63.497 61.557 61.990 60.455 61.531 60.388 , 61.154 60.035 61.008 62.207 60.695 59.262 59.679 60.951 59.608 59.999 58.839 60.921 58.850 59.280 59.031 60.344 58.483 59.378 60.210 60.372
