dotty, 4081, 2018-03-07T15:45:20Z, 438e82f, 34778.9205, Wed Mar  7 17:20:34 CET 2018, 79576.661 41819.804 38297.902 37435.924 37191.230 36108.678 35734.742 35640.446 36499.943 35309.745 35289.437 35444.359 36226.946 35232.459 35231.308 36340.475 35810.790 34916.646 35087.903 34799.382 35649.253 35036.975 34646.816 34847.104 35291.461 34704.312 34714.111 34810.995 35292.875 34782.729 , 34776.730 34858.380 35158.659 34790.686 34740.520 34781.111 35316.540 34592.367 34583.918 34851.040 35366.249 34753.213 34687.655 34793.952 35232.765 34729.256 34664.953 34690.552 35273.224 34592.915
tests/scala-library, 4081, 2018-03-07T15:45:20Z, 438e82f, 5450.385, Wed Mar  7 17:25:59 CET 2018, 24442.705 11487.023 7899.986 7221.565 6522.115 6119.475 6044.227 5932.218 5919.959 5859.639 5781.113 5716.960 5708.828 5661.424 5639.087 5601.912 5588.506 5724.804 5622.428 5599.675 5559.650 5626.839 5583.382 5581.544 5645.982 5536.879 5504.613 5538.553 5538.343 5516.373 , 5516.138 5646.258 5510.717 5446.012 5455.584 5464.436 5444.697 5426.398 5410.332 5418.425 5454.758 5440.841 5435.376 5468.594 5456.938 5441.677 5511.979 5392.183 5425.326 5478.100
opts/scala-library, 4081, 2018-03-07T15:45:20Z, 438e82f, 5512.3505, Wed Mar  7 17:35:37 CET 2018, 25041.671 12164.562 8885.368 6997.970 6588.364 6413.033 6067.983 5924.720 6028.769 5880.235 6090.081 5983.924 5810.220 5719.748 5719.184 5686.321 5703.766 5722.552 5658.396 5626.274 5629.118 5751.135 5622.861 5629.004 5574.005 5625.809 5718.549 5640.496 5592.047 5612.751 , 5552.245 5590.969 5547.827 5503.600 5537.360 5543.938 5498.445 5485.966 5621.016 5502.319 5488.253 5498.425 5519.022 5494.092 5505.679 5698.124 5640.868 5495.656 5472.101 5526.889
tests/re2s, 4081, 2018-03-07T15:45:20Z, 438e82f, 2685.8475, Wed Mar  7 17:38:37 CET 2018, 16488.581 8801.118 5131.686 4022.632 3303.497 3308.210 3072.074 3003.282 2970.239 2896.260 2939.847 2896.674 2816.358 2837.178 2826.165 2771.789 2766.077 2784.939 2734.651 3147.884 2905.251 2783.779 2767.510 2732.945 2719.751 2720.151 2755.031 2711.775 2665.312 2751.973 , 2751.641 2713.103 2693.673 2679.776 2715.496 2699.570 2667.246 2683.028 2679.209 2690.575 2679.243 2655.078 2688.667 2669.080 2660.226 2674.451 2652.294 2753.373 2733.326 2712.409
opts/re2s, 4081, 2018-03-07T15:45:20Z, 438e82f, 2735.646, Wed Mar  7 17:41:41 CET 2018, 15676.899 7097.148 5706.355 4807.425 4069.697 3707.703 3247.080 4002.840 3095.238 3254.778 3193.484 2929.526 2934.191 2899.335 2868.992 2850.027 2852.666 2918.624 2985.684 2955.539 2821.686 2862.150 2864.884 2807.653 2843.358 2859.140 2863.018 2791.710 2808.779 2756.705 , 2775.570 2906.924 2793.312 2957.176 2758.102 2760.305 2732.238 2745.226 2736.229 2730.294 2734.964 2729.941 2735.063 2732.582 2728.908 2719.116 2749.409 2724.577 2770.343 2734.148
tests/implicit_cache.scala, 4081, 2018-03-07T15:45:20Z, 438e82f, 102.3405, Wed Mar  7 17:42:52 CET 2018, 2940.725 553.113 395.474 318.471 294.977 256.031 224.557 172.439 150.553 160.139 133.278 129.502 148.865 119.109 117.762 114.896 121.226 117.462 113.532 116.624 114.154 111.774 113.348 109.140 110.265 107.672 112.790 110.184 125.964 106.490 , 105.570 106.841 107.055 107.056 109.592 105.513 102.434 102.247 103.369 101.641 102.885 101.796 102.183 100.914 101.172 100.254 100.783 103.819 99.533 100.780
opts/implicit_cache.scala, 4081, 2018-03-07T15:45:20Z, 438e82f, 97.1135, Wed Mar  7 17:44:05 CET 2018, 2778.383 689.372 513.530 436.532 363.237 313.283 257.165 196.028 186.791 179.297 130.646 122.481 125.421 134.539 125.228 118.107 108.611 112.032 110.663 108.852 111.404 109.433 105.459 102.218 104.432 102.546 106.815 101.254 102.455 100.403 , 99.401 105.566 100.928 99.953 98.097 100.813 97.998 100.799 97.431 97.632 96.796 96.676 95.253 95.430 95.145 96.166 94.615 94.678 92.996 92.843
tests/implicit-scope-loop.scala, 4081, 2018-03-07T15:45:20Z, 438e82f, 104.36, Wed Mar  7 17:45:17 CET 2018, 2935.401 547.720 393.139 311.630 285.794 305.809 261.455 201.514 179.708 173.913 130.019 139.335 126.792 123.906 126.560 117.905 115.705 116.963 114.127 115.958 114.650 111.742 112.306 110.404 114.416 107.583 108.538 108.226 109.323 109.481 , 107.901 111.982 105.670 115.012 108.120 104.694 102.870 102.869 120.172 126.006 104.773 100.739 104.026 99.532 110.019 102.572 99.663 99.511 98.996 100.194
tests/i1535.scala, 4081, 2018-03-07T15:45:20Z, 438e82f, 131.3835, Wed Mar  7 17:46:29 CET 2018, 3379.093 1111.244 807.659 608.020 529.183 376.690 311.507 282.157 214.415 193.193 205.501 182.248 164.209 185.450 159.704 156.012 151.582 150.189 152.871 167.496 184.337 153.699 163.190 152.783 141.260 143.838 136.716 139.179 175.516 144.036 , 143.515 141.737 133.577 136.182 140.274 137.042 128.821 131.914 128.922 128.714 130.853 132.395 127.402 132.165 127.055 127.994 130.025 133.741 126.661 127.567
tests/i1687.scala, 4081, 2018-03-07T15:45:20Z, 438e82f, 72.9305, Wed Mar  7 17:47:39 CET 2018, 2640.818 616.856 424.657 349.948 218.382 193.125 196.673 161.655 148.016 108.824 105.137 90.253 86.131 84.140 84.125 80.928 80.187 80.258 78.255 79.068 78.868 77.521 81.173 75.945 77.528 75.564 77.994 74.470 75.027 73.864 , 73.675 75.004 72.834 73.105 80.437 74.141 72.539 71.985 73.472 72.984 74.604 72.313 72.468 70.362 75.469 72.082 71.892 74.760 70.493 72.877
tests/Vector.scala, 4081, 2018-03-07T15:45:20Z, 438e82f, 563.548, Wed Mar  7 17:51:31 CET 2018, 7221.497 3002.612 1700.017 2009.257 1777.679 1630.543 1544.964 1153.836 1089.282 1280.562 1090.281 804.996 809.086 790.085 755.421 703.843 679.213 677.122 652.867 635.117 7597.346 3056.996 2422.049 1501.046 1291.956 1269.009 1677.994 1592.769 1505.738 1380.883 897.003 762.274 723.794 715.247 690.133 685.271 699.322 672.676 665.217 733.852 7678.558 2709.638 2305.547 1973.423 1739.984 1222.429 1074.504 1253.519 1062.727 936.002 837.332 736.047 827.944 674.401 656.555 692.067 721.069 637.477 611.706 615.334 , 636.195 617.828 626.319 606.795 615.644 586.187 587.000 589.836 566.996 564.934 557.494 569.920 553.088 556.649 569.101 564.753 553.820 565.836 566.467 605.458 574.651 554.351 633.802 546.593 544.435 546.718 537.266 532.681 549.466 533.713 673.179 630.168 613.546 664.924 631.195 593.650 645.844 614.143 587.078 577.554 572.300 586.945 567.127 572.737 574.296 570.066 560.175 559.392 568.760 550.292 552.251 560.318 546.526 551.355 545.677 551.678 545.829 548.566 545.893 552.559 603.585 582.260 590.230 601.192 599.726 665.990 597.977 577.259 562.343 546.750 570.143 546.951 546.210 546.405 557.580 542.130 549.995 555.727 533.252 529.447 533.604 545.671 536.649 597.312 535.320 526.570 534.726 532.937 538.655 524.364
